action,month,day,hour,count,sum,avg,std,step
DEBIT,0,0,9,308,3040198.68,9870.77,394.68,9
TRANSFER,0,0,9,98,54594475.20,557086.48,28974.93,9
CASH_OUT,0,0,9,593,80425564.91,135624.90,3062.24,9
CASH_IN,0,0,10,25939,3664386842.88,141269.40,502.23,10
PAYMENT,0,0,10,1178,9378685.41,7961.53,128.66,10
DEBIT,0,0,10,255,2552591.93,10010.16,440.22,10
TRANSFER,0,0,10,250,142246864.83,568987.46,22062.42,10
CASH_OUT,0,0,10,1090,148940678.40,136642.82,2239.25,10
CASH_IN,0,0,11,24605,3459522519.22,140602.42,516.75,11
PAYMENT,0,0,11,1736,14525192.07,8367.05,110.08,11
DEBIT,0,0,11,265,3224572.03,12168.20,550.02,11
TRANSFER,0,0,11,381,178944444.26,469670.46,14434.99,11
CASH_OUT,0,0,11,1683,236821431.33,140713.86,1768.19,11
CASH_IN,0,0,12,22173,3134707017.36,141374.96,546.25,12
PAYMENT,0,0,12,2133,17412813.84,8163.53,94.91,12
DEBIT,0,0,12,308,6109517.35,19836.10,793.99,12
TRANSFER,0,0,12,535,238025381.82,444907.26,11164.97,12
CASH_OUT,0,0,12,2073,293927771.41,141788.60,1578.25,12
CASH_IN,0,0,13,22652,3200993391.13,141311.73,540.50,13
PAYMENT,0,0,13,2870,22996890.69,8012.85,86.48,13
DEBIT,0,0,13,321,1984639.98,6182.68,247.90,13
TRANSFER,0,0,13,710,294652569.83,415003.62,8988.68,13
CASH_OUT,0,0,13,3047,412011299.97,135218.67,1264.49,13
CASH_IN,0,0,14,24865,3436742456.63,138216.07,498.29,14
PAYMENT,0,0,14,3843,27939010.16,7270.10,65.20,14
DEBIT,0,0,14,452,3108687.78,6877.63,217.94,14
TRANSFER,0,0,14,1004,387294895.31,385751.89,7220.00,14
CASH_OUT,0,0,14,4044,549763941.92,135945.58,1086.77,14
CASH_IN,0,0,15,26259,3595543632.19,136926.14,482.31,15
PAYMENT,0,0,15,4837,36071644.41,7457.44,59.45,15
DEBIT,0,0,15,482,5679149.40,11782.47,379.88,15
TRANSFER,0,0,15,1251,478118321.76,382188.91,6624.33,15
CASH_OUT,0,0,15,5386,707986938.72,131449.49,1071.42,15
CASH_IN,0,0,16,21654,2964951789.75,136923.98,528.18,16
PAYMENT,0,0,16,4915,36069017.53,7338.56,58.66,16
DEBIT,0,0,16,457,3242137.03,7094.39,257.56,16
TRANSFER,0,0,16,1271,557674489.91,438768.28,7860.93,16
CASH_OUT,0,0,16,5308,692614596.70,130485.04,967.89,16
CASH_IN,0,0,17,22269,3029659515.76,136048.30,520.63,17
PAYMENT,0,0,17,5529,39727709.39,7185.33,55.76,17
DEBIT,0,0,17,501,3861480.29,7707.55,230.05,17
TRANSFER,0,0,17,1564,599480239.04,383299.39,5771.88,17
CASH_OUT,0,0,17,6029,769824864.98,127686.99,831.84,17
CASH_IN,0,0,18,27338,3715077362.61,135894.26,467.05,18
PAYMENT,0,0,18,8078,55948017.13,6925.97,43.40,18
DEBIT,0,0,18,703,4723743.05,6719.41,182.45,18
TRANSFER,0,0,18,2156,796088782.98,369243.41,4565.02,18
CASH_OUT,0,0,18,8634,1052582868.53,121911.38,703.48,18
CASH_IN,0,0,19,23961,3273661935.56,136624.60,495.91,19
PAYMENT,0,0,19,8039,60433557.50,7517.55,47.96,19
DEBIT,0,0,19,676,5631741.63,8330.98,236.85,19
TRANSFER,0,0,19,1982,848241139.43,427972.32,6016.60,19
CASH_OUT,0,0,19,8247,1031498768.33,125075.64,807.52,19
CASH_IN,0,0,20,18438,2473638978.64,134159.83,560.43,20
PAYMENT,0,0,20,6762,54710940.24,8090.94,56.14,20
DEBIT,0,0,20,486,6086403.62,12523.46,406.09,20
TRANSFER,0,0,20,1719,852836120.68,496123.40,7642.59,20
CASH_OUT,0,0,20,6774,879291904.57,129803.94,837.22,20
CASH_IN,0,0,21,14413,1951125214.04,135372.60,635.04,21
PAYMENT,0,0,21,5864,47483609.73,8097.48,60.69,21
DEBIT,0,0,21,464,4222475.86,9100.16,287.58,21
TRANSFER,0,0,21,1430,664106903.61,464410.42,7479.42,21
CASH_OUT,0,0,21,5556,732808978.69,131895.06,917.89,21
CASH_IN,0,0,22,11193,1513520548.75,135220.28,735.00,22
PAYMENT,0,0,22,4821,39819079.05,8259.51,68.69,22
DEBIT,0,0,22,438,3177468.82,7254.50,239.70,22
TRANSFER,0,0,22,1199,513479444.06,428256.42,8476.60,22
CASH_OUT,0,0,22,4626,620318530.20,134093.93,1543.33,22
CASH_IN,0,0,23,5969,812785291.04,136167.75,992.42,23
PAYMENT,0,0,23,2913,24414073.46,8381.08,86.03,23
DEBIT,0,0,23,215,1474769.47,6859.39,347.26,23
TRANSFER,0,0,23,596,262876817.40,441068.49,10414.55,23
CASH_OUT,0,0,23,2366,314032074.00,132727.00,1345.84,23
CASH_IN,0,1,0,2715,370577174.07,136492.51,1504.67,24
PAYMENT,0,1,0,1269,10790039.06,8502.79,132.67,24
DEBIT,0,1,0,112,996740.86,8899.47,599.63,24
TRANSFER,0,1,0,297,128315313.96,432038.09,13716.52,24
CASH_OUT,0,1,0,1212,161707772.42,133422.25,1967.82,24
CASH_IN,0,1,1,1389,195790147.41,140957.63,2182.66,25
PAYMENT,0,1,1,721,5805864.91,8052.52,177.02,25
DEBIT,0,1,1,62,319960.61,5160.65,505.17,25
TRANSFER,0,1,1,116,54086592.04,466263.72,31457.04,25
CASH_OUT,0,1,1,645,85342377.09,132313.76,4973.67,25
CASH_IN,0,1,2,273,35787808.45,131090.87,4589.93,26
PAYMENT,0,1,2,181,1432846.63,7916.28,308.96,26
DEBIT,0,1,2,8,40044.75,5005.59,1265.12,26
TRANSFER,0,1,2,28,12521081.94,447181.50,67543.84,26
CASH_OUT,0,1,2,111,13925841.22,125458.03,6554.56,26
CASH_IN,0,1,3,7,578487.34,82641.05,32796.54,27
PAYMENT,0,1,3,10,103134.69,10313.47,2755.61,27
DEBIT,0,1,3,1,4538.94,4538.94,0.00,27
TRANSFER,0,1,3,1,3192934.75,3192934.75,0.00,27
CASH_OUT,0,1,3,5,3783621.71,756724.34,682457.61,27
TRANSFER,0,1,4,1,3366053.59,3366053.59,0.00,28
CASH_OUT,0,1,4,1,3366053.59,3366053.59,0.00,28
TRANSFER,0,1,5,2,6181853.35,3090926.67,371786.96,29
CASH_OUT,0,1,5,2,6181853.35,3090926.67,371786.96,29
TRANSFER,0,1,6,1,2366382.88,2366382.88,0.00,30
CASH_OUT,0,1,6,1,2366382.88,2366382.88,0.00,30
TRANSFER,0,1,7,1,2618774.55,2618774.55,0.00,31
CASH_OUT,0,1,7,1,2618774.55,2618774.55,0.00,31
TRANSFER,0,1,8,2,3354200.52,1677100.26,653063.11,32
CASH_OUT,0,1,8,2,3354200.52,1677100.26,653063.11,32
TRANSFER,0,1,9,4,9889389.51,2472347.38,1040592.74,33
CASH_OUT,0,1,9,3,9889339.51,3296446.50,631630.21,33
CASH_IN,0,1,10,1735,247250342.91,142507.40,1918.81,34
PAYMENT,0,1,10,784,7289587.39,9297.94,185.71,34
DEBIT,0,1,10,60,330858.96,5514.32,511.16,34
TRANSFER,0,1,10,173,80823244.84,467186.39,25839.49,34
CASH_OUT,0,1,10,785,109096975.39,138977.04,4511.65,34
CASH_IN,0,1,11,9254,1297191167.71,140176.27,818.41,35
PAYMENT,0,1,11,3721,32961148.86,8858.14,82.39,35
DEBIT,0,1,11,274,2827532.93,10319.46,457.99,35
TRANSFER,0,1,11,967,450274557.95,465640.70,8712.06,35
CASH_OUT,0,1,11,4192,575399869.21,137261.42,1065.44,35
CASH_IN,0,1,12,18405,2575898491.29,139956.45,586.33,36
PAYMENT,0,1,12,8008,70692822.77,8827.78,56.98,36
DEBIT,0,1,12,654,8278154.42,12657.73,368.71,36
TRANSFER,0,1,12,2254,976192693.66,433093.48,5836.13,36
CASH_OUT,0,1,12,8737,1198941465.22,137225.76,989.75,36
CASH_IN,0,1,13,10743,1497406200.09,139384.36,755.56,37
PAYMENT,0,1,13,4740,39941836.93,8426.55,69.48,37
DEBIT,0,1,13,392,4000523.19,10205.42,399.62,37
TRANSFER,0,1,13,1225,502625689.04,410306.68,6869.60,37
CASH_OUT,0,1,13,5513,743822509.92,134921.55,919.10,37
CASH_IN,0,1,14,9982,1402049774.54,140457.80,794.54,38
PAYMENT,0,1,14,4449,32476492.30,7299.73,60.82,38
DEBIT,0,1,14,363,1580195.29,4353.16,166.10,38
TRANSFER,0,1,14,1101,445671644.82,404788.05,7375.68,38
CASH_OUT,0,1,14,4988,663682031.78,133055.74,939.88,38
CASH_IN,0,1,15,5281,729456111.53,138128.41,1080.62,39
PAYMENT,0,1,15,2621,18876230.77,7201.92,80.04,39
DEBIT,0,1,15,169,1432192.76,8474.51,474.44,39
TRANSFER,0,1,15,643,297199782.49,462208.06,11364.40,39
CASH_OUT,0,1,15,2659,353575269.86,132973.02,1283.28,39
CASH_IN,0,1,16,15401,2146543030.25,139376.86,637.84,40
PAYMENT,0,1,16,7425,53587953.32,7217.23,46.86,40
DEBIT,0,1,16,620,6630164.14,10693.81,310.42,40
TRANSFER,0,1,16,2139,888563538.96,415410.72,5364.99,40
CASH_OUT,0,1,16,8104,1054804899.94,130158.55,746.72,40
CASH_IN,0,1,17,14118,1941001706.81,137484.18,657.83,41
PAYMENT,0,1,17,7016,48363570.88,6893.33,46.05,41
DEBIT,0,1,17,552,5871698.86,10637.14,337.41,41
TRANSFER,0,1,17,1896,750836545.95,396010.84,5966.45,41
CASH_OUT,0,1,17,7441,954280733.01,128246.30,880.45,41
CASH_IN,0,1,18,16559,2276230774.38,137461.85,603.10,42
PAYMENT,0,1,18,8552,58648476.47,6857.87,41.74,42
DEBIT,0,1,18,649,8263581.50,12732.79,344.26,42
TRANSFER,0,1,18,2380,962997694.18,404620.88,5175.58,42
CASH_OUT,0,1,18,9302,1128617501.08,121330.63,619.55,42
CASH_IN,0,1,19,16426,2255578276.59,137317.56,606.77,43
PAYMENT,0,1,19,8903,72179641.26,8107.34,50.06,43
DEBIT,0,1,19,758,4171688.58,5503.55,137.34,43
TRANSFER,0,1,19,2461,1119055017.09,454715.57,5725.45,43
CASH_OUT,0,1,19,9634,1205550609.86,125135.00,772.62,43
CASH_IN,0,1,20,13813,1879184385.51,136044.62,661.61,44
PAYMENT,0,1,20,8021,74203669.42,9251.17,59.50,44
DEBIT,0,1,20,567,2629471.20,4637.52,147.47,44
TRANSFER,0,1,20,1932,1036361309.12,536418.90,7678.34,44
CASH_OUT,0,1,20,8114,1067658259.61,131582.24,835.61,44
CASH_IN,0,1,21,11087,1514229602.98,136577.04,728.04,45
PAYMENT,0,1,21,6518,61303064.20,9405.20,67.44,45
DEBIT,0,1,21,560,2699211.26,4820.02,147.75,45
TRANSFER,0,1,21,1566,776003678.04,495532.36,7702.55,45
CASH_OUT,0,1,21,6198,819266637.31,132182.42,1019.36,45
CASH_IN,0,1,22,9517,1312869573.83,137949.94,799.25,46
PAYMENT,0,1,22,6030,55163529.53,9148.18,69.09,46
DEBIT,0,1,22,466,1855992.00,3982.82,130.15,46
TRANSFER,0,1,22,1296,642831897.17,496012.27,8189.48,46
CASH_OUT,0,1,22,5440,724683906.24,133213.95,889.29,46
CASH_IN,0,1,23,6394,885469501.57,138484.44,984.25,47
PAYMENT,0,1,23,4299,36538143.29,8499.22,76.00,47
DEBIT,0,1,23,316,1909165.21,6041.66,233.32,47
TRANSFER,0,1,23,898,385135547.85,428881.46,8995.96,47
CASH_OUT,0,1,23,3715,500006790.26,134591.33,1349.11,47
CASH_IN,0,2,0,4493,611406029.78,136079.69,1159.68,48
PAYMENT,0,2,0,3003,25511947.90,8495.49,90.99,48
DEBIT,0,2,0,261,1305049.58,5000.19,209.89,48
TRANSFER,0,2,0,666,279939648.63,420329.80,10177.39,48
CASH_OUT,0,2,0,2711,363656049.32,134140.93,1298.86,48
CASH_IN,0,2,1,482,66948372.80,138897.04,3425.84,49
PAYMENT,0,2,1,361,3269110.77,9055.71,249.94,49
DEBIT,0,2,1,41,191265.82,4665.02,646.32,49
TRANSFER,0,2,1,77,34488968.27,447908.68,27722.15,49
CASH_OUT,0,2,1,337,46480480.47,137924.27,3718.37,49
TRANSFER,0,2,2,2,4533139.49,2266569.74,1179391.73,50
CASH_OUT,0,2,2,2,4533139.49,2266569.74,1179391.73,50
TRANSFER,0,2,3,2,1497505.21,748752.60,1058881.95,51
CASH_OUT,0,2,3,1,1497495.21,1497495.21,0.00,51
TRANSFER,0,2,5,1,2935350.13,2935350.13,0.00,53
CASH_OUT,0,2,5,1,2935350.13,2935350.13,0.00,53
TRANSFER,0,2,6,1,3334025.80,3334025.80,0.00,54
CASH_OUT,0,2,6,1,3334025.80,3334025.80,0.00,54
TRANSFER,0,2,7,2,7280997.93,3640498.97,503502.66,55
CASH_OUT,0,2,7,2,7280997.93,3640498.97,503502.66,55
TRANSFER,0,2,9,4,7672212.31,1918053.08,536819.12,57
CASH_OUT,0,2,9,4,7672212.31,1918053.08,536819.12,57
TRANSFER,0,2,11,4,9034512.14,2258628.03,1439643.10,59
CASH_OUT,0,2,11,3,9034462.14,3011487.38,1721306.48,59
TRANSFER,0,2,12,5,15183697.03,3036739.41,609090.22,60
CASH_OUT,0,2,12,5,15183697.03,3036739.41,609090.22,60
TRANSFER,0,2,13,1,596614.48,596614.48,0.00,61
CASH_OUT,0,2,13,1,596614.48,596614.48,0.00,61
TRANSFER,0,2,16,3,3702850.80,1234283.60,1511639.64,64
CASH_OUT,0,2,16,1,3702780.80,3702780.80,0.00,64
TRANSFER,0,2,17,1,10.00,10.00,0.00,65
TRANSFER,0,2,20,2,5647507.95,2823753.98,306611.42,68
CASH_OUT,0,2,20,2,5647507.95,2823753.98,306611.42,68
TRANSFER,0,2,22,5,13010235.63,2602047.13,750916.21,70
CASH_OUT,0,2,22,4,13010215.63,3252553.91,249181.09,70
TRANSFER,0,3,2,1,2265144.20,2265144.20,0.00,74
CASH_OUT,0,3,2,1,2265144.20,2265144.20,0.00,74
TRANSFER,0,3,3,3,4320072.09,1440024.03,1102771.32,75
CASH_OUT,0,3,3,2,4320052.09,2160026.05,1324386.99,75
TRANSFER,0,3,5,1,1853250.79,1853250.79,0.00,77
CASH_OUT,0,3,5,1,1853250.79,1853250.79,0.00,77
TRANSFER,0,3,6,1,1473007.47,1473007.47,0.00,78
CASH_OUT,0,3,6,1,1473007.47,1473007.47,0.00,78
TRANSFER,0,3,7,2,4248862.04,2124431.02,758911.87,79
CASH_OUT,0,3,7,2,4248862.04,2124431.02,758911.87,79
TRANSFER,0,3,9,2,70.00,35.00,21.21,81
TRANSFER,0,3,10,1,1955375.54,1955375.54,0.00,82
CASH_OUT,0,3,10,1,1955375.54,1955375.54,0.00,82
TRANSFER,0,3,12,3,9138630.05,3046210.02,1017248.84,84
CASH_OUT,0,3,12,3,9138630.05,3046210.02,1017248.84,84
TRANSFER,0,3,13,2,6705306.21,3352653.10,633715.06,85
CASH_OUT,0,3,13,2,6705306.21,3352653.10,633715.06,85
TRANSFER,0,3,14,3,11409320.78,3803106.93,517144.94,86
CASH_OUT,0,3,14,3,11409320.78,3803106.93,517144.94,86
TRANSFER,0,3,15,1,3434863.98,3434863.98,0.00,87
CASH_OUT,0,3,15,1,3434863.98,3434863.98,0.00,87
TRANSFER,0,3,17,1,1154521.84,1154521.84,0.00,89
CASH_OUT,0,3,17,1,1154521.84,1154521.84,0.00,89
TRANSFER,0,3,18,1,1359265.66,1359265.66,0.00,90
CASH_OUT,0,3,18,1,1359265.66,1359265.66,0.00,90
TRANSFER,0,3,19,2,5554611.57,2777305.78,2323563.95,91
CASH_OUT,0,3,19,2,5554611.57,2777305.78,2323563.95,91
TRANSFER,0,3,20,3,784445.51,261481.84,320211.80,92
CASH_OUT,0,3,20,1,784385.51,784385.51,0.00,92
CASH_IN,0,3,21,2788,373901599.28,134111.05,1477.57,93
PAYMENT,0,3,21,1815,16464732.39,9071.48,122.99,93
DEBIT,0,3,21,147,710259.95,4831.70,251.19,93
TRANSFER,0,3,21,402,176998555.11,440294.91,12024.20,93
CASH_OUT,0,3,21,1988,259210541.29,130387.60,1455.82,93
CASH_IN,0,3,22,7278,979106224.82,134529.57,899.43,94
PAYMENT,0,3,22,4771,43037388.88,9020.62,75.44,94
DEBIT,0,3,22,373,1847889.91,4954.13,180.13,94
TRANSFER,0,3,22,1041,460010506.34,441892.90,8721.08,94
CASH_OUT,0,3,22,4481,591097077.20,131911.87,1425.41,94
CASH_IN,0,3,23,5373,749138601.53,139426.50,1070.90,95
PAYMENT,0,3,23,3743,34224605.22,9143.63,85.76,95
DEBIT,0,3,23,282,1127326.37,3997.61,161.80,95
TRANSFER,0,3,23,809,353703226.89,437210.42,9189.40,95
CASH_OUT,0,3,23,3278,433081886.29,132117.72,1248.73,95
CASH_IN,0,4,0,4807,662199323.98,137757.30,1137.81,96
PAYMENT,0,4,0,3449,30140436.27,8738.89,89.10,96
DEBIT,0,4,0,241,750410.34,3113.74,170.98,96
TRANSFER,0,4,0,706,309498861.11,438383.66,10210.26,96
CASH_OUT,0,4,0,2877,387723950.87,134766.75,1522.43,96
CASH_IN,0,4,1,312,45934063.52,147224.56,4818.89,97
PAYMENT,0,4,1,303,2794560.67,9222.97,329.51,97
DEBIT,0,4,1,23,94663.24,4115.79,888.94,97
TRANSFER,0,4,1,59,25599108.21,433883.19,44163.91,97
CASH_OUT,0,4,1,220,32475881.49,147617.64,10409.24,97
TRANSFER,0,4,2,1,2382762.08,2382762.08,0.00,98
CASH_OUT,0,4,2,1,2382762.08,2382762.08,0.00,98
TRANSFER,0,4,3,2,1479273.61,739636.80,316580.19,99
CASH_OUT,0,4,3,2,1479273.61,739636.80,316580.19,99
TRANSFER,0,4,4,3,9897562.78,3299187.59,1371302.83,100
CASH_OUT,0,4,4,3,9897562.78,3299187.59,1371302.83,100
TRANSFER,0,4,5,1,20.00,20.00,0.00,101
TRANSFER,0,4,7,2,5525414.61,2762707.31,522472.34,103
CASH_OUT,0,4,7,2,5525414.61,2762707.31,522472.34,103
TRANSFER,0,4,8,2,2133597.43,1066798.72,1508610.50,104
CASH_OUT,0,4,8,1,2133547.43,2133547.43,0.00,104
TRANSFER,0,4,9,2,5022370.16,2511185.08,409571.99,105
CASH_OUT,0,4,9,2,5022370.16,2511185.08,409571.99,105
TRANSFER,0,4,11,1,370732.31,370732.31,0.00,107
CASH_OUT,0,4,11,1,370732.31,370732.31,0.00,107
TRANSFER,0,4,12,2,1419090.71,709545.35,1003434.52,108
CASH_OUT,0,4,12,1,1419080.71,1419080.71,0.00,108
TRANSFER,0,4,13,2,2931466.58,1465733.29,2072845.76,109
CASH_OUT,0,4,13,1,2931456.58,2931456.58,0.00,109
TRANSFER,0,4,14,2,6909098.43,3454549.21,1694565.57,110
CASH_OUT,0,4,14,2,6909098.43,3454549.21,1694565.57,110
TRANSFER,0,4,15,2,6705560.42,3352780.21,2715132.02,111
CASH_OUT,0,4,15,2,6705560.42,3352780.21,2715132.02,111
TRANSFER,0,4,16,1,1971081.68,1971081.68,0.00,112
CASH_OUT,0,4,16,1,1971081.68,1971081.68,0.00,112
TRANSFER,0,4,17,1,3324631.11,3324631.11,0.00,113
CASH_OUT,0,4,17,1,3324631.11,3324631.11,0.00,113
TRANSFER,0,4,19,3,4968334.29,1656111.43,1153583.35,115
CASH_OUT,0,4,19,2,4968284.29,2484142.15,1099640.40,115
TRANSFER,0,4,20,2,5078679.07,2539339.54,145400.18,116
CASH_OUT,0,4,20,2,5078679.07,2539339.54,145400.18,116
TRANSFER,0,4,22,3,4744528.27,1581509.42,534349.41,118
CASH_OUT,0,4,22,3,4744528.27,1581509.42,534349.41,118
CASH_IN,0,4,23,4564,630055011.90,138048.86,1161.74,119
PAYMENT,0,4,23,3141,28146625.36,8961.04,94.26,119
DEBIT,0,4,23,257,889115.49,3459.59,193.04,119
TRANSFER,0,4,23,647,264847671.50,409347.25,9157.23,119
CASH_OUT,0,4,23,2653,356854657.52,134509.86,1292.63,119
CASH_IN,0,5,0,2106,291630173.82,138475.87,1658.78,120
PAYMENT,0,5,0,1653,14595010.85,8829.41,124.24,120
DEBIT,0,5,0,119,599581.86,5038.50,283.63,120
TRANSFER,0,5,0,298,111258453.23,373350.51,13380.40,120
CASH_OUT,0,5,0,1385,183935306.70,132805.28,1743.67,120
CASH_IN,0,5,1,677,95417730.62,140942.00,3070.13,121
PAYMENT,0,5,1,585,5589694.99,9555.03,228.51,121
DEBIT,0,5,1,34,72757.57,2139.93,160.39,121
TRANSFER,0,5,1,89,32940648.68,370119.65,24686.87,121
CASH_OUT,0,5,1,603,77086525.51,127838.35,2596.22,121
CASH_IN,0,5,2,177,24438026.17,138067.94,5418.39,122
PAYMENT,0,5,2,163,1395017.74,8558.39,377.63,122
DEBIT,0,5,2,14,41861.21,2990.09,1066.94,122
TRANSFER,0,5,2,16,13662611.49,853913.22,332438.18,122
CASH_OUT,0,5,2,151,31393938.05,207906.87,38041.39,122
CASH_IN,0,5,3,6,1149216.61,191536.10,46249.57,123
PAYMENT,0,5,3,4,34966.78,8741.70,3163.56,123
DEBIT,0,5,3,1,872.23,872.23,0.00,123
CASH_OUT,0,5,3,2,221761.74,110880.87,78279.06,123
TRANSFER,0,5,5,1,2781518.77,2781518.77,0.00,125
CASH_OUT,0,5,5,1,2781518.77,2781518.77,0.00,125
TRANSFER,0,5,6,2,7525304.65,3762652.33,930768.37,126
CASH_OUT,0,5,6,2,7525304.65,3762652.33,930768.37,126
TRANSFER,0,5,10,3,8801885.92,2933961.97,1223156.86,130
CASH_OUT,0,5,10,3,8801885.92,2933961.97,1223156.86,130
TRANSFER,0,5,11,1,20.00,20.00,0.00,131
CASH_IN,0,5,12,11,1591469.02,144679.00,26889.08,132
PAYMENT,0,5,12,1,2654.74,2654.74,0.00,132
TRANSFER,0,5,12,3,5841447.66,1947149.22,1332869.35,132
CASH_OUT,0,5,12,2,5841437.66,2920718.83,1191274.98,132
CASH_IN,0,5,13,2709,388996070.79,143593.97,1530.19,133
PAYMENT,0,5,13,1731,16936756.50,9784.38,135.42,133
DEBIT,0,5,13,132,511359.51,3873.94,255.63,133
TRANSFER,0,5,13,409,170586822.69,417082.70,11841.39,133
CASH_OUT,0,5,13,1972,266713087.46,135250.04,1529.81,133
CASH_IN,0,5,14,6052,859109053.12,141954.57,1040.46,134
PAYMENT,0,5,14,3556,34123256.80,9595.97,91.32,134
DEBIT,0,5,14,304,1505820.18,4953.36,208.51,134
TRANSFER,0,5,14,933,425195391.29,455729.25,10145.92,134
CASH_OUT,0,5,14,4043,543547689.74,134441.67,1604.84,134
CASH_IN,0,5,15,5343,771616417.15,144416.32,1109.04,135
PAYMENT,0,5,15,3099,26956864.82,8698.57,90.64,135
DEBIT,0,5,15,251,1078585.04,4297.15,193.32,135
TRANSFER,0,5,15,854,419472528.27,491185.63,10868.78,135
CASH_OUT,0,5,15,3540,469094994.72,132512.71,1095.91,135
CASH_IN,0,5,16,9345,1342609173.70,143671.39,825.48,136
PAYMENT,0,5,16,5467,46636648.59,8530.57,66.50,136
DEBIT,0,5,16,479,2049923.66,4279.59,145.25,136
TRANSFER,0,5,16,1468,603607812.19,411176.98,6575.83,136
CASH_OUT,0,5,16,6254,800585925.49,128011.82,809.06,136
CASH_IN,0,5,17,9817,1380104054.07,140583.08,803.13,137
PAYMENT,0,5,17,6187,54626846.29,8829.29,63.39,137
DEBIT,0,5,17,502,2302902.05,4587.45,138.50,137
TRANSFER,0,5,17,1616,670906334.03,415164.81,6123.97,137
CASH_OUT,0,5,17,6881,865235692.43,125742.73,797.02,137
CASH_IN,0,5,18,8420,1167910285.10,138706.68,850.54,138
PAYMENT,0,5,18,5116,43187889.07,8441.73,67.57,138
DEBIT,0,5,18,440,1788769.05,4065.38,151.23,138
TRANSFER,0,5,18,1373,596081585.67,434145.36,7168.41,138
CASH_OUT,0,5,18,5878,709551868.04,120713.15,783.38,138
CASH_IN,0,5,19,17418,2417519187.19,138794.30,593.33,139
PAYMENT,0,5,19,11330,90113572.48,7953.54,42.22,139
DEBIT,0,5,19,901,3992938.14,4431.67,103.78,139
TRANSFER,0,5,19,2937,1363038938.92,464092.25,5331.10,139
CASH_OUT,0,5,19,12126,1516899093.00,125094.76,582.53,139
CASH_IN,0,5,20,13068,1784149208.54,136528.10,678.21,140
PAYMENT,0,5,20,8729,67978813.12,7787.70,47.15,140
DEBIT,0,5,20,698,2871162.08,4113.41,110.40,140
TRANSFER,0,5,20,2314,1115684752.58,482145.53,6084.05,140
CASH_OUT,0,5,20,8890,1166001658.62,131158.79,823.25,140
CASH_IN,0,5,21,10543,1442348991.42,136806.32,761.91,141
PAYMENT,0,5,21,7264,56208906.60,7738.01,51.71,141
DEBIT,0,5,21,581,2293693.23,3947.84,120.14,141
TRANSFER,0,5,21,1890,917254010.93,485319.58,7249.02,141
CASH_OUT,0,5,21,6758,891860009.25,131971.00,802.82,141
CASH_IN,0,5,22,8137,1118848998.29,137501.41,851.42,142
PAYMENT,0,5,22,5907,45921411.70,7774.07,56.44,142
DEBIT,0,5,22,448,2297392.50,5128.11,186.97,142
TRANSFER,0,5,22,1513,629675667.95,416176.91,6962.76,142
CASH_OUT,0,5,22,5482,724853666.10,132224.31,1096.86,142
CASH_IN,0,5,23,5203,717527652.61,137906.53,1091.27,143
