action,month,day,hour,count,sum,avg,std,step
CASH_OUT,0,0,14,3952,526000247.31,133097.23,1076.10,14
CASH_IN,0,0,15,26151,3564311969.30,136297.35,482.79,15
PAYMENT,0,0,15,5121,37998272.74,7420.09,58.41,15
DEBIT,0,0,15,830,9367963.02,11286.70,285.34,15
TRANSFER,0,0,15,1327,499706794.35,376568.80,5999.40,15
CASH_OUT,0,0,15,5325,695666455.63,130641.59,898.07,15
CASH_IN,0,0,16,21789,2980863264.94,136805.88,526.12,16
PAYMENT,0,0,16,4882,35989898.84,7371.96,58.08,16
DEBIT,0,0,16,753,5948116.47,7899.23,213.42,16
TRANSFER,0,0,16,1243,544715709.22,438226.64,8378.40,16
CASH_OUT,0,0,16,5330,687873859.91,129057.01,934.66,16
CASH_IN,0,0,17,22512,3075930633.48,136635.16,520.33,17
PAYMENT,0,0,17,5876,42695492.37,7266.08,53.56,17
DEBIT,0,0,17,838,6837727.24,8159.58,202.41,17
TRANSFER,0,0,17,1521,576799003.31,379223.54,5812.74,17
CASH_OUT,0,0,17,6045,767539708.52,126971.00,846.52,17
CASH_IN,0,0,18,26956,3670786515.35,136176.97,470.94,18
PAYMENT,0,0,18,7980,55521061.14,6957.53,44.03,18
DEBIT,0,0,18,1107,7999463.28,7226.25,148.74,18
TRANSFER,0,0,18,2052,755167296.30,368015.25,4911.05,18
CASH_OUT,0,0,18,8890,1092631467.69,122905.68,755.12,18
CASH_IN,0,0,19,24195,3283883658.17,135725.71,494.85,19
PAYMENT,0,0,19,7990,59686325.14,7470.13,48.11,19
DEBIT,0,0,19,981,8083677.53,8240.24,195.01,19
TRANSFER,0,0,19,2001,862362997.61,430966.02,5981.93,19
CASH_OUT,0,0,19,8376,1044048048.34,124647.57,705.31,19
CASH_IN,0,0,20,18542,2493909454.81,134500.56,555.76,20
PAYMENT,0,0,20,6815,55594887.36,8157.72,56.39,20
DEBIT,0,0,20,775,9363227.25,12081.58,311.23,20
TRANSFER,0,0,20,1706,874463296.39,512581.06,7795.99,20
CASH_OUT,0,0,20,7061,919723241.38,130253.96,826.43,20
CASH_IN,0,0,21,14590,1956455870.32,134095.67,628.34,21
PAYMENT,0,0,21,5915,48420360.06,8186.03,59.58,21
DEBIT,0,0,21,702,6535295.17,9309.54,235.64,21
TRANSFER,0,0,21,1411,632017801.62,447921.90,7682.49,21
CASH_OUT,0,0,21,5506,720919154.69,130933.37,903.25,21
CASH_IN,0,0,22,11254,1509595244.75,134138.55,722.62,22
PAYMENT,0,0,22,5017,41471393.09,8266.17,66.29,22
DEBIT,0,0,22,618,4815208.63,7791.60,218.65,22
TRANSFER,0,0,22,1119,484037744.12,432562.77,7835.75,22
CASH_OUT,0,0,22,4553,598467817.31,131444.72,975.19,22
CASH_IN,0,0,23,5985,820972421.27,137171.67,1012.70,23
PAYMENT,0,0,23,3021,25150761.92,8325.31,85.56,23
DEBIT,0,0,23,310,2219843.11,7160.78,297.40,23
TRANSFER,0,0,23,634,277876432.39,438290.90,10271.34,23
CASH_OUT,0,0,23,2426,326268515.40,134488.26,1388.07,23
CASH_IN,0,1,0,2766,386452912.87,139715.44,1494.20,24
PAYMENT,0,1,0,1325,11088356.11,8368.57,124.93,24
DEBIT,0,1,0,142,1293570.56,9109.65,540.14,24
TRANSFER,0,1,0,299,131796684.15,440791.59,15033.13,24
CASH_OUT,0,1,0,1268,174214445.99,137393.10,1941.43,24
CASH_IN,0,1,1,1409,205228034.06,145655.10,2210.56,25
PAYMENT,0,1,1,784,6211053.97,7922.26,165.04,25
DEBIT,0,1,1,70,374929.54,5356.14,381.45,25
TRANSFER,0,1,1,113,58947291.46,521657.45,25614.85,25
CASH_OUT,0,1,1,694,91571464.88,131947.36,2651.72,25
CASH_IN,0,1,2,274,37436434.27,136629.32,4991.37,26
PAYMENT,0,1,2,178,1425434.43,8008.06,332.65,26
DEBIT,0,1,2,18,58075.08,3226.39,604.73,26
TRANSFER,0,1,2,19,9328317.46,490964.08,49608.13,26
CASH_OUT,0,1,2,99,14038591.80,141803.96,6863.09,26
CASH_IN,0,1,3,8,1198390.90,149798.86,36626.73,27
PAYMENT,0,1,3,4,33466.81,8366.70,3386.89,27
TRANSFER,0,1,3,3,3912129.43,1304043.14,1196257.00,27
CASH_OUT,0,1,3,3,3470628.14,1156876.05,1280099.24,27
TRANSFER,0,1,4,3,6502052.04,2167350.68,256318.61,28
CASH_OUT,0,1,4,3,6502052.04,2167350.68,256318.61,28
TRANSFER,0,1,5,1,2448976.37,2448976.37,0.00,29
CASH_OUT,0,1,5,1,2448976.37,2448976.37,0.00,29
TRANSFER,0,1,7,4,3711984.10,927996.03,618681.46,31
CASH_OUT,0,1,7,2,3711924.10,1855962.05,20419.98,31
TRANSFER,0,1,8,2,3276433.03,1638216.51,2316759.73,32
CASH_OUT,0,1,8,1,3276413.03,3276413.03,0.00,32
TRANSFER,0,1,9,1,3462933.33,3462933.33,0.00,33
CASH_OUT,0,1,9,1,3462933.33,3462933.33,0.00,33
CASH_IN,0,1,10,1726,242323711.84,140396.13,1873.01,34
PAYMENT,0,1,10,836,7376516.41,8823.58,172.82,34
DEBIT,0,1,10,85,494499.43,5817.64,505.11,34
TRANSFER,0,1,10,181,86558128.05,478221.70,23299.34,34
CASH_OUT,0,1,10,837,118732293.48,141854.59,3892.62,34
CASH_IN,0,1,11,9295,1301071091.79,139975.37,821.27,35
PAYMENT,0,1,11,3757,33354716.68,8878.02,81.73,35
DEBIT,0,1,11,446,5094225.93,11422.03,378.18,35
TRANSFER,0,1,11,994,479982108.66,482879.38,9725.54,35
CASH_OUT,0,1,11,4277,591256351.07,138240.91,1531.68,35
CASH_IN,0,1,12,18427,2571501674.41,139550.75,580.14,36
PAYMENT,0,1,12,8050,71401462.05,8869.75,56.74,36
DEBIT,0,1,12,870,10845260.08,12465.82,314.93,36
TRANSFER,0,1,12,2216,954837221.56,430883.22,5568.96,36
CASH_OUT,0,1,12,8686,1178726743.49,135704.21,756.88,36
CASH_IN,0,1,13,10894,1534996263.58,140902.91,758.87,37
PAYMENT,0,1,13,4739,39855726.54,8410.16,70.33,37
DEBIT,0,1,13,516,5876639.13,11388.84,377.01,37
TRANSFER,0,1,13,1205,502350921.55,416888.73,7597.91,37
CASH_OUT,0,1,13,5376,738967536.45,137456.76,1190.40,37
CASH_IN,0,1,14,9926,1385864416.90,139619.63,788.30,38
PAYMENT,0,1,14,4594,33399773.99,7270.30,59.82,38
DEBIT,0,1,14,507,2586642.79,5101.86,171.09,38
TRANSFER,0,1,14,1105,455886850.99,412567.29,7746.74,38
CASH_OUT,0,1,14,4878,647892278.83,132819.25,1091.94,38
CASH_IN,0,1,15,5216,731188441.38,140181.83,1106.15,39
PAYMENT,0,1,15,2652,19388375.44,7310.85,78.16,39
DEBIT,0,1,15,300,2780032.99,9266.78,403.14,39
TRANSFER,0,1,15,674,319845659.78,474548.46,13456.34,39
CASH_OUT,0,1,15,2684,363881639.64,135574.38,2334.74,39
CASH_IN,0,1,16,15715,2187406752.48,139192.28,629.72,40
PAYMENT,0,1,16,7420,53624061.52,7226.96,47.23,40
DEBIT,0,1,16,861,9483258.98,11014.24,273.53,40
TRANSFER,0,1,16,2108,870608579.69,413002.17,5480.75,40
CASH_OUT,0,1,16,8298,1061761450.31,127953.90,714.34,40
CASH_IN,0,1,17,13896,1951370619.50,140426.79,667.95,41
PAYMENT,0,1,17,6888,47466258.78,6891.15,46.59,41
DEBIT,0,1,17,812,9076705.54,11178.21,288.92,41
TRANSFER,0,1,17,1873,745188604.70,397858.30,5842.78,41
CASH_OUT,0,1,17,7513,953264062.95,126881.95,808.04,41
CASH_IN,0,1,18,16634,2293158300.59,137859.70,607.16,42
PAYMENT,0,1,18,8653,58326678.61,6740.63,41.27,42
DEBIT,0,1,18,915,11670233.41,12754.35,303.54,42
TRANSFER,0,1,18,2412,990701269.90,410738.50,5279.60,42
CASH_OUT,0,1,18,9443,1147323635.43,121499.91,678.72,42
CASH_IN,0,1,19,16175,2230385237.96,137890.90,607.93,43
PAYMENT,0,1,19,9061,73604381.03,8123.21,49.60,43
DEBIT,0,1,19,1066,5990440.71,5619.55,120.31,43
TRANSFER,0,1,19,2425,1118100659.18,461072.44,5813.12,43
CASH_OUT,0,1,19,9831,1223081955.05,124410.74,622.29,43
CASH_IN,0,1,20,13981,1931570588.55,138156.83,667.18,44
PAYMENT,0,1,20,7856,72632801.74,9245.52,60.90,44
DEBIT,0,1,20,960,4886811.57,5090.43,122.69,44
TRANSFER,0,1,20,1997,1092784700.92,547213.17,7323.51,44
CASH_OUT,0,1,20,8030,1046402236.19,130311.61,739.55,44
CASH_IN,0,1,21,11161,1547473476.53,138650.07,740.76,45
PAYMENT,0,1,21,6746,62637017.28,9285.06,66.25,45
DEBIT,0,1,21,739,3861633.15,5225.48,143.94,45
TRANSFER,0,1,21,1583,783033551.58,494651.64,7729.29,45
CASH_OUT,0,1,21,6153,803601538.69,130603.21,1022.06,45
CASH_IN,0,1,22,9379,1281004318.20,136582.19,805.38,46
PAYMENT,0,1,22,6024,55015286.74,9132.68,69.39,46
DEBIT,0,1,22,645,3040067.70,4713.28,140.68,46
TRANSFER,0,1,22,1424,695606581.48,488487.77,7914.17,46
CASH_OUT,0,1,22,5490,740061967.87,134801.82,914.72,46
CASH_IN,0,1,23,6483,898021446.06,138519.43,973.98,47
PAYMENT,0,1,23,4418,37291439.21,8440.80,75.18,47
DEBIT,0,1,23,465,2898229.18,6232.75,174.91,47
TRANSFER,0,1,23,993,431051327.11,434089.96,8106.97,47
CASH_OUT,0,1,23,3571,475161982.65,133061.32,1124.35,47
CASH_IN,0,2,0,4572,632451452.21,138331.46,1133.58,48
PAYMENT,0,2,0,3197,26944717.54,8428.13,86.34,48
DEBIT,0,2,0,355,1848095.79,5205.90,203.84,48
TRANSFER,0,2,0,630,286802135.92,455241.49,10434.91,48
CASH_OUT,0,2,0,2776,371728515.68,133907.97,1296.98,48
CASH_IN,0,2,1,435,58611897.66,134739.99,3814.77,49
PAYMENT,0,2,1,377,3181014.88,8437.71,266.51,49
DEBIT,0,2,1,44,233122.26,5298.23,500.71,49
TRANSFER,0,2,1,87,42864650.21,492697.13,45209.18,49
CASH_OUT,0,2,1,316,44090692.79,139527.51,11489.23,49
TRANSFER,0,2,3,3,8443283.37,2814427.79,2002173.33,51
CASH_OUT,0,2,3,2,8443263.37,4221631.69,2038002.80,51
TRANSFER,0,2,6,1,3811617.95,3811617.95,0.00,54
CASH_OUT,0,2,6,1,3811617.95,3811617.95,0.00,54
TRANSFER,0,2,7,2,6822179.04,3411089.52,4823994.92,55
CASH_OUT,0,2,7,1,6822169.04,6822169.04,0.00,55
TRANSFER,0,2,8,1,1044079.24,1044079.24,0.00,56
CASH_OUT,0,2,8,1,1044079.24,1044079.24,0.00,56
TRANSFER,0,2,9,4,5179423.29,1294855.82,774338.63,57
CASH_OUT,0,2,9,3,5179373.29,1726457.76,888965.69,57
TRANSFER,0,2,10,1,3496670.77,3496670.77,0.00,58
CASH_OUT,0,2,10,1,3496670.77,3496670.77,0.00,58
TRANSFER,0,2,13,1,1759807.98,1759807.98,0.00,61
CASH_OUT,0,2,13,1,1759807.98,1759807.98,0.00,61
TRANSFER,0,2,14,2,2277004.71,1138502.36,1610057.19,62
CASH_OUT,0,2,14,1,2276984.71,2276984.71,0.00,62
TRANSFER,0,2,15,1,3103178.24,3103178.24,0.00,63
CASH_OUT,0,2,15,1,3103178.24,3103178.24,0.00,63
TRANSFER,0,2,17,1,3648747.84,3648747.84,0.00,65
CASH_OUT,0,2,17,1,3648747.84,3648747.84,0.00,65
TRANSFER,0,2,18,1,3445369.46,3445369.46,0.00,66
CASH_OUT,0,2,18,1,3445369.46,3445369.46,0.00,66
TRANSFER,0,2,19,1,2176585.31,2176585.31,0.00,67
CASH_OUT,0,2,19,1,2176585.31,2176585.31,0.00,67
TRANSFER,0,2,22,2,3092272.55,1546136.28,2186538.61,70
CASH_OUT,0,2,22,1,3092252.55,3092252.55,0.00,70
TRANSFER,0,2,23,2,2541775.56,1270887.78,1797278.45,71
CASH_OUT,0,2,23,1,2541755.56,2541755.56,0.00,71
TRANSFER,0,3,0,1,3193036.09,3193036.09,0.00,72
CASH_OUT,0,3,0,1,3193036.09,3193036.09,0.00,72
TRANSFER,0,3,1,1,3783582.82,3783582.82,0.00,73
CASH_OUT,0,3,1,1,3783582.82,3783582.82,0.00,73
TRANSFER,0,3,2,1,50.00,50.00,0.00,74
TRANSFER,0,3,3,2,3432335.81,1716167.91,924213.17,75
CASH_OUT,0,3,3,2,3432335.81,1716167.91,924213.17,75
TRANSFER,0,3,4,2,4678825.15,2339412.57,2077461.98,76
CASH_OUT,0,3,4,2,4678825.15,2339412.57,2077461.98,76
TRANSFER,0,3,5,2,4951092.05,2475546.02,237197.36,77
CASH_OUT,0,3,5,2,4951092.05,2475546.02,237197.36,77
TRANSFER,0,3,6,1,3095280.09,3095280.09,0.00,78
CASH_OUT,0,3,6,1,3095280.09,3095280.09,0.00,78
TRANSFER,0,3,7,1,1291995.25,1291995.25,0.00,79
CASH_OUT,0,3,7,1,1291995.25,1291995.25,0.00,79
TRANSFER,0,3,9,2,1105239.05,552619.53,781451.32,81
CASH_OUT,0,3,9,1,1105189.05,1105189.05,0.00,81
TRANSFER,0,3,10,1,3123112.08,3123112.08,0.00,82
CASH_OUT,0,3,10,1,3123112.08,3123112.08,0.00,82
TRANSFER,0,3,13,1,2269880.82,2269880.82,0.00,85
CASH_OUT,0,3,13,1,2269880.82,2269880.82,0.00,85
TRANSFER,0,3,14,2,7433821.91,3716910.95,326815.60,86
CASH_OUT,0,3,14,2,7433821.91,3716910.95,326815.60,86
TRANSFER,0,3,15,1,3173155.18,3173155.18,0.00,87
CASH_OUT,0,3,15,1,3173155.18,3173155.18,0.00,87
TRANSFER,0,3,17,1,3859983.96,3859983.96,0.00,89
CASH_OUT,0,3,17,1,3859983.96,3859983.96,0.00,89
TRANSFER,0,3,18,5,15227811.79,3045562.36,513090.02,90
CASH_OUT,0,3,18,5,15227811.79,3045562.36,513090.02,90
TRANSFER,0,3,19,1,1743909.40,1743909.40,0.00,91
CASH_OUT,0,3,19,1,1743909.40,1743909.40,0.00,91
TRANSFER,0,3,20,2,2980281.11,1490140.56,2107306.27,92
CASH_OUT,0,3,20,1,2980231.11,2980231.11,0.00,92
CASH_IN,0,3,21,2843,390926749.51,137505.01,1471.71,93
PAYMENT,0,3,21,1775,15769783.31,8884.38,125.72,93
DEBIT,0,3,21,207,1150625.57,5558.58,309.85,93
TRANSFER,0,3,21,397,167961103.20,423075.83,12623.19,93
CASH_OUT,0,3,21,1985,259005161.91,130481.19,1438.48,93
CASH_IN,0,3,22,7194,984204620.28,136809.09,915.38,94
PAYMENT,0,3,22,4794,42796967.71,8927.19,75.43,94
DEBIT,0,3,22,477,2459642.22,5156.48,180.09,94
TRANSFER,0,3,22,1088,474884339.25,436474.58,7904.80,94
CASH_OUT,0,3,22,4337,568171398.35,131005.63,995.15,94
CASH_IN,0,3,23,5541,775838172.15,140017.72,1069.38,95
PAYMENT,0,3,23,3874,35263275.36,9102.55,84.30,95
DEBIT,0,3,23,428,1969838.49,4602.43,171.28,95
TRANSFER,0,3,23,869,383204234.86,440971.50,8939.83,95
CASH_OUT,0,3,23,3286,434787315.21,132315.07,1290.43,95
CASH_IN,0,4,0,4805,662461023.28,137869.10,1134.53,96
PAYMENT,0,4,0,3515,31167476.08,8866.99,90.05,96
DEBIT,0,4,0,396,1451977.21,3666.61,152.48,96
TRANSFER,0,4,0,728,310583276.91,426625.38,10313.25,96
CASH_OUT,0,4,0,2845,382802057.84,134552.57,1546.48,96
CASH_IN,0,4,1,341,45745690.43,134151.58,4019.97,97
PAYMENT,0,4,1,285,2597641.14,9114.53,311.69,97
DEBIT,0,4,1,23,64830.99,2818.74,371.31,97
TRANSFER,0,4,1,63,26374187.25,418637.89,29926.51,97
CASH_OUT,0,4,1,193,26501979.73,137315.96,5972.06,97
TRANSFER,0,4,2,2,60.00,30.00,28.28,98
TRANSFER,0,4,3,2,4368834.15,2184417.08,837293.38,99
CASH_OUT,0,4,3,2,4368834.15,2184417.08,837293.38,99
TRANSFER,0,4,4,1,2890472.90,2890472.90,0.00,100
CASH_OUT,0,4,4,1,2890472.90,2890472.90,0.00,100
TRANSFER,0,4,6,1,3328228.03,3328228.03,0.00,102
CASH_OUT,0,4,6,1,3328228.03,3328228.03,0.00,102
TRANSFER,0,4,7,2,5984707.58,2992353.79,1880304.91,103
CASH_OUT,0,4,7,2,5984707.58,2992353.79,1880304.91,103
TRANSFER,0,4,8,3,5538706.39,1846235.46,1170068.36,104
CASH_OUT,0,4,8,2,5538686.39,2769343.19,602886.86,104
TRANSFER,0,4,10,3,6521040.99,2173680.33,1078990.86,106
CASH_OUT,0,4,10,3,6521040.99,2173680.33,1078990.86,106
TRANSFER,0,4,11,1,50.00,50.00,0.00,107
TRANSFER,0,4,12,1,3009037.93,3009037.93,0.00,108
CASH_OUT,0,4,12,1,3009037.93,3009037.93,0.00,108
TRANSFER,0,4,13,1,20.00,20.00,0.00,109
TRANSFER,0,4,14,1,1337814.12,1337814.12,0.00,110
CASH_OUT,0,4,14,1,1337814.12,1337814.12,0.00,110
TRANSFER,0,4,15,2,2468734.73,1234367.36,806983.06,111
CASH_OUT,0,4,15,2,2468734.73,1234367.36,806983.06,111
TRANSFER,0,4,16,1,3837008.82,3837008.82,0.00,112
CASH_OUT,0,4,16,1,3837008.82,3837008.82,0.00,112
TRANSFER,0,4,17,1,3513338.41,3513338.41,0.00,113
CASH_OUT,0,4,17,1,3513338.41,3513338.41,0.00,113
TRANSFER,0,4,18,2,3870384.61,1935192.30,2736746.92,114
CASH_OUT,0,4,18,1,3870364.61,3870364.61,0.00,114
TRANSFER,0,4,19,1,20.00,20.00,0.00,115
TRANSFER,0,4,21,2,6780892.41,3390446.21,13614.73,117
CASH_OUT,0,4,21,2,6780892.41,3390446.21,13614.73,117
TRANSFER,0,4,22,1,10.00,10.00,0.00,118
CASH_IN,0,4,23,4510,618890853.14,137226.35,1163.72,119
PAYMENT,0,4,23,3244,28703997.90,8848.33,89.47,119
DEBIT,0,4,23,344,1276029.11,3709.39,155.16,119
TRANSFER,0,4,23,642,271161414.42,422369.80,9654.20,119
CASH_OUT,0,4,23,2564,339732664.48,132501.04,1406.07,119
CASH_IN,0,5,0,2133,291345626.11,136589.60,1692.39,120
PAYMENT,0,5,0,1632,14444688.06,8850.91,124.38,120
DEBIT,0,5,0,173,989372.64,5718.92,284.71,120
TRANSFER,0,5,0,328,124784670.41,380441.07,15624.31,120
CASH_OUT,0,5,0,1456,198407103.73,136268.62,2820.27,120
CASH_IN,0,5,1,674,95250772.10,141321.62,3152.64,121
PAYMENT,0,5,1,619,5906499.82,9542.00,208.54,121
DEBIT,0,5,1,73,292176.92,4002.42,386.97,121
TRANSFER,0,5,1,99,38027481.07,384115.97,23862.23,121
CASH_OUT,0,5,1,547,68540094.49,125301.82,2823.42,121
CASH_IN,0,5,2,190,29050518.26,152897.46,5518.76,122
PAYMENT,0,5,2,158,1323813.47,8378.57,387.72,122
DEBIT,0,5,2,20,57904.98,2895.25,588.99,122
TRANSFER,0,5,2,19,11151544.10,586923.37,156371.87,122
CASH_OUT,0,5,2,147,26093225.40,177504.93,21820.21,122
CASH_IN,0,5,3,9,1351775.44,150197.27,15964.77,123
PAYMENT,0,5,3,7,70057.47,10008.21,2410.01,123
DEBIT,0,5,3,3,12790.16,4263.39,2513.86,123
TRANSFER,0,5,3,5,9871756.00,1974351.20,834698.98,123
CASH_OUT,0,5,3,4,9661247.41,2415311.85,892059.99,123
TRANSFER,0,5,4,1,20.00,20.00,0.00,124
TRANSFER,0,5,5,2,3331284.67,1665642.33,2355559.84,125
CASH_OUT,0,5,5,1,3331274.67,3331274.67,0.00,125
TRANSFER,0,5,6,2,1343911.22,671955.61,950260.45,126
CASH_OUT,0,5,6,1,1343891.22,1343891.22,0.00,126
TRANSFER,0,5,8,2,2138992.82,1069496.41,354673.74,128
CASH_OUT,0,5,8,2,2138992.82,1069496.41,354673.74,128
TRANSFER,0,5,9,5,5971336.92,1194267.38,737726.71,129
CASH_OUT,0,5,9,3,5971276.92,1990425.64,994213.44,129
CASH_OUT,0,5,10,1,1000.00,1000.00,0.00,130
TRANSFER,0,5,11,2,777077.98,388538.99,549462.97,131
CASH_OUT,0,5,11,1,777067.98,777067.98,0.00,131
CASH_IN,0,5,12,6,775093.58,129182.26,22929.76,132
PAYMENT,0,5,12,3,22885.06,7628.35,1883.10,132
TRANSFER,0,5,12,1,1504224.95,1504224.95,0.00,132
CASH_OUT,0,5,12,3,1874099.13,624699.71,539370.03,132
CASH_IN,0,5,13,2519,360634487.85,143165.74,1603.29,133
PAYMENT,0,5,13,1677,17011741.92,10144.15,137.82,133
DEBIT,0,5,13,224,981342.54,4380.99,232.26,133
TRANSFER,0,5,13,389,161463404.82,415073.02,12389.11,133
CASH_OUT,0,5,13,1968,260940086.73,132591.51,1513.51,133
CASH_IN,0,5,14,6158,878738241.98,142698.64,1025.72,134
PAYMENT,0,5,14,3544,33760793.42,9526.18,90.54,134
DEBIT,0,5,14,472,2336643.34,4950.52,169.80,134
TRANSFER,0,5,14,935,408459639.89,436855.23,8991.33,134
CASH_OUT,0,5,14,4137,559415551.72,135222.52,1183.19,134
CASH_IN,0,5,15,5281,753890283.07,142755.21,1104.45,135
PAYMENT,0,5,15,3257,28781113.75,8836.69,88.51,135
DEBIT,0,5,15,374,1990496.20,5322.18,189.88,135
TRANSFER,0,5,15,854,405872362.32,475260.38,11258.44,135
CASH_OUT,0,5,15,3541,464543560.82,131189.94,1610.30,135
CASH_IN,0,5,16,9268,1323437839.78,142796.49,830.36,136
PAYMENT,0,5,16,5619,48151601.42,8569.43,64.25,136
DEBIT,0,5,16,665,3222481.30,4845.84,137.14,136
TRANSFER,0,5,16,1560,647180337.30,414859.19,6801.06,136
CASH_OUT,0,5,16,6267,799395658.00,127556.35,979.20,136
CASH_IN,0,5,17,9958,1382676847.24,138850.86,795.14,137
PAYMENT,0,5,17,6206,54199044.82,8733.33,62.33,137
DEBIT,0,5,17,692,3336681.13,4821.79,141.75,137
TRANSFER,0,5,17,1716,701502618.48,408801.06,6041.47,137
CASH_OUT,0,5,17,6907,860437507.05,124574.71,831.24,137
CASH_IN,0,5,18,8418,1167580915.49,138700.51,849.92,138
PAYMENT,0,5,18,5260,44253503.24,8413.21,66.86,138
DEBIT,0,5,18,628,2740663.45,4364.11,142.20,138
TRANSFER,0,5,18,1378,605980796.91,439753.84,7380.70,138
CASH_OUT,0,5,18,6020,737831283.23,122563.34,776.58,138
CASH_IN,0,5,19,17521,2439630512.23,139240.37,589.92,139
PAYMENT,0,5,19,11605,92329506.15,7956.01,41.63,139
DEBIT,0,5,19,1277,6463505.31,5061.48,104.20,139
TRANSFER,0,5,19,3001,1430007704.62,476510.40,5475.82,139
CASH_OUT,0,5,19,12166,1515121548.48,124537.36,561.93,139
CASH_IN,0,5,20,13295,1837381899.38,138200.97,685.24,140
PAYMENT,0,5,20,8812,69283753.84,7862.43,46.17,140
DEBIT,0,5,20,1003,4434252.30,4420.99,106.88,140
TRANSFER,0,5,20,2448,1158156943.00,473103.33,6056.39,140
CASH_OUT,0,5,20,8838,1152097325.11,130357.24,842.30,140
CASH_IN,0,5,21,10621,1455293221.46,137020.36,754.99,141
PAYMENT,0,5,21,7386,58060080.95,7860.83,51.27,141
DEBIT,0,5,21,882,4066701.35,4610.77,122.34,141
TRANSFER,0,5,21,1920,943750420.03,491536.68,6937.24,141
CASH_OUT,0,5,21,6844,905922238.41,132367.36,802.95,141
CASH_IN,0,5,22,8267,1138614754.73,137730.10,863.88,142
