name,nbVictims,profit
C3448489317,4,14565249.65
C6140804073,0,0.00
C8204483377,2,10504822.46
C8954508187,0,0.00
C0614534194,0,0.00
C0263790775,1,4426577.02
C9157705248,1,4270136.10
C3061619567,0,0.00
C9722546428,1,12793950.16
C1505538751,1,3265823.87
C3960485467,1,2475916.17
C0523747230,1,10641510.53
C0163789730,1,4351797.64
C2690017170,1,445138.94
C0802828256,1,1370341.31
C8374035604,1,6740172.70
C7956704487,1,4149403.60
C9836497250,0,0.00
C6836639826,2,7208479.92
C7451150861,3,10956962.55
C7494732246,2,5522798.69
C7771025090,0,0.00
C9944691547,0,0.00
C2042262449,2,10197896.89
C8237097101,0,0.00
C4433681684,0,0.00
C7446645779,1,7437843.39
C7974811058,0,0.00
C2070778894,1,3532496.96
C9301977161,0,0.00
C1259787301,0,0.00
C2359044367,0,0.00
C5826478060,1,4695776.12
C9896860803,0,0.00
C7538547031,0,0.00
C2394874190,0,0.00
C6375993420,0,0.00
C3141398106,2,5284638.92
C2271401496,0,0.00
C6803804019,0,0.00
C9831559150,1,3553314.09
C8192450289,2,13464735.28
C8845828034,2,11313938.86
C3036041263,0,0.00
C8745257273,1,1305650.15
C4471361503,1,3729536.43
C3596436537,0,0.00
C8276579225,1,3632361.39
C4913069122,1,3734091.96
C6585997144,0,0.00
C9884965730,1,4600516.69
C8642202296,1,1428954.30
C0183318381,0,0.00
C1657378030,1,3443778.45
C3825763057,2,15595627.09
C9891887967,1,3260787.06
C5321154389,0,0.00
C0963253076,0,0.00
C3943541020,2,5438006.26
C2019807763,0,0.00
C6559466289,0,0.00
C6330553162,1,3032251.42
C1834718204,0,0.00
C7963482694,0,0.00
C1697698402,3,12853948.02
C6034412274,1,3386860.52
C9782361738,1,3440283.95
C7361588572,1,2160074.04
C8379071354,0,0.00
C1500480055,0,0.00
C7600444734,0,0.00
C4860122543,1,4061190.48
C7300042164,0,0.00
C9274058959,1,3622193.86
C0715920131,2,9026147.71
C3270677499,0,0.00
C9177740779,2,9402854.57
C7984342580,2,4473404.38
C2734371734,0,0.00
C0279549523,0,0.00
C2547852846,1,1320288.62
C6738765899,1,3034122.51
C5949024159,0,0.00
C3409328054,1,2585915.91
C2260627719,0,0.00
C0528528362,0,0.00
C7882115875,1,14265232.02
C6586180028,0,0.00
C9454390964,1,2915853.81
C5335301070,0,0.00
C1060972938,1,3636396.51
C9062202160,1,2867797.86
C7529427625,1,4479048.83
C5460741911,2,7065139.29
C9401823452,0,0.00
C4299570419,0,0.00
C9159167301,0,0.00
C5731413105,1,3466885.24
C1898535066,1,3979673.35
C3403371894,0,0.00
C3758035756,1,3291724.71
C9747742525,1,6456157.82
C4621161338,0,0.00
C7089751084,2,5659493.56
C5857112043,0,0.00
C2325772021,1,3174732.37
C0304225807,0,0.00
C0835527222,0,0.00
C2102674920,0,0.00
C1996625690,1,763924.34
C1521158119,0,0.00
C4615606795,2,12841052.75
C0318655866,0,0.00
C4100342200,2,9162533.26
C9450270468,0,0.00
C2403127801,0,0.00
C9790495021,1,4142324.90
C1719164709,1,5097069.65
C0942241424,0,0.00
C1211741462,0,0.00
C3549151978,0,0.00
C4388598880,1,3160307.15
C9214539389,1,5430270.95
C0833308714,1,3388321.74
C4301992849,0,0.00
C1446517403,0,0.00
C7550054345,0,0.00
C0362895748,2,15658443.21
C7585116598,2,3920551.94
C0052527894,0,0.00
C6397063688,0,0.00
C3636977974,0,0.00
C5726218123,0,0.00
C1453924831,0,0.00
C8361117523,0,0.00
C7970698513,0,0.00
C9246812339,0,0.00
C5221318690,2,5730375.31
C0197291386,2,5774299.34
C3913871426,0,0.00
C4481297705,0,0.00
C4658514944,2,5791803.60
C7518589833,1,1062650.51
C9797560852,1,2308702.13
C1876089797,0,0.00
C4199036354,0,0.00
C7929918500,1,2484708.64
C9464403430,2,9087704.54
C0209507081,2,7823581.41
C6772362543,1,3666168.15
C9617628886,1,3242593.32
C0265225299,1,2816237.71
C6679771429,0,0.00
C1218361762,1,2387860.74
C0013816442,0,0.00
C6172697678,0,0.00
C7251533846,1,4954922.24
C2903727599,1,2673695.02
C2752696248,1,1725940.79
C4343168154,0,0.00
C1042126292,3,20320489.88
C7605882267,0,0.00
C7473689731,1,2450710.14
C8714283750,2,5345616.03
C9696392270,1,4245921.48
C1284703102,0,0.00
C9146400448,3,12524572.43
C6773957401,2,7086866.23
C3924645674,1,5693905.23
C9058242435,0,0.00
C9509316648,1,2448976.37
C7976857594,1,3328228.03
C1132159668,0,0.00
C2287202989,2,7567194.66
C3489619018,1,2673473.64
C6184596201,1,3382819.73
C1912580959,1,4825066.74
C4117099625,0,0.00
C4166628434,0,0.00
C1547593241,0,0.00
C1363500844,1,1618223.91
C7664379983,1,3927574.54
C5159868091,0,0.00
C6590889663,0,0.00
C3516131471,1,3111939.19
C0835051074,0,0.00
C8642143859,1,3293447.13
C1488436757,0,0.00
C7886180710,0,0.00
C2206216412,1,2676181.66
C6265987722,1,3986961.72
C7986865798,1,3193036.09
C5678888820,0,0.00
C9161264658,0,0.00
C2358590593,2,9716702.88
C5032773585,0,0.00
C1008961253,0,0.00
C8157028701,0,0.00
C3763613256,0,0.00
C5859310727,0,0.00
C0178879447,1,3540614.00
C8867557820,1,655540.71
C1071355486,0,0.00
C6157738310,0,0.00
C6656119043,0,0.00
C1807616755,2,9211141.94
C5374860062,1,5809852.72
C7763797621,0,0.00
C3005153873,0,0.00
C2388913469,1,3135325.19
C6929290092,1,2178703.71
C1707952963,1,999561.54
C3325345190,0,0.00
C9518531519,0,0.00
C8171206838,1,812578.48
C0832560023,0,0.00
C8982470612,2,14007385.97
C2947296829,2,6951341.45
C4960162889,3,8549716.96
C4493206654,0,0.00
C4910056813,1,3616201.21
C8204948723,0,0.00
C2195286406,0,0.00
C4101955577,0,0.00
C4116709928,0,0.00
C2784820198,1,1421378.03
C9680011574,0,0.00
C9814289616,0,0.00
C5371316050,2,6282559.52
C6276394919,0,0.00
C4388485254,1,1026472.07
C4193812121,1,3218971.16
C9187891808,0,0.00
C7372228177,1,2883812.44
C3605080837,1,3411311.47
C9329122667,1,9926293.67
C1619986821,2,10382963.93
C5486416000,1,7263113.62
C8549267727,1,3088867.04
C2788696270,0,0.00
C1016082024,1,12362328.40
C3431036371,2,8090383.27
C3073116354,3,8953102.28
C3373514564,0,0.00
C5054042514,1,4289300.42
C5683301875,0,0.00
C5499425919,0,0.00
C4619206389,1,4072057.95
C2333825255,0,0.00
C8390170281,0,0.00
C1635106297,1,6103689.79
C3897900276,0,0.00
C7862026503,1,3316974.58
C5808987000,3,13643222.75
C1605001190,2,10255203.31
C2222187101,0,0.00
C6769858530,1,6667563.27
C2247534471,0,0.00
C2496969458,0,0.00
C8793795600,1,7956247.39
C7349876091,1,1770974.38
C8396011976,0,0.00
C9375192647,0,0.00
C6120222327,0,0.00
C5646631187,3,8945955.04
C7033093243,2,5491073.34
C3131783219,0,0.00
C7763026185,2,4693113.98
C0417677535,1,2140805.40
C2729809049,1,4029127.92
C2382027173,1,2232999.25
C6836116674,0,0.00
C2052719808,0,0.00
C4190667847,0,0.00
C2128098889,0,0.00
C4569036075,0,0.00
C6645077688,1,11321682.46
C0892504518,1,3576816.31
C3910239498,0,0.00
C4617085809,0,0.00
C5195669326,3,7671024.69
C8405387573,0,0.00
C9537049335,2,7575677.35
C4316536651,0,0.00
C7725847232,1,6638245.27
C4232183543,0,0.00
C6900403812,1,3796016.38
C5617377393,0,0.00
C2499916952,0,0.00
C3796838119,0,0.00
C0303990227,0,0.00
C6257427754,0,0.00
C3888353997,0,0.00
C1129047574,0,0.00
C3910323556,2,6115807.83
C1828535793,0,0.00
C1909377526,3,9138781.09
C0534524981,1,9699514.62
C9639522595,0,0.00
C4564794417,1,4024790.13
C5642754569,0,0.00
C6237368541,0,0.00
C1184461719,0,0.00
C2889525137,1,562529.77
C3823962555,0,0.00
C2367231242,0,0.00
C5545557972,1,2783793.06
C4625222063,0,0.00
C1604808846,1,4575926.27
C4898729911,1,4941398.09
C0635066765,0,0.00
C0987392687,1,2912774.75
C4601793728,2,3629368.20
C3442350214,1,5620716.79
C2623086792,1,3195648.58
C0176338527,1,6822169.04
C8281537858,0,0.00
C2322242403,0,0.00
C3653167763,3,5592250.28
C8457400463,1,3826677.17
C1401586921,0,0.00
C6108893698,0,0.00
C6112864032,0,0.00
C1514862681,1,7121904.64
C1909987376,1,870425.12
C5930584858,3,9996110.06
C5944582211,1,741465.79
C0421528105,2,6246817.02
C9855362662,2,4779202.54
C6406167054,0,0.00
C7995401224,0,0.00
C0216398811,3,14573680.08
C6730142307,0,0.00
C4517746057,1,3184880.09
C1253768666,0,0.00
C3533538498,0,0.00
C0522340761,0,0.00
C4810336095,3,10345656.33
C1138399641,0,0.00
C8644456749,0,0.00
C3459955301,0,0.00
C3089645540,3,18723814.27
C2496501315,3,3911940.86
C2058109036,1,3350906.80
C1220112426,0,0.00
C9668873230,0,0.00
C0215451615,1,3264790.41
C7651458789,1,2581881.79
C5840567053,1,7233418.95
C6122423688,0,0.00
C3208338187,1,3999884.23
C3530294244,0,0.00
C0892793009,0,0.00
C5749047693,0,0.00
C2023115369,1,2356211.55
C9042939808,2,8186356.43
C7580690612,0,0.00
C9987221179,1,3274287.84
C6567690594,0,0.00
C6973007512,0,0.00
C6134098995,0,0.00
C3772574291,1,2551098.76
C4547771190,3,13835244.14
C7378387040,1,3746981.95
C7803515872,2,6615105.94
C8181177666,0,0.00
C1512344260,1,958112.58
C5206298855,1,3046454.67
C5739085827,1,4535946.50
C3985365543,0,0.00
C6202312473,0,0.00
C5726423587,1,2273526.95
C4067135968,1,6326645.94
C8166576979,0,0.00
C7357239512,1,8055830.78
C2594287444,1,2801403.54
C8556590134,0,0.00
C8184315096,1,9283060.50
C7816369382,0,0.00
C2968943685,2,2240780.29
C1426042759,2,3274572.35
C7680570744,0,0.00
C1791206020,1,3007253.30
C9239043507,0,0.00
C3802824289,2,8460653.41
C9518339440,1,1877837.94
C1771631508,0,0.00
C0888443414,0,0.00
C5904414587,1,3944351.88
C9838605495,0,0.00
C3404846580,1,4711680.64
C6272216927,0,0.00
C8558664693,0,0.00
C0949295932,0,0.00
C1069106527,2,5659316.44
C5265446479,1,4962654.72
C5445538375,0,0.00
C0358944479,0,0.00
C5234615721,1,2269880.82
C2501972616,1,2916268.25
C1695598861,0,0.00
C2016456166,1,5798556.90
C8193001852,1,4063831.11
C3819745502,1,4551672.86
C4087461504,0,0.00
C3863357759,1,3250160.04
C7739197666,2,5435346.32
C1912062354,0,0.00
C4348623922,2,1597897.04
C8482948817,0,0.00
C5080210561,0,0.00
C9426219075,0,0.00
C4253394268,1,2697901.91
C4953268449,3,5808660.37
C3275538552,2,16251389.88
C6300430458,1,78559.05
C2050587506,1,8121482.78
C1338132880,1,4163746.81
C9781168568,0,0.00
C7725943140,2,10504021.30
C6592424238,1,3837591.21
C7361498704,0,0.00
C0325759234,1,3948004.49
C0918504609,0,0.00
C6914487865,0,0.00
C4497462504,1,4484521.98
C9672487846,2,3222845.02
C4338133275,1,2643269.88
C1312182702,0,0.00
C0690457370,0,0.00
C4975938837,0,0.00
C7681388499,1,5782633.13
C4357365151,0,0.00
C4990114728,1,2875630.39
C7186106853,0,0.00
C5063746500,2,5393934.96
C4113276015,1,3052708.39
C0787836513,0,0.00
C0953733944,1,2871469.34
C6935682611,1,3556570.47
C3440385976,0,0.00
C1934956813,1,3908580.14
C1924439627,1,4292477.37
C9212587904,0,0.00
C8034306487,1,2246124.77
C0151675970,2,11859651.83
C0497534958,1,3727725.30
C7167402357,1,4029836.03
C6385336794,0,0.00
C4348517806,1,2882690.81
C9955685415,1,3783561.71
C0631258085,1,7294705.37
C7978198332,4,14279455.50
C0811668024,4,16862634.79
C6838989650,0,0.00
C2354921287,1,4326903.81
C4762062888,0,0.00
C5470952054,0,0.00
C5464407725,1,5537369.27
C2836870876,0,0.00
C4535317654,0,0.00
C7980002580,1,2864683.26
C1767577916,1,5274001.48
C6990217724,0,0.00
C7182126061,0,0.00
C2061930394,0,0.00
C3188362598,0,0.00
C5553717843,1,5640461.03
C6782436473,0,0.00
C5566812490,1,5193221.09
C4760757633,0,0.00
C3475591742,1,337440.77
C4745898710,0,0.00
C2536464231,2,6278172.40
C6653797562,2,10270916.18
C8292894277,0,0.00
C7614823526,0,0.00
C7372993789,0,0.00
C1885980017,0,0.00
C7514080338,0,0.00
C0104371095,0,0.00
C9879742461,1,3008454.31
C9421062271,2,6395161.72
C4595964051,0,0.00
C7230649774,0,0.00
C1118761106,1,3136889.52
C8288904110,2,4405883.44
C8288279159,1,4310490.55
C2346156320,1,3871082.40
C5620900445,2,9856721.39
C6962385084,1,4197204.22
C0969308693,0,0.00
C1067664360,1,5081227.00
C2868727415,0,0.00
C2361035630,0,0.00
C9680605075,0,0.00
C5472287051,0,0.00
C1991908085,0,0.00
C6453061900,1,5931544.04
C1300475667,0,0.00
C6008711211,1,5264738.66
C8024931997,0,0.00
C4868134992,0,0.00
C3959015740,2,10455998.94
C1356333358,2,7046380.97
C9693527998,3,12003346.31
C8217645895,1,1767326.66
C2692712614,1,8756158.06
C4983201069,0,0.00
C2545040102,0,0.00
C5228892862,0,0.00
C3353691008,0,0.00
C8252099092,0,0.00
C3362458092,2,8154043.51
C7544074009,0,0.00
C9310427784,0,0.00
C2406515256,0,0.00
C0545266330,0,0.00
C9854661094,0,0.00
C1085141020,0,0.00
C7700111017,1,3742556.45
C3266259993,0,0.00
C4739228542,1,6744327.81
C9320185388,0,0.00
C3881112477,0,0.00
C8089442572,0,0.00
C5121322041,1,5059047.52
C8269025764,2,10173368.86
C0925168282,0,0.00
C4285247268,3,10968814.59
C4023787755,1,5077333.03
C0610126812,1,3327847.61
C3129913644,0,0.00
C0573606205,0,0.00
C7155117496,1,4590179.02
C8664074222,1,2740314.81
C3533681207,2,6311149.68
C5448364934,2,7349046.05
C2311425572,1,3591786.31
C8772246600,0,0.00
C1473400135,0,0.00
C5404736684,0,0.00
C7447352742,0,0.00
C0640652505,1,1912827.52
C5598772080,5,19338004.62
C5774690030,0,0.00
C9438718754,0,0.00
C4359125864,1,2471371.19
C2993458102,0,0.00
C2178359667,1,2086772.40
C6601410107,0,0.00
C0412884307,0,0.00
C0033312507,0,0.00
C3242630952,1,1006557.78
C9700496144,0,0.00
C9423661925,0,0.00
C4213323999,0,0.00
C4065074150,0,0.00
C6511502124,0,0.00
C5060422591,1,2238486.76
C2988921465,1,4486912.66
C9107861578,1,3618469.40
C3408356406,0,0.00
C1047748132,1,1825257.78
C9312082755,0,0.00
C6211346989,2,5150617.31
C6676214685,0,0.00
C0045957526,1,4273568.39
C9870610227,0,0.00
C5757452922,0,0.00
C5775499301,0,0.00
C6124407606,1,2534122.61
C7888179754,0,0.00
C5746194155,0,0.00
C2407338989,1,4048690.97
C0001311963,1,4435281.82
C9737416978,1,4617473.90
C8862879055,0,0.00
C5420951005,1,2307822.16
C7859798834,0,0.00
C8850436702,1,3597560.91
C4101042827,3,22872602.39
C7660216835,3,9600262.85
C4222829777,1,4589052.15
C6724148751,0,0.00
C2242459734,0,0.00
C2904776282,1,3465545.01
C5987773656,0,0.00
C0274874898,0,0.00
C0250388350,2,7507122.46
C7835963769,1,6001677.47
C8619564549,1,3582143.00
C1177211007,0,0.00
C9563667648,3,10801686.60
C7567895878,0,0.00
C1824338212,0,0.00
C2456762561,1,5224612.21
C2992494863,0,0.00
C6969741519,0,0.00
C1653502227,0,0.00
C1960644526,2,16605844.75
C0573702952,1,3534608.07
C1512616821,0,0.00
C3556827132,0,0.00
C0736081073,0,0.00
C8132688750,0,0.00
C0159619840,0,0.00
C5653355051,0,0.00
C4788605296,0,0.00
C0999538310,1,3485817.42
C0121434552,0,0.00
C8418780050,0,0.00
C0118064651,0,0.00
C3224833306,1,736521.02
C0916821390,0,0.00
C2420749826,0,0.00
C0273750204,0,0.00
C7392375663,0,0.00
C2381407187,1,2199211.02
C7933786623,0,0.00
C9280927145,0,0.00
C0440937389,0,0.00
C4760504428,1,3240315.26
C6689511605,0,0.00
C6839947013,1,4892667.44
C7667740749,0,0.00
C4811237033,0,0.00
C4352677970,1,2051503.04
C6076824554,1,2789159.17
C2995117746,1,4161753.76
C7816249560,0,0.00
C2465721182,0,0.00
C5540755636,2,7161910.71
C0857879272,0,0.00
C1658767610,0,0.00
C6428267529,0,0.00
C3932119296,0,0.00
C1427385945,1,7014371.31
C1461314554,2,4831270.35
C1925299923,1,3009037.93
C2255956460,0,0.00
C9991463012,0,0.00
C8050335276,0,0.00
C0065001008,1,3655308.01
C1353687475,0,0.00
C7506292075,2,6148889.35
C4045688596,2,2707903.91
C3962060726,2,7272510.35
C8914054010,1,2607882.88
C4767583037,1,10779295.29
C7806875678,1,5271224.05
C4115289212,0,0.00
C3932429982,1,3227417.32
C5206024721,1,3510109.40
C9839831320,0,0.00
C8541071223,1,5822410.69
C4699195551,3,9606541.64
C4377122383,0,0.00
C5739610288,0,0.00
C9704747743,0,0.00
C3784061942,1,3739947.37
C7504105191,1,2220014.67
C9267497712,1,4884942.11
C7435297541,1,1870401.15
C3676084727,0,0.00
C0997904719,1,5249263.98
C1138310861,0,0.00
C5818047019,1,2047292.19
C9015794125,1,5298936.97
C8619555168,1,4831055.80
C3197222756,0,0.00
C3442072524,1,3390381.33
C1421251594,0,0.00
C1797544569,0,0.00
C2456324515,1,2113494.95
C1012442191,0,0.00
C1217878848,0,0.00
C8076248680,2,12207974.30
C7360927606,0,0.00
C7733916115,0,0.00
C5573168198,0,0.00
C5478099774,1,2680980.48
C0319542625,0,0.00
C5833940076,0,0.00
C2625981908,1,3079790.33
C4083928997,2,16952088.00
C4451950441,0,0.00
C7337346505,1,818704.20
C3956506129,0,0.00
C4624997694,0,0.00
C9414825251,0,0.00
C4759357944,1,4615578.61
C1105351346,2,10601058.72
C4195717752,1,2132500.38
C7202904220,0,0.00
C8753783554,0,0.00
C7162258545,1,3439865.44
C3014370180,2,5469212.97
C0539562144,2,9226614.97
C3092365324,0,0.00
C6211572684,2,5222797.71
C3614889562,0,0.00
C9597626449,0,0.00
C8253923300,0,0.00
C7065700934,0,0.00
C6400809655,0,0.00
C0787202569,0,0.00
C4713939028,0,0.00
C1265233409,1,3639047.68
C8319244905,0,0.00
C2586153973,2,9204739.60
C0675966862,0,0.00
C1638734075,0,0.00
C3150273203,0,0.00
C3900695654,1,2573899.42
C7243050838,3,7613354.74
C7110358063,1,3530907.51
C4538201648,1,2369685.31
C3456323552,0,0.00
C5213322105,1,5812584.91
C7833729571,1,10442660.78
C0219819239,0,0.00
C0765737765,1,6572273.84
C1650788015,0,0.00
C1517717348,1,7587839.69
C4348385404,3,9604827.51
C2631758738,0,0.00
C5569871177,1,4198809.33
C7227700668,1,2573709.66
C9430433358,0,0.00
C1186033247,1,4221397.77
C2347839674,1,3453137.07
C2430569987,3,11094491.35
C3388969355,4,18127694.98
C6126268953,0,0.00
C7819545846,1,3173155.18
C5435323158,1,463941.67
C0682009651,5,15944643.67
C9174510434,1,2312519.18
C7401238187,2,6887691.88
C6793470492,0,0.00
C4302566570,1,6646323.65
C8982568094,1,1511048.96
C9249971383,1,3423179.63
C3582671543,1,4422199.08
C1882661162,0,0.00
C8353904520,0,0.00
C4921913522,0,0.00
C8478933219,2,10939040.59
C1639323460,0,0.00
C8830980870,1,4422969.48
C7709523321,3,10282514.12
C2366059150,0,0.00
C9064630147,1,2002401.79
C5382669600,2,8598582.00
C3961952915,0,0.00
C5358490308,0,0.00
C1354763102,0,0.00
C2186675645,0,0.00
C7598665004,1,2963864.56
C0662213118,0,0.00
C2630771883,1,3690139.03
C7081963530,2,17905380.71
C3823086408,2,7142638.44
C6745403013,1,3177020.66
C0429235957,0,0.00
C4562215710,0,0.00
C6283936083,1,11920696.21
C5357661633,1,3496670.77
C3053947737,2,15384521.28
C8096115911,2,6770194.08
C9260348343,0,0.00
C5675405140,1,5500179.62
C4637227886,1,1334147.52
C6887251407,0,0.00
C4671937858,2,10578220.81
C4255763348,0,0.00
C1853683692,1,3763927.23
C2169332453,3,9144243.07
C8419171675,0,0.00
C0641213802,2,18998112.52
C3600877495,0,0.00
C1748476839,2,7169304.35
C7943589263,0,0.00
C0243559135,1,7434144.54
C8982462460,2,5721640.06
C0384572563,2,8125837.92
C6086424339,1,14171043.92
C2297835412,1,8157515.00
C2047021180,3,15613332.84
C9665321779,1,5023625.89
C4279215292,0,0.00
C0515862216,0,0.00
C3811435335,1,3027653.95
C5546809444,2,6023338.27
C8714046771,0,0.00
C5489129720,1,5120217.95
C5608944841,0,0.00
C1543591943,0,0.00
C7848665898,3,16092682.33
C1610889950,0,0.00
C2102845079,0,0.00
C7617402151,0,0.00
C5194005829,2,6428800.98
C9137593478,1,3739769.78
C3069749544,2,8816859.53
C0108408121,0,0.00
C4989088192,0,0.00
C4703232901,0,0.00
C1269999491,0,0.00
C7667172330,0,0.00
C6238655613,1,4980288.52
C2675177988,0,0.00
C1652773833,0,0.00
C5044389414,1,95.95
C5985687107,0,0.00
C8878718028,0,0.00
C4174128720,0,0.00
C3031623614,0,0.00
C8932354643,0,0.00
C9183045528,1,3246982.60
C2482471735,0,0.00
C5061724698,0,0.00
C3895369434,1,2239535.43
C6126400244,0,0.00
C1981340788,1,3534805.67
C0237456246,0,0.00
C5218914149,2,11345596.99
C8227599087,0,0.00
C9922203467,0,0.00
C7173681477,0,0.00
C5338176222,0,0.00
C3499819990,0,0.00
C6492669905,1,4721691.08
C4201241905,3,10774449.46
C4971499114,0,0.00
C6729763952,0,0.00
C2562067045,0,0.00
C7677960219,0,0.00
C4557815155,1,3991556.79
C2014376336,0,0.00
C7181381370,0,0.00
C5670315414,0,0.00
C8017793102,1,3320066.09
C5583937010,1,5602890.51
C2307279502,0,0.00
C0293686135,0,0.00
C4760190486,1,3739884.19
C0226886808,0,0.00
C8986023528,1,5791811.34
C0120647874,0,0.00
C1220542295,0,0.00
C4388961949,1,2787096.17
C0526267948,0,0.00
C2732940179,2,7077642.12
C7428181756,4,17595420.53
C6877573084,0,0.00
C4289737154,0,0.00
C1866640282,0,0.00
C1080872261,1,1388589.82
C0365984463,1,4135028.60
C8362210351,1,3103441.19
C5593873302,0,0.00
C2372730546,0,0.00
C3564808587,0,0.00
C0447075093,0,0.00
C5311589740,0,0.00
C1335405184,0,0.00
C7426265213,2,12520841.84
C8063002099,1,4302160.47
C5889545658,0,0.00
C0312347948,0,0.00
C1952772200,3,10558628.25
C0845724498,2,7625650.55
C7554144223,2,12907245.28
C8658336132,0,0.00
