name,nbVictims,profit
C2640946327,1,251473.99
C2158250230,0,0.00
C5473623715,0,0.00
C9619532742,2,7012820.93
C2157507054,1,3256305.84
C7115565976,1,3085331.43
C3679952166,1,1236727.79
C1433718426,0,0.00
C2478097642,3,19805268.93
C7200657550,0,0.00
C9520826559,1,3351930.54
C1232278211,0,0.00
C2914056733,1,9863181.06
C7413474222,1,2357483.04
C5724978735,0,0.00
C9011044191,0,0.00
C8038073672,2,7525980.94
C1627867742,0,0.00
C0184367862,0,0.00
C5511202377,0,0.00
C4048734374,0,0.00
C3566698254,1,3717161.15
C7859642859,2,12510884.89
C8463128041,0,0.00
C0816083824,1,5706817.07
C0358059568,1,3533018.47
C6478746721,0,0.00
C7665495495,0,0.00
C3504685950,1,1591721.26
C0361967359,1,2691946.26
C8304830611,0,0.00
C0266722110,1,7134756.47
C4820135592,2,7331843.43
C4557151595,1,1791757.83
C0760097715,1,3933557.84
C8105576312,0,0.00
C5544232710,1,3180917.42
C7970146456,0,0.00
C5093585195,1,3145993.72
C7778188910,0,0.00
C4227999504,2,4414957.55
C6516335482,0,0.00
C5218784221,0,0.00
C3373811313,0,0.00
C3659923689,0,0.00
C4298983089,0,0.00
C1803202896,1,4493486.04
C2822480193,1,214530.79
C1396425868,2,18839337.74
C2037831462,1,4117692.69
C4326117042,0,0.00
C0323029667,2,9933821.86
C3891098979,1,7398166.86
C7038086018,1,6720725.22
C6236965519,0,0.00
C3379478249,0,0.00
C3129952067,2,6915916.92
C1393297215,2,9292546.97
C3044935780,0,0.00
C3164558332,2,3997236.44
C1529630482,0,0.00
C9726139956,2,9470448.74
C5896009247,0,0.00
C9299871034,0,0.00
C9276810322,0,0.00
C9631489781,1,1864352.48
C2228470164,0,0.00
C9879990921,0,0.00
C9179687352,1,6341031.81
C9145376630,1,1043812.76
C0510605950,0,0.00
C9730853499,0,0.00
C1343138635,1,923098.32
C4150161961,2,6096442.49
C2491738331,2,5236391.59
C9563828345,0,0.00
C5318976749,0,0.00
C5727324967,2,7667134.36
C1428536872,1,2403797.24
C0294164904,0,0.00
C7874096358,0,0.00
C6739235703,1,2156452.81
C5777090713,0,0.00
C6953660716,0,0.00
C9150599213,0,0.00
C2005502216,0,0.00
C0311701431,0,0.00
C8129281024,1,3504417.16
C9277967644,0,0.00
C8608951558,2,6239250.81
C0524402407,0,0.00
C7465343774,0,0.00
C9641800684,0,0.00
C8110957179,0,0.00
C6124001580,0,0.00
C6144889836,1,3655946.89
C5586813061,2,7278006.22
C2077067561,1,1543789.53
C6211051519,0,0.00
C2722042221,1,4971659.86
C1486178052,2,5956226.82
C2868750905,0,0.00
C3440087537,2,8897905.00
C5376903729,0,0.00
C0313450393,0,0.00
C6010444358,1,3990221.04
C8432230606,0,0.00
C1057727969,0,0.00
C5657667657,0,0.00
C2501353545,0,0.00
C5455967649,1,2223220.87
C8863773412,1,4550579.40
C4051005357,2,9206686.27
C2403578868,0,0.00
C5763877092,1,4745821.80
C2724621549,0,0.00
C5683891384,2,12046693.41
C1794442615,0,0.00
C1618327657,1,2666716.43
C6398332674,0,0.00
C5415541063,1,3850615.80
C8358075438,0,0.00
C3841600931,1,1750413.37
C9896443409,0,0.00
C1834627960,1,3220400.60
C7850543253,2,5210082.03
C7302504616,0,0.00
C2880783590,0,0.00
C3878038781,0,0.00
C8731663763,1,3325270.68
C2801470990,1,3078881.56
C3455285678,2,10523225.81
C4847799493,1,3848277.66
C8908304774,0,0.00
C6555584835,0,0.00
C7730262902,0,0.00
C5869330567,1,4612995.56
C3617956626,2,3851971.73
C1268391993,1,6857683.05
C9668012740,0,0.00
C2893669053,0,0.00
C2477565022,1,7849825.51
C9640993842,1,3518502.56
C0460811442,1,9645495.10
C6329804681,1,3555424.82
C7896623113,2,10578593.02
C3155790298,0,0.00
C7179063320,0,0.00
C5590043574,0,0.00
C2828132461,1,5393026.03
C4494673899,2,10751492.07
C9486728093,2,6308998.53
C9001216729,1,88.72
C7165531624,4,16283443.22
C7532419288,1,3793760.59
C8424648088,1,5108397.78
C6553748343,1,3944252.16
C9052731111,0,0.00
C4723310438,0,0.00
C0838684976,3,11938216.93
C6112650047,1,4375702.54
C3121368264,1,4586222.03
C8187167236,0,0.00
C6085973872,2,6292708.86
C4740249137,0,0.00
C9718924678,2,6033470.78
C0076875410,2,6642794.20
C8797454835,0,0.00
C1712414399,0,0.00
C1791360091,1,6163959.75
C9026685503,0,0.00
C7908446460,1,5997185.66
C9647819768,1,62.87
C1552244126,0,0.00
C9004615838,0,0.00
C4136849513,1,4387891.63
C9346964584,0,0.00
C2549942199,0,0.00
C8926526323,2,8086809.92
C1514876300,0,0.00
C7035845038,1,4034771.05
C5357580486,0,0.00
C7398678496,2,10821258.66
C8108751375,0,0.00
C7674740912,0,0.00
C7387614126,1,5062537.83
C8202014345,2,9068151.14
C9218779099,1,7961602.48
C2384793404,1,3217069.96
C7499712276,0,0.00
C6794519808,0,0.00
C8181213386,0,0.00
C2083941341,2,5970977.57
C5541146799,0,0.00
C3347425692,0,0.00
C2949708252,1,13129488.33
C7408398145,2,4602998.11
C6400480719,0,0.00
C2253524349,1,4833707.71
C9053599594,1,4996665.11
C9921807541,1,1329836.93
C7464819930,2,6381461.47
C7755037869,2,900503.76
C4492616025,0,0.00
C2462827209,1,4568480.72
C7072278894,1,8495414.69
C3849701800,0,0.00
C8763447954,0,0.00
C7807314275,0,0.00
C7492937637,1,4494397.87
C2043582502,1,3229130.29
C7427620225,1,4432386.18
C7973348985,1,4353850.10
C0769971602,0,0.00
C9302399832,2,17931096.31
C2529362453,2,7011314.70
C7428527478,1,3089228.99
C7981185099,1,3055241.19
C9017878610,1,3669413.52
C4952668796,2,5641398.01
C5252330359,0,0.00
C8235438441,0,0.00
C6435568312,0,0.00
C0707977228,0,0.00
C1296292287,0,0.00
C7921917812,0,0.00
C2387471486,1,3143763.72
C0396576852,1,3446829.27
C6511826512,0,0.00
C0884568045,4,14626619.12
C6663183639,1,3523394.89
C0694689951,1,3404327.99
C4000544161,3,9697827.78
C3370103159,0,0.00
C9402243654,0,0.00
C0914517336,0,0.00
C1559452257,0,0.00
C8145324539,0,0.00
C0745111757,0,0.00
C1777741536,1,3608696.58
C4597750593,0,0.00
C2478787164,0,0.00
C1444961014,0,0.00
C2485948998,0,0.00
C9144595186,0,0.00
C4380898634,1,4788023.50
C8827907937,1,3491349.31
C0252230447,1,3182403.87
C0980409925,2,9126800.54
C8880021251,1,6843057.52
C3922130812,1,4300444.15
C6016610701,1,3946329.05
C4610477018,2,4111498.99
C0939966037,0,0.00
C4478856039,0,0.00
C5651272765,2,10844275.82
C9206882683,2,6984317.42
C1128036453,1,3932548.70
C4537363428,2,8108390.27
C4797929449,0,0.00
C9348633845,0,0.00
C4823871039,0,0.00
C9871382773,1,4125866.55
C6127106722,0,0.00
C5135475952,1,3136664.76
C9358007605,1,2777102.60
C5402214591,0,0.00
C9636017767,0,0.00
C6922129954,1,3015507.15
C2837654174,0,0.00
C0960655752,0,0.00
C2495306811,0,0.00
C7321232964,2,5254593.03
C1841339280,0,0.00
C1205393690,0,0.00
C0103801806,0,0.00
C7145318643,1,4148423.68
C2924255693,1,5182260.28
C1763547037,1,3537955.42
C4080112835,0,0.00
C7664472411,0,0.00
C0212245605,0,0.00
C7806311286,2,6695319.98
C1035891640,0,0.00
C7790817527,0,0.00
C1794146631,1,3117080.01
C2117016889,0,0.00
C7684096768,0,0.00
C9443810137,1,7072241.09
C1167348447,0,0.00
C1560030307,0,0.00
C1670615887,0,0.00
C0605689249,0,0.00
C8860460222,0,0.00
C9801002653,0,0.00
C8831669092,0,0.00
C1511635943,1,1801128.68
C3389887103,1,2953296.30
C3989404757,0,0.00
C3615547106,0,0.00
C1266492797,1,3725135.87
C3930938329,1,3128638.66
C1068781125,0,0.00
C0209137223,0,0.00
C5180136651,1,1060714.25
C3003630365,0,0.00
C5641295921,1,3725737.31
C2555210078,1,84.09
C4912543643,0,0.00
C3001453402,2,5304250.70
C0065452054,1,7290455.67
C5697278502,3,10841680.95
C8795748114,0,0.00
C5653381706,2,4204909.00
C6110059847,3,19265926.06
C6612044831,1,2204216.72
C1625024455,2,7950226.79
C9414727744,1,3582755.64
C9265168286,2,3954735.99
C2406613202,1,9296835.99
C5321843042,0,0.00
C7407162527,1,4499220.83
C3002951214,1,3437091.52
C9942562518,0,0.00
C8882201920,0,0.00
C8414947648,1,4040200.25
C5933203978,0,0.00
C4169814201,2,5696873.98
C3907459917,1,3774378.83
C3538848066,2,6470484.77
C5568827945,1,3774184.57
C3417638747,0,0.00
C6065718812,0,0.00
C8855482253,1,4886794.25
C5581660395,0,0.00
C4384616382,1,5458178.55
C4500153136,0,0.00
C7370229573,2,6669349.42
C7559889673,2,7010080.91
C1513301889,1,1913944.92
C7839761134,1,3085926.23
C8070433802,2,4391658.62
C0082253350,2,13488465.99
C3549042016,3,11412546.45
C1256751490,0,0.00
C3349936585,1,3226787.22
C0507280279,2,8222314.84
C8299000556,1,1436409.59
C0724563106,0,0.00
C3908306952,1,3132298.86
C9376397551,1,4409657.90
C6656328811,1,4830650.75
C0450859610,1,5468700.36
C5056395822,0,0.00
C7664838700,2,8049973.25
C3327747106,3,25038413.77
C6580698717,1,3698497.97
C0231462317,0,0.00
C7400475999,0,0.00
C7758389569,0,0.00
C2168022626,0,0.00
C3939342057,2,8119626.12
C1932020324,0,0.00
C1559744629,0,0.00
C4155328260,0,0.00
C8212560899,1,3761382.76
C5196504832,1,315365.55
C8072377559,1,3793783.31
C3401589364,1,3408195.32
C5177375177,0,0.00
C2641956852,0,0.00
C2072831310,0,0.00
C2934077703,1,4682459.95
C5761344716,0,0.00
C8598813189,2,6568226.25
C0203075400,1,6310342.95
C0821199134,0,0.00
C8923785917,1,1221165.90
C4826215462,0,0.00
C2095502597,3,15838567.50
C3085027461,1,2014891.82
C4975498922,1,7651244.37
C3262811157,2,6875145.23
C8672631994,2,4737324.41
C3797663567,1,3079673.43
C9003544360,1,2896383.75
C8821517721,2,7136719.10
C6937130423,3,16796036.75
C1988792488,1,5448252.82
C3916724415,0,0.00
C5768933607,0,0.00
C6243461186,1,3766923.59
C9829440168,0,0.00
C3731967422,0,0.00
C2559161913,1,1772281.56
C5562420340,1,2926064.40
C4438140877,1,3594729.34
C0589716534,0,0.00
C4802581169,2,7750161.38
C0744483861,0,0.00
C2700419713,1,3211787.69
C6270529983,0,0.00
C6596755944,0,0.00
C8548019671,3,7622674.90
C0053801976,3,5782121.83
C7074813629,0,0.00
C7054311273,0,0.00
C7857583144,2,7039885.16
C1413673088,0,0.00
C9772941290,1,3202666.34
C0016803703,2,7891723.73
C7815790812,2,5958220.73
C4009827821,0,0.00
C6856927722,0,0.00
C1794214048,0,0.00
C5400721325,1,140118.60
C2023486293,0,0.00
C1965163894,1,7142085.75
C9298602501,0,0.00
C6319258007,1,5856910.59
C6331240846,2,7710696.60
C7263942200,0,0.00
C9566079712,0,0.00
C0771130532,0,0.00
C4892634602,2,5821583.50
C0837289374,1,3361112.56
C3976212379,0,0.00
C4982329874,0,0.00
C2174971898,0,0.00
C8166836668,1,3278370.75
C7832992269,0,0.00
C4474572571,0,0.00
C7583914396,0,0.00
C1558227643,2,7458965.31
C9232745089,0,0.00
C5206015753,1,2801927.08
C6649380455,0,0.00
C2188812912,2,13995393.51
C7986256245,0,0.00
C8906726704,3,20191917.26
C5370853060,2,3525725.86
C9568743455,0,0.00
C1114730973,1,3794045.33
C3690163469,0,0.00
C8311383836,3,16670702.38
C0438613472,0,0.00
C9503583189,0,0.00
C9417660092,0,0.00
C8387635619,0,0.00
C7953905667,2,4436537.40
C4792378257,0,0.00
C2599826099,1,1752340.47
C5672198626,1,4593475.26
C2482361972,0,0.00
C1573760775,1,3809636.24
C9880191120,0,0.00
C7832361172,3,12017544.94
C8789309497,0,0.00
C0212312632,1,2432766.64
C2421996562,3,9984412.93
C9032739652,1,6525003.92
C2078352108,0,0.00
C0961186048,1,2867152.21
C4182513677,4,14079618.46
C2194669106,1,4123575.90
C0131166163,1,4586681.22
C7351010161,0,0.00
C1857224206,1,2857701.45
C9602020271,1,3973655.56
C1408797301,0,0.00
C1241103355,3,14417469.75
C1096514356,0,0.00
C5114293243,1,5326981.64
C7622539524,0,0.00
C9461333149,1,3336716.78
C2067001670,0,0.00
C6732650239,0,0.00
C4525363956,0,0.00
C1229090466,0,0.00
C0846565805,0,0.00
C4279957043,0,0.00
C6002728722,0,0.00
C3576843696,0,0.00
C3736742774,2,12106461.18
C0749039756,0,0.00
C5411163698,1,6351667.62
C7469225289,0,0.00
C8215783644,0,0.00
C2320795879,0,0.00
C4006240394,1,7538014.65
C3656830667,0,0.00
C0574171437,1,1891636.36
C2988468377,1,3430057.50
C3574225554,0,0.00
C0907623338,0,0.00
C3628381003,0,0.00
C9730136699,0,0.00
C0865498676,0,0.00
C9061612562,2,5550345.47
C6628497613,0,0.00
C0163165454,1,1788446.25
C7964591635,0,0.00
C8821901552,0,0.00
C4929729330,0,0.00
C6736563890,2,10298830.35
C0478963307,1,2868562.97
C9379078595,2,10222270.19
C0380271818,1,3639098.43
C5168986548,1,3132765.08
C4500709864,0,0.00
C2908122821,0,0.00
C3847138386,2,6239361.25
C3904997929,1,2351719.51
C7567072939,1,1952416.29
C7583214429,0,0.00
C6840105287,0,0.00
C9208841746,0,0.00
C9572500278,0,0.00
C3228205902,1,3266949.16
C2105453689,0,0.00
C2096913239,0,0.00
C8564931997,1,7554436.51
C6082385984,2,10854460.89
C4466028131,1,10492415.90
C0245260793,1,3096961.96
C1172833482,0,0.00
C2234932754,0,0.00
C3348100118,4,19905264.91
C3428970938,2,9925345.76
C6013224256,1,7946839.05
C5962566245,0,0.00
C3398855825,0,0.00
C5818175519,1,5125495.27
C1339814541,0,0.00
C7516550906,0,0.00
C1421366330,1,3660337.42
C0623612411,1,3581718.89
C7133456955,1,3557400.92
C8676388370,1,1888982.67
C9673942652,0,0.00
C5083339001,0,0.00
C9105627239,0,0.00
C6187684197,0,0.00
C8626364137,0,0.00
C1837414594,0,0.00
C0867963259,0,0.00
C0142698293,0,0.00
C8867394368,0,0.00
C0854662961,0,0.00
C7704065543,0,0.00
C7053026639,0,0.00
C4273117852,1,4278308.47
C9604743055,1,606243.51
C1760518576,0,0.00
C3595880483,0,0.00
C2027298189,1,3045547.01
C9914945161,0,0.00
C4961501066,3,11103332.07
C9544612913,0,0.00
C6732507721,1,2683393.36
C7769926605,1,6087126.81
C2684161314,0,0.00
C1452946825,2,7397483.52
C8075779833,2,15641466.84
C3126589067,2,4349518.28
C6676303403,0,0.00
C3797443183,0,0.00
C7903634517,0,0.00
C8805532641,0,0.00
C6667727521,1,5106720.75
C4931666562,0,0.00
C0865748852,1,3661177.14
C8113542393,2,7160516.48
C8076745182,2,5690942.77
C9934822533,0,0.00
C2887982203,1,6084087.56
C7460992026,0,0.00
C3779119233,0,0.00
C0129718949,1,4755842.58
C9858553413,1,3251144.72
C8831005727,1,4484993.18
C0186230600,2,11839415.85
C5158494456,2,5465284.38
C3477257095,1,3033458.56
C8985673501,0,0.00
C2108514386,0,0.00
C3988503612,0,0.00
C9597169169,1,348245.32
C8383528998,1,3592984.21
C2153302739,0,0.00
C4335094190,0,0.00
C7137824953,1,2141144.01
C1305928833,1,5566023.55
C3153383871,1,3374736.00
C3401555942,0,0.00
C0378257731,1,3861732.18
C5744837279,2,21338477.20
C1808514163,1,3494608.10
C5422535297,0,0.00
C3603394726,1,3613845.85
C3919870248,0,0.00
C6647373103,0,0.00
C6295095656,1,3140931.82
C2522539576,2,13505175.97
C6477599696,1,4412250.88
C3538944724,0,0.00
C5332690236,0,0.00
C2710899117,0,0.00
C5242874490,0,0.00
C4464468647,0,0.00
C9402786513,0,0.00
C8007919509,1,1648942.91
C2840252121,1,3124635.69
C6030840571,0,0.00
C0469203753,1,3745855.96
C0795903354,1,4984722.99
C0438581511,1,3650451.71
C1874668572,0,0.00
C0472288166,0,0.00
C1512252073,0,0.00
C2459916221,1,14.26
C5386444614,1,4323279.01
C4438669264,0,0.00
C7396695765,1,4806957.66
C6048221794,2,9798939.53
C4679779811,0,0.00
C2676346911,0,0.00
C7819785916,0,0.00
C2671280333,1,4662237.48
C3410152972,1,3064618.39
C2836701991,1,3829992.13
C2886977436,0,0.00
C3135937718,0,0.00
C1265800794,0,0.00
C7099447378,0,0.00
C1294814195,1,6078654.51
C2964372674,0,0.00
C9427607685,0,0.00
C2023295439,0,0.00
C8785833863,0,0.00
C4867118097,1,7417173.30
C9416144047,1,3061125.82
C3156234690,0,0.00
C4014291335,0,0.00
C6934104066,2,7396422.30
C2552442002,1,2872134.72
C2379708044,0,0.00
C7050953721,2,8703431.67
C1900028343,0,0.00
C8343841291,2,11379288.48
C9542403151,0,0.00
C8984050466,1,6476022.83
C4861641527,1,3200915.56
C2097226339,1,3102650.35
C7755744458,1,2616444.91
C1738845593,1,3242046.87
C4331399889,0,0.00
C8130718878,0,0.00
C5799566866,0,0.00
C8415595036,0,0.00
C7990195948,1,3728860.90
C5096257010,1,10989854.61
C7827175680,2,6097312.04
C5404198414,1,632355.02
C4075522965,1,2791497.35
C3036071428,0,0.00
C1796608083,1,3336287.81
C1037273824,1,648079.15
C2750552436,2,8933278.07
C7654617262,0,0.00
C2540518264,3,16963831.57
C8083448253,1,3388764.28
C5815011813,1,3110804.67
C0859808319,0,0.00
C9305776229,1,3791321.31
C4096335500,1,3854910.82
C4003892617,0,0.00
C8623296184,1,6584331.53
C2852148482,1,1066525.50
C8621197720,0,0.00
C7274191196,1,3058406.74
C9043062276,0,0.00
C9518882939,0,0.00
C1806752537,0,0.00
C6953097544,0,0.00
C4924434883,0,0.00
C6011928529,0,0.00
C2289140719,1,9606109.64
C8803261973,0,0.00
C0040644241,0,0.00
C6659016936,1,2874825.91
C4891330586,0,0.00
C3535442465,0,0.00
C0464290091,0,0.00
C1148887373,0,0.00
C5551870174,1,2029358.88
C1603973735,0,0.00
C6835908252,1,4087853.00
C9579963944,0,0.00
C7954849765,0,0.00
C7456946090,1,2798430.15
C4379286676,0,0.00
C5787222256,0,0.00
C6902392164,0,0.00
C7421608059,1,5910011.94
C3985047913,0,0.00
C7755527722,1,3678455.69
C3934600352,1,10113900.06
C2750361005,1,7123199.58
C3652052001,0,0.00
C8157768189,1,3150428.47
C6664629292,0,0.00
C0225015113,0,0.00
C2243761143,0,0.00
C7825203432,1,1488466.04
C5193865328,0,0.00
C2954891072,0,0.00
C3256190504,0,0.00
C1403774821,2,10128655.62
C2543771394,0,0.00
C8603775708,1,1515155.70
C2355868058,0,0.00
C4694157709,1,1756423.80
C6844010008,0,0.00
C8278367470,0,0.00
C7462461581,0,0.00
C0597557143,0,0.00
C1509701437,1,6532402.10
C2278466284,0,0.00
C0022771155,1,3200417.69
C7849217820,1,2287028.89
C8112922739,0,0.00
C2401787057,1,2881218.89
C5289900585,1,2035209.53
C1732645238,2,12980815.09
C7185378762,2,33186447.12
C9424388820,1,5570703.53
C7912933304,1,6298936.64
C3991387564,1,3245734.75
C1052136466,1,3806618.56
C3901712072,1,2877743.59
C4988613649,0,0.00
C1166293254,1,3029326.10
C2011560956,0,0.00
C8887942672,1,3964270.95
C2339351922,0,0.00
C7686195409,1,1400987.15
C8320724848,0,0.00
C7284975376,0,0.00
C9770403792,2,7665159.64
C2927177334,1,5343998.00
C5894365124,1,4494780.21
C5658909369,0,0.00
C4634540970,1,4717234.59
C7785395616,1,4373033.39
C4460390321,1,1363665.84
C0179551671,0,0.00
C8207430926,3,16014338.99
C5317922485,0,0.00
C3864794179,0,0.00
C4921793032,0,0.00
C7427932345,0,0.00
C8604488991,0,0.00
C1929855882,0,0.00
C2063904801,1,8571861.14
C2400338396,1,2464331.69
C0512953335,0,0.00
C6591274949,0,0.00
C3022776822,1,4849564.05
C6378805462,2,5628752.13
C6335888210,1,9513997.55
C0894517694,0,0.00
C2197286391,0,0.00
C0934057999,2,5448737.20
C1141522148,0,0.00
C7018211894,0,0.00
