action,month,day,hour,count,sum,avg,std,step
DEBIT,0,1,18,466,5971278.71,12813.90,436.32,42
TRANSFER,0,1,18,2483,1015258208.89,408883.69,5167.70,42
CASH_OUT,0,1,18,9224,1131842142.65,122706.22,635.59,42
CASH_IN,0,1,19,16148,2217555430.56,137326.94,607.11,43
PAYMENT,0,1,19,8728,71513323.64,8193.55,51.09,43
DEBIT,0,1,19,536,2508918.11,4680.82,131.88,43
TRANSFER,0,1,19,2410,1103137978.29,457733.60,5639.76,43
CASH_OUT,0,1,19,9320,1167460409.53,125263.99,632.38,43
CASH_IN,0,1,20,13991,1911776026.97,136643.27,656.62,44
PAYMENT,0,1,20,7941,73860981.01,9301.22,60.11,44
DEBIT,0,1,20,394,1465728.33,3720.12,113.49,44
TRANSFER,0,1,20,2032,1103645159.05,543132.46,7426.91,44
CASH_OUT,0,1,20,7862,1037452877.52,131957.88,783.70,44
CASH_IN,0,1,21,10942,1482283081.52,135467.29,734.10,45
PAYMENT,0,1,21,6440,60523832.56,9398.11,68.26,45
DEBIT,0,1,21,337,1339328.05,3974.27,131.11,45
TRANSFER,0,1,21,1572,770068947.10,489865.74,7515.74,45
CASH_OUT,0,1,21,6115,812841915.60,132925.91,869.14,45
CASH_IN,0,1,22,9375,1278652871.89,136389.64,793.57,46
PAYMENT,0,1,22,5786,53131625.59,9182.79,69.77,46
DEBIT,0,1,22,330,1084737.52,3287.08,108.30,46
TRANSFER,0,1,22,1358,652240304.13,480294.77,8227.38,46
CASH_OUT,0,1,22,5459,721941986.27,132248.03,897.22,46
CASH_IN,0,1,23,6424,883391078.59,137514.18,955.13,47
PAYMENT,0,1,23,4302,37774693.40,8780.73,75.10,47
DEBIT,0,1,23,268,1490273.99,5560.72,197.84,47
TRANSFER,0,1,23,881,362266681.36,411199.41,8769.36,47
CASH_OUT,0,1,23,3630,485294025.54,133689.81,1262.71,47
CASH_IN,0,2,0,4419,616336518.12,139474.21,1155.76,48
PAYMENT,0,2,0,3068,25969283.66,8464.56,88.61,48
DEBIT,0,2,0,203,827759.96,4077.64,170.16,48
TRANSFER,0,2,0,639,272831689.30,426966.65,10217.88,48
CASH_OUT,0,2,0,2674,362946349.68,135731.62,1294.61,48
CASH_IN,0,2,1,433,61241128.29,141434.48,3630.01,49
PAYMENT,0,2,1,392,3316767.16,8461.14,239.34,49
DEBIT,0,2,1,21,69128.78,3291.85,637.91,49
TRANSFER,0,2,1,68,30371152.88,446634.60,31235.45,49
CASH_OUT,0,2,1,336,45579173.84,135652.30,4544.76,49
TRANSFER,0,2,2,1,3416124.71,3416124.71,0.00,50
CASH_OUT,0,2,2,1,3416124.71,3416124.71,0.00,50
TRANSFER,0,2,4,3,4996525.00,1665508.33,1033529.38,52
CASH_OUT,0,2,4,2,4996475.00,2498237.50,334820.50,52
TRANSFER,0,2,6,1,3854910.82,3854910.82,0.00,54
CASH_OUT,0,2,6,1,3854910.82,3854910.82,0.00,54
TRANSFER,0,2,7,3,11706556.21,3902185.40,539359.56,55
CASH_OUT,0,2,7,3,11706556.21,3902185.40,539359.56,55
TRANSFER,0,2,8,1,3374736.00,3374736.00,0.00,56
CASH_OUT,0,2,8,1,3374736.00,3374736.00,0.00,56
TRANSFER,0,2,10,1,20.00,20.00,0.00,58
TRANSFER,0,2,11,1,3132765.08,3132765.08,0.00,59
CASH_OUT,0,2,11,1,3132765.08,3132765.08,0.00,59
TRANSFER,0,2,12,1,20.00,20.00,0.00,60
TRANSFER,0,2,13,5,7697314.34,1539462.87,909523.36,61
CASH_OUT,0,2,13,3,7697284.34,2565761.45,1154995.46,61
TRANSFER,0,2,14,3,6853269.92,2284423.31,1398925.20,62
CASH_OUT,0,2,14,2,6853249.92,3426624.96,14801.95,62
TRANSFER,0,2,15,1,1888982.67,1888982.67,0.00,63
CASH_OUT,0,2,15,1,1888982.67,1888982.67,0.00,63
TRANSFER,0,2,16,1,3848277.66,3848277.66,0.00,64
CASH_OUT,0,2,16,1,3848277.66,3848277.66,0.00,64
TRANSFER,0,2,17,3,8886703.25,2962234.42,1423413.71,65
CASH_OUT,0,2,17,3,8886703.25,2962234.42,1423413.71,65
TRANSFER,0,2,19,2,1410795.41,705397.71,997512.29,67
CASH_OUT,0,2,19,1,1410745.41,1410745.41,0.00,67
TRANSFER,0,2,21,1,20.00,20.00,0.00,69
TRANSFER,0,2,22,2,7840836.84,3920418.42,98715.81,70
CASH_OUT,0,2,22,2,7840836.84,3920418.42,98715.81,70
TRANSFER,0,2,23,1,10.00,10.00,0.00,71
TRANSFER,0,3,0,2,6223160.87,3111580.43,762079.07,72
CASH_OUT,0,3,0,2,6223160.87,3111580.43,762079.07,72
TRANSFER,0,3,1,5,12253268.71,2450653.74,836186.21,73
CASH_OUT,0,3,1,5,12253268.71,2450653.74,836186.21,73
TRANSFER,0,3,2,3,5327348.70,1775782.90,322583.77,74
CASH_OUT,0,3,2,3,5327348.70,1775782.90,322583.77,74
TRANSFER,0,3,4,2,4696325.35,2348162.67,1178049.76,76
CASH_OUT,0,3,4,2,4696325.35,2348162.67,1178049.76,76
TRANSFER,0,3,5,2,3110824.67,1555412.33,2199656.93,77
CASH_OUT,0,3,5,1,3110804.67,3110804.67,0.00,77
TRANSFER,0,3,6,1,1060714.25,1060714.25,0.00,78
CASH_OUT,0,3,6,1,1060714.25,1060714.25,0.00,78
TRANSFER,0,3,8,1,3202666.34,3202666.34,0.00,80
CASH_OUT,0,3,8,1,3202666.34,3202666.34,0.00,80
TRANSFER,0,3,9,5,10877658.71,2175531.74,1100278.53,81
CASH_OUT,0,3,9,3,10877618.71,3625872.90,947844.16,81
TRANSFER,0,3,10,1,20.00,20.00,0.00,82
TRANSFER,0,3,11,4,7323489.18,1830872.30,771864.26,83
CASH_OUT,0,3,11,4,7323489.18,1830872.30,771864.26,83
TRANSFER,0,3,13,1,3084313.08,3084313.08,0.00,85
CASH_OUT,0,3,13,1,3084313.08,3084313.08,0.00,85
TRANSFER,0,3,14,1,2982564.87,2982564.87,0.00,86
CASH_OUT,0,3,14,1,2982564.87,2982564.87,0.00,86
TRANSFER,0,3,15,3,3344658.57,1114886.19,682913.40,87
CASH_OUT,0,3,15,2,3344638.57,1672319.28,33059.18,87
TRANSFER,0,3,16,2,2223270.87,1111635.43,1572019.19,88
CASH_OUT,0,3,16,1,2223220.87,2223220.87,0.00,88
TRANSFER,0,3,17,1,3089228.99,3089228.99,0.00,89
CASH_OUT,0,3,17,1,3089228.99,3089228.99,0.00,89
TRANSFER,0,3,18,2,7344685.79,3672342.90,171710.55,90
CASH_OUT,0,3,18,2,7344685.79,3672342.90,171710.55,90
TRANSFER,0,3,20,1,10.00,10.00,0.00,92
CASH_IN,0,3,21,2730,374129235.77,137043.68,1465.44,93
PAYMENT,0,3,21,1748,16045932.20,9179.60,130.29,93
DEBIT,0,3,21,105,444497.89,4233.31,253.37,93
TRANSFER,0,3,21,485,206746717.58,426281.89,12216.13,93
CASH_OUT,0,3,21,1918,250478164.91,130593.41,2108.38,93
CASH_IN,0,3,22,7135,962832207.11,134944.95,917.99,94
PAYMENT,0,3,22,4642,41468803.33,8933.39,77.03,94
DEBIT,0,3,22,246,964999.98,3922.76,147.62,94
TRANSFER,0,3,22,1035,448517945.53,433350.67,8227.96,94
CASH_OUT,0,3,22,4382,584360952.31,133354.85,1200.71,94
CASH_IN,0,3,23,5304,736533255.66,138863.74,1065.96,95
PAYMENT,0,3,23,3744,34591974.31,9239.31,86.26,95
DEBIT,0,3,23,180,602716.47,3348.42,137.47,95
TRANSFER,0,3,23,821,362597942.68,441654.01,9105.24,95
CASH_OUT,0,3,23,3326,445257615.66,133871.80,1153.61,95
CASH_IN,0,4,0,4749,647449543.57,136333.87,1118.31,96
PAYMENT,0,4,0,3459,30949306.09,8947.47,88.73,96
DEBIT,0,4,0,206,538970.42,2616.36,89.73,96
TRANSFER,0,4,0,676,296469465.53,438564.30,11526.15,96
CASH_OUT,0,4,0,2935,394526926.34,134421.44,1851.14,96
CASH_IN,0,4,1,324,45824036.47,141432.21,4675.50,97
PAYMENT,0,4,1,315,2899013.03,9203.22,309.37,97
DEBIT,0,4,1,22,38573.22,1753.33,147.28,97
TRANSFER,0,4,1,58,23829178.22,410847.90,32692.41,97
CASH_OUT,0,4,1,192,28043372.56,146059.23,6256.67,97
TRANSFER,0,4,2,1,925378.02,925378.02,0.00,98
CASH_OUT,0,4,2,1,925378.02,925378.02,0.00,98
TRANSFER,0,4,3,2,1205358.89,602679.44,852289.16,99
CASH_OUT,0,4,3,1,1205338.89,1205338.89,0.00,99
TRANSFER,0,4,4,1,2638573.56,2638573.56,0.00,100
CASH_OUT,0,4,4,1,2638573.56,2638573.56,0.00,100
TRANSFER,0,4,5,1,3273664.00,3273664.00,0.00,101
CASH_OUT,0,4,5,1,3273664.00,3273664.00,0.00,101
TRANSFER,0,4,6,2,2511889.67,1255944.83,918816.42,102
CASH_OUT,0,4,6,2,2511889.67,1255944.83,918816.42,102
TRANSFER,0,4,7,3,7914917.21,2638305.74,1619878.39,103
CASH_OUT,0,4,7,2,7914897.21,3957448.61,234939.48,103
TRANSFER,0,4,8,1,22012107.07,22012107.07,0.00,104
CASH_OUT,0,4,8,1,22012107.07,22012107.07,0.00,104
TRANSFER,0,4,9,2,3608361.36,1804180.68,2551426.08,105
CASH_OUT,0,4,9,1,3608311.36,3608311.36,0.00,105
TRANSFER,0,4,10,2,2728845.14,1364422.57,48911.48,106
CASH_OUT,0,4,10,2,2728845.14,1364422.57,48911.48,106
TRANSFER,0,4,11,2,4474128.28,2237064.14,1291692.23,107
CASH_OUT,0,4,11,2,4474128.28,2237064.14,1291692.23,107
TRANSFER,0,4,12,1,2857701.45,2857701.45,0.00,108
CASH_OUT,0,4,12,1,2857701.45,2857701.45,0.00,108
TRANSFER,0,4,13,2,8406012.20,4203006.10,678050.13,109
CASH_OUT,0,4,13,2,8406012.20,4203006.10,678050.13,109
TRANSFER,0,4,16,3,4779744.42,1593248.14,982593.78,112
CASH_OUT,0,4,16,2,4779734.42,2389867.21,233131.96,112
TRANSFER,0,4,17,1,3321266.57,3321266.57,0.00,113
CASH_OUT,0,4,17,1,3321266.57,3321266.57,0.00,113
TRANSFER,0,4,18,1,50.00,50.00,0.00,114
TRANSFER,0,4,19,2,6883565.21,3441782.60,129027.00,115
CASH_OUT,0,4,19,2,6883565.21,3441782.60,129027.00,115
TRANSFER,0,4,20,1,10.00,10.00,0.00,116
TRANSFER,0,4,21,2,8562443.36,4281221.68,110942.41,117
CASH_OUT,0,4,21,2,8562443.36,4281221.68,110942.41,117
TRANSFER,0,4,22,2,4233403.32,2116701.66,801423.08,118
CASH_OUT,0,4,22,2,4233403.32,2116701.66,801423.08,118
CASH_IN,0,4,23,4488,619285237.99,137986.91,1168.60,119
PAYMENT,0,4,23,3069,26806550.75,8734.62,91.87,119
DEBIT,0,4,23,173,417033.39,2410.60,98.05,119
TRANSFER,0,4,23,612,245366531.05,400925.70,10991.53,119
CASH_OUT,0,4,23,2526,334143188.82,132281.55,1883.75,119
CASH_IN,0,5,0,2151,291403024.26,135473.28,1654.20,120
PAYMENT,0,5,0,1551,13541537.24,8730.84,128.13,120
DEBIT,0,5,0,108,562245.19,5205.97,246.71,120
TRANSFER,0,5,0,345,138391250.93,401134.06,12359.22,120
CASH_OUT,0,5,0,1429,184284548.05,128960.50,1694.65,120
CASH_IN,0,5,1,649,89164761.15,137387.92,3086.34,121
PAYMENT,0,5,1,577,5614344.77,9730.23,224.20,121
DEBIT,0,5,1,29,61778.26,2130.28,155.74,121
TRANSFER,0,5,1,99,36465436.83,368337.75,22130.72,121
CASH_OUT,0,5,1,628,80790515.94,128647.32,2400.22,121
CASH_IN,0,5,2,179,26467341.87,147862.25,5961.30,122
PAYMENT,0,5,2,157,1378550.03,8780.57,403.43,122
DEBIT,0,5,2,14,21212.17,1515.15,167.27,122
TRANSFER,0,5,2,18,5584702.44,310261.25,64600.11,122
CASH_OUT,0,5,2,127,16403729.63,129163.23,5507.38,122
CASH_IN,0,5,3,4,399420.33,99855.08,34351.65,123
PAYMENT,0,5,3,7,59942.13,8563.16,3114.13,123
TRANSFER,0,5,3,3,10671619.71,3557206.57,2383118.92,123
CASH_OUT,0,5,3,3,10800746.23,3600248.74,2335031.16,123
TRANSFER,0,5,4,2,3625805.12,1812902.56,876620.19,124
CASH_OUT,0,5,4,2,3625805.12,1812902.56,876620.19,124
TRANSFER,0,5,5,2,2686518.97,1343259.49,1899641.64,125
CASH_OUT,0,5,5,1,2686508.97,2686508.97,0.00,125
TRANSFER,0,5,6,1,2835743.61,2835743.61,0.00,126
CASH_OUT,0,5,6,1,2835743.61,2835743.61,0.00,126
TRANSFER,0,5,7,4,11707640.50,2926910.12,547803.48,127
CASH_OUT,0,5,7,4,11707640.50,2926910.12,547803.48,127
TRANSFER,0,5,8,1,1951584.37,1951584.37,0.00,128
CASH_OUT,0,5,8,1,1951584.37,1951584.37,0.00,128
TRANSFER,0,5,9,3,12933829.66,4311276.55,2152366.70,129
CASH_OUT,0,5,9,3,12933829.66,4311276.55,2152366.70,129
TRANSFER,0,5,10,1,4028137.53,4028137.53,0.00,130
CASH_OUT,0,5,10,1,4028137.53,4028137.53,0.00,130
CASH_IN,0,5,12,1,89357.17,89357.17,0.00,132
TRANSFER,0,5,12,2,3284113.43,1642056.71,1734541.78,132
CASH_OUT,0,5,12,1,2868562.97,2868562.97,0.00,132
CASH_IN,0,5,13,2573,373076842.49,144996.83,1632.53,133
PAYMENT,0,5,13,1557,15105904.60,9701.93,143.70,133
DEBIT,0,5,13,83,275316.10,3317.06,211.58,133
TRANSFER,0,5,13,411,171999657.67,418490.65,14485.96,133
CASH_OUT,0,5,13,1969,265533108.34,134856.84,2206.26,133
CASH_IN,0,5,14,6124,873256017.40,142595.69,1036.94,134
PAYMENT,0,5,14,3378,33148615.83,9813.09,96.11,134
DEBIT,0,5,14,204,768769.23,3768.48,156.21,134
TRANSFER,0,5,14,917,403473688.47,439993.12,8833.76,134
CASH_OUT,0,5,14,3982,526869273.96,132312.73,1033.50,134
CASH_IN,0,5,15,5330,752869738.39,141251.36,1098.79,135
PAYMENT,0,5,15,3073,27515255.87,8953.87,90.35,135
DEBIT,0,5,15,204,757455.51,3713.02,154.40,135
TRANSFER,0,5,15,835,408038554.95,488668.93,11652.07,135
CASH_OUT,0,5,15,3500,459679174.16,131336.91,1702.63,135
CASH_IN,0,5,16,9155,1298519011.12,141837.14,834.93,136
PAYMENT,0,5,16,5445,46604448.63,8559.13,66.67,136
DEBIT,0,5,16,332,1211034.37,3647.69,107.26,136
TRANSFER,0,5,16,1469,609514685.04,414918.10,7478.15,136
CASH_OUT,0,5,16,6122,783846216.80,128037.60,1213.23,136
CASH_IN,0,5,17,9941,1399870548.06,140817.88,794.66,137
PAYMENT,0,5,17,6033,52795358.15,8751.10,64.08,137
DEBIT,0,5,17,390,1409450.92,3613.98,106.72,137
TRANSFER,0,5,17,1632,676395740.24,414458.17,6485.48,137
CASH_OUT,0,5,17,6629,820267913.10,123739.31,919.65,137
CASH_IN,0,5,18,8251,1143766260.41,138621.53,864.46,138
PAYMENT,0,5,18,5117,43080381.43,8419.07,66.49,138
DEBIT,0,5,18,297,911898.56,3070.37,89.35,138
TRANSFER,0,5,18,1330,581246549.75,437027.48,7922.21,138
CASH_OUT,0,5,18,5629,685910411.98,121852.98,1127.61,138
CASH_IN,0,5,19,17406,2420843111.94,139080.96,590.81,139
PAYMENT,0,5,19,11111,88213824.66,7939.32,42.50,139
DEBIT,0,5,19,666,2587415.31,3885.01,86.36,139
TRANSFER,0,5,19,2977,1433772564.66,481616.58,5340.73,139
CASH_OUT,0,5,19,11995,1493148499.84,124480.91,643.70,139
CASH_IN,0,5,20,13041,1796486865.55,137756.83,683.22,140
PAYMENT,0,5,20,8487,66118633.44,7790.58,47.85,140
DEBIT,0,5,20,507,1648180.82,3250.85,81.33,140
TRANSFER,0,5,20,2247,1065337689.98,474115.57,5821.82,140
CASH_OUT,0,5,20,8765,1144819716.41,130612.63,687.66,140
CASH_IN,0,5,21,10326,1417513148.71,137276.11,758.87,141
PAYMENT,0,5,21,7005,54598290.68,7794.19,52.40,141
DEBIT,0,5,21,409,1277068.76,3122.42,93.09,141
TRANSFER,0,5,21,1848,891257894.26,482282.41,7034.83,141
CASH_OUT,0,5,21,6868,903564430.19,131561.51,905.37,141
CASH_IN,0,5,22,8156,1112158157.61,136360.74,848.94,142
PAYMENT,0,5,22,6055,47532280.17,7850.09,55.88,142
DEBIT,0,5,22,349,1428975.68,4094.49,142.33,142
TRANSFER,0,5,22,1505,642133892.74,426667.04,7187.62,142
CASH_OUT,0,5,22,5614,734182755.20,130777.12,1199.04,142
CASH_IN,0,5,23,5159,709171328.22,137462.94,1089.28,143
