action,month,day,hour,count,sum,avg,std,step
PAYMENT,0,0,12,2292,18350984.79,8006.54,93.85,12
DEBIT,0,0,12,974,18471287.71,18964.36,437.78,12
TRANSFER,0,0,12,508,218946801.71,430997.64,12438.62,12
CASH_OUT,0,0,12,2114,286860299.79,135695.51,1538.58,12
CASH_IN,0,0,13,22716,3210902433.68,141349.82,532.74,13
PAYMENT,0,0,13,2934,23730780.59,8088.20,85.08,13
DEBIT,0,0,13,1276,8946711.31,7011.53,143.81,13
TRANSFER,0,0,13,654,247189673.81,377965.86,8711.05,13
CASH_OUT,0,0,13,2989,407294090.66,136264.33,1262.03,13
CASH_IN,0,0,14,24647,3419325454.02,138731.91,499.54,14
PAYMENT,0,0,14,3977,29182113.26,7337.72,64.42,14
DEBIT,0,0,14,1585,11673712.19,7365.12,130.95,14
TRANSFER,0,0,14,911,334607377.37,367296.79,7158.24,14
CASH_OUT,0,0,14,4086,544825649.28,133339.61,1080.67,14
CASH_IN,0,0,15,25835,3553217603.98,137535.03,481.95,15
PAYMENT,0,0,15,5112,38128113.70,7458.55,57.37,15
DEBIT,0,0,15,1632,18862902.65,11558.15,211.62,15
TRANSFER,0,0,15,1262,471950695.90,373970.44,6370.21,15
CASH_OUT,0,0,15,5084,656480675.23,129126.80,927.73,15
CASH_IN,0,0,16,22029,2996724423.31,136035.43,524.99,16
PAYMENT,0,0,16,4880,35838288.78,7343.91,59.21,16
DEBIT,0,0,16,1472,11291885.00,7671.12,146.39,16
TRANSFER,0,0,16,1296,565182945.70,436097.95,7819.10,16
CASH_OUT,0,0,16,5437,686711410.35,126303.37,888.03,16
CASH_IN,0,0,17,22435,3085880707.74,137547.61,515.52,17
PAYMENT,0,0,17,5887,42741402.32,7260.30,53.01,17
DEBIT,0,0,17,1832,15586993.38,8508.18,144.22,17
TRANSFER,0,0,17,1428,552550239.84,386939.94,5990.18,17
CASH_OUT,0,0,17,5914,745164763.03,126000.13,842.98,17
CASH_IN,0,0,18,27078,3657119294.85,135058.69,465.20,18
PAYMENT,0,0,18,8369,58498024.64,6989.85,43.18,18
DEBIT,0,0,18,2133,15396375.09,7218.18,117.19,18
TRANSFER,0,0,18,1903,685869563.07,360414.90,4898.83,18
CASH_OUT,0,0,18,8705,1061858245.19,121982.57,667.36,18
CASH_IN,0,0,19,24100,3258218463.81,135195.79,492.65,19
PAYMENT,0,0,19,8209,62489166.73,7612.28,47.06,19
DEBIT,0,0,19,2017,17163524.34,8509.43,139.80,19
TRANSFER,0,0,19,1991,849003041.76,426420.41,6084.00,19
CASH_OUT,0,0,19,8331,1040321551.36,124873.55,781.20,19
CASH_IN,0,0,20,18340,2462245546.35,134255.48,561.32,20
PAYMENT,0,0,20,6776,55408081.20,8177.11,56.27,20
DEBIT,0,0,20,1525,18317288.73,12011.34,229.84,20
TRANSFER,0,0,20,1749,879312813.66,502751.75,7545.61,20
CASH_OUT,0,0,20,6914,894704609.00,129404.77,848.15,20
CASH_IN,0,0,21,14354,1928148105.41,134328.28,641.98,21
PAYMENT,0,0,21,5864,47303398.20,8066.75,59.80,21
DEBIT,0,0,21,1339,11934298.08,8912.84,181.66,21
TRANSFER,0,0,21,1425,658540104.49,462133.41,7337.54,21
CASH_OUT,0,0,21,5396,703235053.49,130325.25,917.80,21
CASH_IN,0,0,22,11136,1492122254.51,133990.86,717.40,22
PAYMENT,0,0,22,4972,40485302.63,8142.66,67.24,22
DEBIT,0,0,22,1088,8454195.93,7770.40,170.20,22
TRANSFER,0,0,22,1039,446519848.95,429759.24,7917.21,22
CASH_OUT,0,0,22,4302,571791121.71,132912.86,1034.13,22
CASH_IN,0,0,23,5932,809046234.79,136386.76,1013.15,23
PAYMENT,0,0,23,2911,24474281.88,8407.52,85.35,23
DEBIT,0,0,23,617,4362408.90,7070.35,210.17,23
TRANSFER,0,0,23,610,272390394.65,446541.63,11329.73,23
CASH_OUT,0,0,23,2319,310159436.48,133747.06,2002.40,23
CASH_IN,0,1,0,2705,378105731.94,139780.31,1496.30,24
PAYMENT,0,1,0,1362,11443233.54,8401.79,127.49,24
DEBIT,0,1,0,294,2503173.99,8514.20,382.52,24
TRANSFER,0,1,0,275,121025281.17,440091.93,15876.15,24
CASH_OUT,0,1,0,1181,157291419.54,133184.94,1966.84,24
CASH_IN,0,1,1,1331,187502495.91,140873.40,2188.93,25
PAYMENT,0,1,1,758,6153464.16,8118.03,176.74,25
DEBIT,0,1,1,152,918453.29,6042.46,360.73,25
TRANSFER,0,1,1,138,69182416.85,501321.86,29996.10,25
CASH_OUT,0,1,1,663,92210841.85,139081.21,5268.19,25
CASH_IN,0,1,2,267,38269597.18,143331.82,5162.65,26
PAYMENT,0,1,2,183,1492389.59,8155.13,327.15,26
DEBIT,0,1,2,30,136776.81,4559.23,545.51,26
TRANSFER,0,1,2,25,16881877.92,675275.12,161326.67,26
CASH_OUT,0,1,2,113,22507266.08,199179.35,39098.22,26
CASH_IN,0,1,3,6,802501.10,133750.18,30973.33,27
PAYMENT,0,1,3,8,41832.81,5229.10,2226.93,27
DEBIT,0,1,3,4,18066.08,4516.52,2496.60,27
TRANSFER,0,1,3,1,1477975.02,1477975.02,0.00,27
CASH_OUT,0,1,3,3,1721587.45,573862.48,554242.42,27
TRANSFER,0,1,4,1,2253449.03,2253449.03,0.00,28
CASH_OUT,0,1,4,1,2253449.03,2253449.03,0.00,28
TRANSFER,0,1,5,6,16046085.59,2674347.60,1045359.00,29
CASH_OUT,0,1,5,4,16046025.59,4011506.40,807152.88,29
TRANSFER,0,1,6,1,52.85,52.85,0.00,30
CASH_OUT,0,1,6,1,52.85,52.85,0.00,30
TRANSFER,0,1,7,2,8549342.12,4274671.06,550021.76,31
CASH_OUT,0,1,7,2,8549342.12,4274671.06,550021.76,31
TRANSFER,0,1,9,1,20.00,20.00,0.00,33
CASH_IN,0,1,10,1747,242430814.06,138769.78,1880.98,34
PAYMENT,0,1,10,860,7683100.61,8933.84,169.98,34
DEBIT,0,1,10,164,1075885.53,6560.28,343.40,34
TRANSFER,0,1,10,154,69347596.11,450309.07,25996.43,34
CASH_OUT,0,1,10,826,115625291.84,139982.19,3820.72,34
CASH_IN,0,1,11,9319,1296398233.41,139113.45,800.64,35
PAYMENT,0,1,11,3862,33747338.01,8738.31,80.16,35
DEBIT,0,1,11,862,9966743.68,11562.35,292.21,35
TRANSFER,0,1,11,902,427863722.29,474350.02,9451.46,35
CASH_OUT,0,1,11,4149,574660942.48,138505.89,1223.14,35
CASH_IN,0,1,12,18354,2573799859.60,140231.00,577.82,36
PAYMENT,0,1,12,8076,71074074.99,8800.65,55.76,36
DEBIT,0,1,12,1755,21496113.72,12248.50,219.23,36
TRANSFER,0,1,12,2042,884591320.03,433198.49,5596.26,36
CASH_OUT,0,1,12,8336,1139328811.32,136675.72,748.08,36
CASH_IN,0,1,13,10773,1507006066.23,139887.32,766.39,37
PAYMENT,0,1,13,4788,39542030.55,8258.57,69.71,37
DEBIT,0,1,13,977,10262320.48,10503.91,250.68,37
TRANSFER,0,1,13,1167,480499226.35,411738.84,7172.16,37
CASH_OUT,0,1,13,5355,718273390.38,134131.35,926.28,37
CASH_IN,0,1,14,9739,1361739321.62,139823.32,796.27,38
PAYMENT,0,1,14,4490,32755353.56,7295.18,62.06,38
DEBIT,0,1,14,1040,5688807.76,5470.01,127.99,38
TRANSFER,0,1,14,1026,427075192.76,416252.62,7673.70,38
CASH_OUT,0,1,14,4958,657570291.84,132628.13,940.72,38
CASH_IN,0,1,15,5220,730572653.43,139956.45,1066.06,39
PAYMENT,0,1,15,2628,19122526.04,7276.46,78.42,39
DEBIT,0,1,15,536,5184325.05,9672.25,292.20,39
TRANSFER,0,1,15,673,319081750.05,474118.50,12517.43,39
CASH_OUT,0,1,15,2727,367608946.19,134803.43,1910.38,39
CASH_IN,0,1,16,15579,2177395572.78,139764.78,630.02,40
PAYMENT,0,1,16,7629,55465635.08,7270.37,45.92,40
DEBIT,0,1,16,1642,17991775.83,10957.23,199.91,40
TRANSFER,0,1,16,1974,809236632.94,409947.64,5834.81,40
CASH_OUT,0,1,16,7978,1034711283.69,129695.57,747.31,40
CASH_IN,0,1,17,13657,1894807252.36,138742.57,669.27,41
PAYMENT,0,1,17,7048,48690802.80,6908.46,46.33,41
DEBIT,0,1,17,1532,16782025.37,10954.32,211.24,41
TRANSFER,0,1,17,1891,759518160.81,401648.95,6174.60,41
CASH_OUT,0,1,17,7561,959545290.27,126907.19,1037.21,41
CASH_IN,0,1,18,16569,2262267500.67,136536.15,596.92,42
PAYMENT,0,1,18,8444,57612070.01,6822.84,41.82,42
DEBIT,0,1,18,1811,23390031.10,12915.53,219.37,42
TRANSFER,0,1,18,2264,921147480.76,406867.26,5284.79,42
CASH_OUT,0,1,18,9238,1120418127.96,121283.63,621.99,42
CASH_IN,0,1,19,16363,2228366239.08,136183.23,600.27,43
PAYMENT,0,1,19,8793,71786497.02,8164.05,50.07,43
DEBIT,0,1,19,1906,11836255.02,6210.00,99.42,43
TRANSFER,0,1,19,2360,1052082563.89,445797.70,5747.12,43
CASH_OUT,0,1,19,9416,1165923255.47,123823.63,621.42,43
CASH_IN,0,1,20,14074,1933456746.16,137377.91,659.25,44
PAYMENT,0,1,20,7884,72705303.56,9221.88,59.64,44
DEBIT,0,1,20,1675,9248789.22,5521.67,100.07,44
TRANSFER,0,1,20,2001,1126986236.93,563211.51,7794.89,44
CASH_OUT,0,1,20,7858,1039584500.07,132296.32,965.35,44
CASH_IN,0,1,21,11148,1524440229.68,136745.63,732.42,45
PAYMENT,0,1,21,6582,61512841.53,9345.62,66.61,45
DEBIT,0,1,21,1371,8261838.61,6026.14,117.74,45
TRANSFER,0,1,21,1552,776048658.67,500031.35,7857.96,45
CASH_OUT,0,1,21,6057,807394384.19,133299.39,1003.13,45
CASH_IN,0,1,22,9490,1302945669.46,137296.70,785.55,46
PAYMENT,0,1,22,6044,55922166.90,9252.51,68.09,46
DEBIT,0,1,22,1193,6301373.80,5281.96,114.14,46
TRANSFER,0,1,22,1360,665909849.05,489639.59,8017.17,46
CASH_OUT,0,1,22,5411,711685952.06,131525.77,890.08,46
CASH_IN,0,1,23,6558,906453946.46,138221.10,971.49,47
PAYMENT,0,1,23,4431,38114718.93,8601.83,74.20,47
DEBIT,0,1,23,842,5642281.23,6701.05,160.60,47
TRANSFER,0,1,23,885,381124805.85,430649.50,8547.91,47
CASH_OUT,0,1,23,3684,487443243.80,132313.58,1102.86,47
CASH_IN,0,2,0,4492,619314691.41,137870.59,1189.25,48
PAYMENT,0,2,0,3213,27559077.22,8577.37,87.45,48
DEBIT,0,2,0,615,3690185.60,6000.30,169.58,48
TRANSFER,0,2,0,598,264970153.34,443093.90,10987.59,48
CASH_OUT,0,2,0,2569,338760918.00,131864.90,1327.57,48
CASH_IN,0,2,1,445,60820671.08,136675.67,3606.67,49
PAYMENT,0,2,1,363,2880461.51,7935.16,266.17,49
DEBIT,0,2,1,67,353543.13,5276.76,487.53,49
TRANSFER,0,2,1,80,44019752.24,550246.90,64825.45,49
CASH_OUT,0,2,1,345,56340132.43,163304.73,15269.25,49
TRANSFER,0,2,5,5,5202657.59,1040531.52,536001.75,53
CASH_OUT,0,2,5,3,5202597.59,1734199.20,496979.53,53
TRANSFER,0,2,6,3,3468894.84,1156298.28,1416153.69,54
CASH_OUT,0,2,6,2,3468884.84,1734442.42,2452847.58,54
TRANSFER,0,2,7,1,20.00,20.00,0.00,55
TRANSFER,0,2,9,2,5261962.85,2630981.43,257602.32,57
CASH_OUT,0,2,9,2,5261962.85,2630981.43,257602.32,57
TRANSFER,0,2,10,4,11140589.65,2785147.41,1010304.50,58
CASH_OUT,0,2,10,4,11140589.65,2785147.41,1010304.50,58
TRANSFER,0,2,11,2,4023887.98,2011943.99,2845290.19,59
CASH_OUT,0,2,11,1,4023867.98,4023867.98,0.00,59
TRANSFER,0,2,12,1,1815261.11,1815261.11,0.00,60
CASH_OUT,0,2,12,1,1815261.11,1815261.11,0.00,60
TRANSFER,0,2,14,3,2876167.10,958722.37,1174165.81,62
CASH_OUT,0,2,14,1,2876127.10,2876127.10,0.00,62
TRANSFER,0,2,16,1,2744014.81,2744014.81,0.00,64
CASH_OUT,0,2,16,1,2744014.81,2744014.81,0.00,64
TRANSFER,0,2,18,1,10.00,10.00,0.00,66
TRANSFER,0,2,19,2,6327594.94,3163797.47,1170684.92,67
CASH_OUT,0,2,19,2,6327594.94,3163797.47,1170684.92,67
TRANSFER,0,2,20,1,3668316.20,3668316.20,0.00,68
CASH_OUT,0,2,20,1,3668316.20,3668316.20,0.00,68
TRANSFER,0,2,21,4,7454278.20,1863569.55,1082007.99,69
CASH_OUT,0,2,21,3,7454258.20,2484752.73,1215138.78,69
TRANSFER,0,2,22,1,20.00,20.00,0.00,70
TRANSFER,0,2,23,1,2906861.33,2906861.33,0.00,71
CASH_OUT,0,2,23,1,2906861.33,2906861.33,0.00,71
TRANSFER,0,3,0,1,1993862.04,1993862.04,0.00,72
CASH_OUT,0,3,0,1,1993862.04,1993862.04,0.00,72
TRANSFER,0,3,1,3,2932805.11,977601.70,615871.96,73
CASH_OUT,0,3,1,2,2932785.11,1466392.56,289299.34,73
TRANSFER,0,3,2,2,1993027.56,996513.78,1409212.59,74
CASH_OUT,0,3,2,1,1992977.56,1992977.56,0.00,74
TRANSFER,0,3,3,1,1445752.17,1445752.17,0.00,75
CASH_OUT,0,3,3,1,1445752.17,1445752.17,0.00,75
TRANSFER,0,3,5,2,4873505.32,2436752.66,1106460.38,77
CASH_OUT,0,3,5,2,4873505.32,2436752.66,1106460.38,77
TRANSFER,0,3,7,1,2122272.81,2122272.81,0.00,79
CASH_OUT,0,3,7,1,2122272.81,2122272.81,0.00,79
TRANSFER,0,3,8,2,5721751.70,2860875.85,1526471.25,80
CASH_OUT,0,3,8,2,5721751.70,2860875.85,1526471.25,80
TRANSFER,0,3,10,2,3718803.84,1859401.92,2629563.13,82
CASH_OUT,0,3,10,1,3718783.84,3718783.84,0.00,82
TRANSFER,0,3,11,1,5885686.34,5885686.34,0.00,83
CASH_OUT,0,3,11,1,5885686.34,5885686.34,0.00,83
TRANSFER,0,3,12,1,1721747.40,1721747.40,0.00,84
CASH_OUT,0,3,12,1,1721747.40,1721747.40,0.00,84
TRANSFER,0,3,14,1,4386543.62,4386543.62,0.00,86
CASH_OUT,0,3,14,1,4386543.62,4386543.62,0.00,86
TRANSFER,0,3,15,2,9871590.42,4935795.21,636760.32,87
CASH_OUT,0,3,15,2,9871590.42,4935795.21,636760.32,87
TRANSFER,0,3,16,2,2225843.67,1112921.83,1573838.44,88
CASH_OUT,0,3,16,1,2225793.67,2225793.67,0.00,88
TRANSFER,0,3,17,1,3003115.10,3003115.10,0.00,89
CASH_OUT,0,3,17,1,3003115.10,3003115.10,0.00,89
TRANSFER,0,3,18,1,105786.03,105786.03,0.00,90
CASH_OUT,0,3,18,1,105786.03,105786.03,0.00,90
TRANSFER,0,3,20,1,2266508.04,2266508.04,0.00,92
CASH_OUT,0,3,20,1,2266508.04,2266508.04,0.00,92
CASH_IN,0,3,21,2717,367402478.87,135223.58,1485.08,93
PAYMENT,0,3,21,1774,15667622.19,8831.81,121.31,93
DEBIT,0,3,21,336,1872200.32,5572.02,217.81,93
TRANSFER,0,3,21,375,172759386.77,460691.70,15879.26,93
CASH_OUT,0,3,21,1871,248999697.37,133083.75,2522.28,93
CASH_IN,0,3,22,7233,993774927.28,137394.57,892.97,94
PAYMENT,0,3,22,4664,42050085.47,9015.88,74.96,94
DEBIT,0,3,22,923,5054719.72,5476.40,131.61,94
TRANSFER,0,3,22,903,379165195.19,419895.01,8499.92,94
CASH_OUT,0,3,22,4320,557176690.25,128976.09,992.62,94
CASH_IN,0,3,23,5388,749111670.54,139033.35,1049.36,95
PAYMENT,0,3,23,3779,34793201.85,9206.99,85.67,95
DEBIT,0,3,23,777,3915206.45,5038.88,139.65,95
TRANSFER,0,3,23,830,353565581.90,425982.63,9610.67,95
CASH_OUT,0,3,23,3164,418273399.86,132197.66,1530.67,95
CASH_IN,0,4,0,4679,640288723.06,136843.07,1133.25,96
PAYMENT,0,4,0,3415,29765332.11,8716.06,90.67,96
DEBIT,0,4,0,647,2970521.01,4591.22,146.48,96
TRANSFER,0,4,0,673,279260613.38,414948.91,9538.35,96
CASH_OUT,0,4,0,2802,376236867.12,134274.40,1290.46,96
CASH_IN,0,4,1,297,40694098.37,137017.17,4673.79,97
PAYMENT,0,4,1,317,3013379.36,9505.93,304.76,97
DEBIT,0,4,1,43,133657.63,3108.32,422.29,97
TRANSFER,0,4,1,58,27933306.53,481608.73,38456.87,97
CASH_OUT,0,4,1,204,28621196.98,140299.99,8572.65,97
TRANSFER,0,4,2,2,7011698.61,3505849.30,1425801.64,98
CASH_OUT,0,4,2,2,7011698.61,3505849.30,1425801.64,98
TRANSFER,0,4,5,2,4612130.42,2306065.21,2429062.15,101
CASH_OUT,0,4,5,2,4612130.42,2306065.21,2429062.15,101
TRANSFER,0,4,6,2,40.00,20.00,0.00,102
TRANSFER,0,4,7,2,6219622.87,3109811.44,271740.68,103
CASH_OUT,0,4,7,2,6219622.87,3109811.44,271740.68,103
TRANSFER,0,4,8,1,10.00,10.00,0.00,104
TRANSFER,0,4,9,1,3310769.67,3310769.67,0.00,105
CASH_OUT,0,4,9,2,3311769.67,1655884.84,2340360.58,105
TRANSFER,0,4,10,2,2966097.37,1483048.68,2097333.42,106
CASH_OUT,0,4,10,1,2966087.37,2966087.37,0.00,106
TRANSFER,0,4,11,2,6566440.98,3283220.49,318645.25,107
CASH_OUT,0,4,11,2,6566440.98,3283220.49,318645.25,107
TRANSFER,0,4,12,3,7723214.80,2574404.93,355678.71,108
CASH_OUT,0,4,12,3,7723214.80,2574404.93,355678.71,108
TRANSFER,0,4,13,1,4301314.61,4301314.61,0.00,109
CASH_OUT,0,4,13,1,4301314.61,4301314.61,0.00,109
TRANSFER,0,4,14,1,2892450.51,2892450.51,0.00,110
CASH_OUT,0,4,14,1,2892450.51,2892450.51,0.00,110
TRANSFER,0,4,16,1,20.00,20.00,0.00,112
TRANSFER,0,4,17,1,2555315.37,2555315.37,0.00,113
CASH_OUT,0,4,17,1,2555315.37,2555315.37,0.00,113
TRANSFER,0,4,18,1,3237026.77,3237026.77,0.00,114
CASH_OUT,0,4,18,1,3237026.77,3237026.77,0.00,114
TRANSFER,0,4,20,2,4715177.57,2357588.79,1360504.16,116
CASH_OUT,0,4,20,2,4715177.57,2357588.79,1360504.16,116
TRANSFER,0,4,21,1,3954337.17,3954337.17,0.00,117
CASH_OUT,0,4,21,1,3954337.17,3954337.17,0.00,117
TRANSFER,0,4,22,2,4137175.79,2068587.90,1396160.86,118
CASH_OUT,0,4,22,2,4137175.79,2068587.90,1396160.86,118
CASH_IN,0,4,23,4448,603543109.73,135688.65,1145.74,119
PAYMENT,0,4,23,3230,28852971.91,8932.81,92.02,119
DEBIT,0,4,23,594,2703594.14,4551.51,140.64,119
TRANSFER,0,4,23,678,273660457.43,403628.99,11883.10,119
CASH_OUT,0,4,23,2611,349345989.49,133797.77,2332.08,119
CASH_IN,0,5,0,2187,300702720.00,137495.53,1592.51,120
PAYMENT,0,5,0,1685,15003300.44,8904.04,125.42,120
DEBIT,0,5,0,263,1692136.34,6433.98,284.15,120
TRANSFER,0,5,0,326,130879074.09,401469.55,12685.06,120
CASH_OUT,0,5,0,1428,190194374.08,133189.34,1769.59,120
CASH_IN,0,5,1,627,83897273.04,133807.45,3068.38,121
PAYMENT,0,5,1,539,5262314.14,9763.11,223.81,121
DEBIT,0,5,1,103,418523.45,4063.33,322.19,121
TRANSFER,0,5,1,111,41608173.73,374848.41,17820.42,121
CASH_OUT,0,5,1,568,73107204.49,128709.87,2594.27,121
CASH_IN,0,5,2,170,23990344.84,141119.68,6359.91,122
PAYMENT,0,5,2,151,1250532.69,8281.67,412.89,122
DEBIT,0,5,2,22,98615.95,4482.54,683.42,122
TRANSFER,0,5,2,13,4022722.63,309440.20,49503.88,122
CASH_OUT,0,5,2,137,19177825.35,139984.13,5957.16,122
CASH_IN,0,5,3,8,614284.53,76785.57,23141.79,123
PAYMENT,0,5,3,7,71526.66,10218.09,2382.04,123
DEBIT,0,5,3,4,30512.16,7628.04,1400.89,123
TRANSFER,0,5,3,2,3140638.91,1570319.45,208328.85,123
CASH_OUT,0,5,3,2,3140638.91,1570319.45,208328.85,123
TRANSFER,0,5,4,1,1103865.31,1103865.31,0.00,124
CASH_OUT,0,5,4,1,1103865.31,1103865.31,0.00,124
TRANSFER,0,5,5,2,4084329.38,2042164.69,1052663.16,125
CASH_OUT,0,5,5,2,4084329.38,2042164.69,1052663.16,125
TRANSFER,0,5,6,1,3987507.52,3987507.52,0.00,126
CASH_OUT,0,5,6,1,3987507.52,3987507.52,0.00,126
TRANSFER,0,5,8,2,3331147.56,1665573.78,2355406.32,128
CASH_OUT,0,5,8,1,3331097.56,3331097.56,0.00,128
TRANSFER,0,5,9,1,2125377.57,2125377.57,0.00,129
CASH_OUT,0,5,9,1,2125377.57,2125377.57,0.00,129
TRANSFER,0,5,10,1,20.00,20.00,0.00,130
TRANSFER,0,5,11,2,5346278.48,2673139.24,654910.93,131
CASH_OUT,0,5,11,2,5346278.48,2673139.24,654910.93,131
CASH_IN,0,5,12,3,772152.18,257384.06,45830.33,132
PAYMENT,0,5,12,1,14926.07,14926.07,0.00,132
DEBIT,0,5,12,3,21185.14,7061.71,6044.12,132
CASH_IN,0,5,13,2583,374495490.19,144984.70,1592.77,133
PAYMENT,0,5,13,1625,15899682.59,9784.42,139.89,133
DEBIT,0,5,13,367,2158209.79,5880.68,219.85,133
TRANSFER,0,5,13,385,152945601.99,397261.30,12515.64,133
CASH_OUT,0,5,13,1901,258395460.16,135926.07,1559.60,133
CASH_IN,0,5,14,6165,877882066.12,142397.74,1015.43,134
PAYMENT,0,5,14,3475,33549737.88,9654.60,94.34,134
DEBIT,0,5,14,794,4342240.96,5468.82,146.06,134
TRANSFER,0,5,14,861,393140489.91,456609.16,9435.03,134
CASH_OUT,0,5,14,4045,539638875.45,133408.87,1055.41,134
CASH_IN,0,5,15,5260,753706709.91,143290.25,1097.96,135
PAYMENT,0,5,15,3209,28122815.44,8763.73,89.71,135
DEBIT,0,5,15,633,3662466.35,5785.89,158.12,135
TRANSFER,0,5,15,794,391504131.61,493078.25,11794.90,135
CASH_OUT,0,5,15,3501,460664500.98,131580.83,1453.61,135
CASH_IN,0,5,16,9358,1340971164.47,143296.77,821.14,136
PAYMENT,0,5,16,5758,49655410.34,8623.73,64.69,136
DEBIT,0,5,16,1238,6756956.91,5457.96,109.58,136
TRANSFER,0,5,16,1469,598681728.27,407543.72,6501.78,136
CASH_OUT,0,5,16,6130,783055369.03,127741.50,801.87,136
CASH_IN,0,5,17,9811,1365857593.14,139216.96,792.06,137
PAYMENT,0,5,17,6335,55205462.08,8714.36,62.71,137
DEBIT,0,5,17,1299,7154897.46,5508.00,109.88,137
TRANSFER,0,5,17,1618,644262656.66,398184.58,6373.97,137
CASH_OUT,0,5,17,6745,835420835.50,123857.80,839.50,137
CASH_IN,0,5,18,8340,1140698630.15,136774.42,843.22,138
PAYMENT,0,5,18,5159,43227675.84,8379.08,66.85,138
DEBIT,0,5,18,1138,5832382.91,5125.12,113.55,138
TRANSFER,0,5,18,1377,609453163.60,442594.89,7718.88,138
CASH_OUT,0,5,18,5885,714597170.68,121426.88,983.43,138
CASH_IN,0,5,19,17330,2408560386.44,138982.13,598.76,139
PAYMENT,0,5,19,11489,91181914.30,7936.45,41.91,139
DEBIT,0,5,19,2361,13261740.21,5617.00,84.68,139
TRANSFER,0,5,19,2824,1363892366.45,482964.72,5379.47,139
CASH_OUT,0,5,19,12162,1501992946.28,123498.84,554.74,139
CASH_IN,0,5,20,12856,1761093770.64,136986.14,681.66,140
PAYMENT,0,5,20,8828,68778488.18,7790.95,46.25,140
DEBIT,0,5,20,1768,9274372.48,5245.69,94.87,140
TRANSFER,0,5,20,2233,1064682034.62,476794.46,6607.31,140
CASH_OUT,0,5,20,8818,1158529849.29,131382.38,966.95,140
CASH_IN,0,5,21,10306,1412290339.58,137035.74,767.91,141
PAYMENT,0,5,21,7220,56802117.52,7867.33,52.19,141
DEBIT,0,5,21,1463,7442915.67,5087.43,99.73,141
