name,nbVictims,profit
C3332312118,0,0.00
C5257747821,1,3733065.57
C6592590093,0,0.00
C1521123879,0,0.00
C6410106026,1,9197519.89
C7646669442,0,0.00
C6034392769,2,9984978.73
C0578924700,2,2569206.26
C6058771020,1,1423008.71
C7087799382,2,11351686.72
C4493941489,2,11313500.36
C3295338644,3,15968590.47
C2901051106,1,2247680.90
C9462080886,1,2980835.29
C2167443279,0,0.00
C4291501616,2,12387341.43
C0489102923,1,1252263.22
C1297913448,0,0.00
C4671282095,1,977685.78
C7703374430,0,0.00
C8094988112,0,0.00
C6745318360,0,0.00
C8336092588,0,0.00
C0883142478,0,0.00
C4958710201,1,5316222.05
C6473799458,0,0.00
C3778317301,0,0.00
C9121337688,1,3713998.37
C5782813407,2,5511905.20
C4911922466,1,2982135.10
C1027148956,0,0.00
C6445321579,0,0.00
C3287977625,0,0.00
C4746370300,1,2513558.44
C5343300394,0,0.00
C3229482885,0,0.00
C0887931033,1,4485537.67
C5065688268,0,0.00
C6182608690,0,0.00
C6038429701,1,5246230.00
C2196466311,0,0.00
C7989805481,1,11732890.14
C9885875851,1,2183693.84
C3606501543,0,0.00
C8564303682,1,3076641.32
C9685721840,1,4944805.54
C1458772133,2,8267262.16
C5345921670,1,5381375.88
C5065561974,0,0.00
C6374563751,1,1902508.99
C2885976278,3,13230311.82
C1854713894,0,0.00
C5655602181,2,3225268.91
C1801532008,0,0.00
C5549125744,2,19563055.42
C8922569542,0,0.00
C5720661637,1,70.08
C9215647597,1,49509.30
C5604616118,0,0.00
C9911708931,1,52.07
C7581115633,3,9989844.22
C2378751317,0,0.00
C6321902284,1,3969198.77
C1371458178,0,0.00
C4774396971,2,7156599.42
C6627739850,0,0.00
C3701645323,1,3685974.08
C9915633530,2,16803863.00
C8290670319,1,3932590.32
C1315186532,0,0.00
C3973446646,1,5142835.70
C4172752235,1,3268655.85
C2418928186,1,3827385.83
C7753323659,0,0.00
C8807936628,0,0.00
C8479558805,2,6620419.97
C2224481618,0,0.00
C3514374582,1,4878916.53
C9015635352,0,0.00
C6554863270,1,3241540.58
C3830226417,1,522707.54
C6581527217,0,0.00
C5621574830,1,2335998.22
C5997225326,0,0.00
C0806415104,0,0.00
C2752995688,0,0.00
C0080355832,0,0.00
C6943834361,1,3175553.16
C2657405783,0,0.00
C2075736343,1,4213345.35
C4503468145,3,16039341.49
C2956319105,0,0.00
C8052338362,1,4509085.49
C7598989988,1,4342942.32
C8122461229,0,0.00
C6706003391,2,11874570.35
C0849703706,0,0.00
C4178801458,1,5157519.56
C7289380125,1,4301314.61
C0219276050,0,0.00
C4181491558,1,5511790.88
C1828508300,0,0.00
C3658472359,0,0.00
C9358085683,0,0.00
C7953559041,0,0.00
C9051910358,2,9847475.19
C5892383297,0,0.00
C0821503418,0,0.00
C5173312484,1,6741784.04
C6709306193,2,5003211.22
C3192097227,2,7178189.02
C9657190837,2,8647499.23
C8285013260,1,5885686.34
C7688272634,1,3399302.39
C7657181475,1,1240155.98
C3633939658,1,76.67
C5931092270,0,0.00
C9732332374,0,0.00
C3764479885,2,8865746.10
C1155664155,1,3753422.13
C9159280237,0,0.00
C0047289540,1,4241635.21
C1128298098,1,5339316.56
C2241953406,3,14567131.81
C2893414685,2,17822499.69
C9265461423,0,0.00
C4274133249,0,0.00
C0048727338,0,0.00
C5519036933,1,1670958.08
C6180223796,1,3709899.57
C2691976477,0,0.00
C0679199778,2,3566396.52
C0823921201,1,7089785.86
C1882339793,1,3716885.95
C3008870880,1,4713439.19
C3649702709,0,0.00
C0151659482,1,4043311.64
C0947031468,3,11323362.55
C1453458222,0,0.00
C3900693293,2,6088724.88
C6588516872,1,3069014.98
C1598603563,0,0.00
C6883851650,0,0.00
C5130984305,2,7649891.82
C7787463657,1,234414.81
C5169496053,1,3352441.51
C3699321225,1,3767213.08
C6307416253,0,0.00
C3360707826,2,6669844.35
C1441612611,0,0.00
C8798484189,1,3197781.84
C6364113249,1,5969423.72
C3551540237,0,0.00
C7708601571,0,0.00
C8553858631,1,3756893.97
C8441020188,1,7575712.32
C2635906392,0,0.00
C9717341432,1,3715096.12
C7579815727,1,11798606.16
C7641534546,0,0.00
C1894253292,0,0.00
C3734397014,0,0.00
C7925971042,1,988173.32
C7865683509,1,1610551.49
C0508765919,0,0.00
C9941508722,0,0.00
C3551222178,0,0.00
C0062855670,0,0.00
C8391345318,1,3101279.18
C0336485457,2,5471523.14
C4335455637,0,0.00
C4309055628,0,0.00
C1827484640,0,0.00
C1739624011,0,0.00
C4054872658,2,8791753.05
C5012736872,1,3790876.08
C9959961719,0,0.00
C2469846302,1,10208414.81
C1907494073,0,0.00
C0733690952,0,0.00
C7978313893,1,7397496.19
C0205181273,0,0.00
C9617423694,0,0.00
C5992718128,0,0.00
C6091930751,0,0.00
C0213187436,0,0.00
C3517530782,0,0.00
C7640594750,0,0.00
C9004080367,1,1781497.68
C8655036474,2,4562060.15
C6267361163,0,0.00
C4261965413,1,4778428.92
C2416467259,0,0.00
C9484203987,1,5568652.77
C2831211779,1,2266508.04
C2805249965,1,482953.00
C9768406761,0,0.00
C4222795065,1,2210047.28
C3841472705,1,4557003.71
C0147665709,1,59454.30
C9318529059,0,0.00
C5684939987,0,0.00
C0481035258,0,0.00
C7307082042,0,0.00
C3489604017,0,0.00
C7635563650,0,0.00
C5459827297,2,5479163.80
C9882709910,0,0.00
C9407294470,2,8469780.59
C3409012334,1,5383348.09
C3772625745,0,0.00
C2720732602,0,0.00
C9698303782,1,3969213.28
C7371857362,0,0.00
C2456446289,0,0.00
C2882300555,1,2906861.33
C7278278083,1,4946832.18
C3923039365,0,0.00
C7740366251,1,1131538.71
C9992845603,4,17846662.61
C2048605205,3,13935171.62
C4100937489,0,0.00
C1562566379,1,3786640.51
C0635231923,0,0.00
C4290094968,1,4489570.35
C7916318850,0,0.00
C1557476888,1,7782848.63
C4379317169,2,6642209.41
C5297946956,0,0.00
C0451859824,1,5828579.99
C6137604498,0,0.00
C3226437603,1,3051826.08
C9516290238,2,4453471.34
C1596257741,1,2447906.66
C4034436433,0,0.00
C1462854230,2,6244215.37
C2430695156,0,0.00
C8198266188,0,0.00
C3445228503,0,0.00
C4187989833,0,0.00
C9326927273,1,3426265.10
C4981036129,0,0.00
C6583411364,0,0.00
C9821623267,2,8277237.08
C2668681808,0,0.00
C3130174476,1,3770820.44
C4861816757,0,0.00
C4942171046,1,3085384.90
C5980884536,1,4684698.69
C2260670816,1,28.28
C0578309558,0,0.00
C7521078781,1,4359422.13
C3190097287,0,0.00
C3556192766,0,0.00
C2359276014,1,7645216.00
C3013944559,1,2125377.57
C1957275212,1,4397464.93
C4995255960,1,3923395.86
C6929390463,0,0.00
C6285535098,2,7907102.28
C4886292845,0,0.00
C8165985176,1,1768292.74
C7864443006,0,0.00
C0920479318,0,0.00
C9788799276,2,6597048.31
C4867841189,1,4596177.23
C6339085919,1,4124235.13
C1146679365,1,2414616.25
C4224873748,0,0.00
C1896970691,1,5749254.82
C1537922274,0,0.00
C0862696409,0,0.00
C0555786708,0,0.00
C5159165880,0,0.00
C7933872993,1,5981700.99
C3200621954,3,12627035.97
C6682092557,0,0.00
C3891936737,0,0.00
C0973008371,0,0.00
C5516983961,1,2401226.77
C5802652928,0,0.00
C7992392733,2,15598551.10
C5978451494,0,0.00
C1955840743,2,9398722.87
C7182799743,1,978073.12
C9939479226,0,0.00
C4950438227,0,0.00
C9372396378,0,0.00
C1251257482,2,3895074.29
C6249900462,0,0.00
C5129680518,0,0.00
C9566649888,0,0.00
C1478909920,2,7631395.00
C4382836155,0,0.00
C9492523867,0,0.00
C3785535385,2,7734606.55
C9280924305,1,79.03
C6949086539,0,0.00
C1876476330,1,2566942.94
C8088128701,0,0.00
C7966201589,0,0.00
C9097222256,0,0.00
C0663832236,0,0.00
C1532340592,0,0.00
C1942399208,1,8682514.10
C7937896450,0,0.00
C1310425969,0,0.00
C1749205391,0,0.00
C3744227436,0,0.00
C1788462158,1,4081877.92
C8878959132,0,0.00
C1697079512,0,0.00
C0901519310,2,8876379.64
C2229816644,0,0.00
C7495277829,0,0.00
C8996737247,1,359404.98
C1735579861,1,58.12
C6338101083,0,0.00
C1576932961,0,0.00
C3285418533,2,8806417.89
C7412166635,0,0.00
C6876858160,2,4075013.43
C9832594486,1,4421508.65
C1692207828,0,0.00
C2814965302,1,3267501.52
C4120855130,0,0.00
C3863838641,0,0.00
C8046778012,0,0.00
C9640154899,0,0.00
C2893100725,2,10538340.75
C5479801167,0,0.00
C3544467033,3,14527055.36
C8642687763,0,0.00
C0735958242,0,0.00
C7182346426,0,0.00
C6671207579,1,9284334.16
C9660163059,0,0.00
C1677091030,3,13348927.92
C1542204864,1,3323343.78
C0776147071,0,0.00
C0628348969,0,0.00
C3481007628,1,2335665.65
C2010795096,0,0.00
C2641970898,0,0.00
C8896915306,1,3703638.69
C9909839370,1,3779629.84
C9755139341,0,0.00
C7085884539,0,0.00
C5490606341,0,0.00
C5528533036,1,410874.98
C9678766796,0,0.00
C6666486434,1,5999140.08
C6209617628,0,0.00
C6854322989,1,5460126.33
C8803983891,1,3229317.14
C5925727851,0,0.00
C9706305378,0,0.00
C8535177850,0,0.00
C0893383574,0,0.00
C2835575504,0,0.00
C9888312532,1,3991596.72
C4739708186,0,0.00
C6723643745,0,0.00
C9857118273,0,0.00
C3924187125,0,0.00
C5314062672,1,2664565.95
C8428560496,0,0.00
C2570792969,2,7409283.53
C9995735222,1,4758441.78
C5132511687,2,7436370.10
C3508423921,0,0.00
C6036299350,0,0.00
C7460039679,0,0.00
C9131633185,1,4151805.35
C4034280170,1,4445991.28
C4429773447,2,11099957.85
C6334358045,0,0.00
C0139616040,1,10128782.37
C8688360869,2,10278573.41
C1961470853,0,0.00
C7105527429,1,2368740.13
C5798140356,1,3476426.62
C5312211413,0,0.00
C0800882925,0,0.00
C1191613102,2,7091870.92
C1523699880,1,3804343.53
C5551034315,0,0.00
C6145986027,0,0.00
C0351817175,1,742405.06
C2604076089,1,3829833.67
C2525849895,0,0.00
C5142266618,1,4046434.28
C9713741547,1,3970745.79
C5915181831,0,0.00
C5228099929,1,2744014.81
C5885087187,3,14080316.00
C7774681377,1,4616608.60
C0900215080,1,1067379.74
C5580274541,0,0.00
C9874617622,0,0.00
C6421679193,0,0.00
C4979129703,1,3987507.52
C4317330860,0,0.00
C2921167459,0,0.00
C8554565881,0,0.00
C9176646522,1,13516669.24
C5685273284,0,0.00
C1346909781,1,2875797.44
C2556922300,0,0.00
C9743298726,1,3876334.92
C5438808176,1,5882836.03
C3087412277,2,5340517.75
C7385708228,0,0.00
C9653725560,1,4874887.60
C7791355292,0,0.00
C2358340250,0,0.00
C3048251553,2,10842039.01
C5942515027,1,1993862.04
C5286819444,1,5285582.20
C7455853558,0,0.00
C3938237347,0,0.00
C6982621163,0,0.00
C1416654140,1,2605374.17
C4136975112,0,0.00
C0197652996,0,0.00
C4182119233,0,0.00
C3424702591,0,0.00
C4160228999,1,1648273.58
C5101402562,0,0.00
C0549845399,2,7261670.09
C1407797389,2,8215802.47
C5356794030,1,3940254.02
C4690169858,0,0.00
C7697274561,1,1754471.90
C9246392578,1,4005142.96
C5955522936,0,0.00
C1269912025,2,5752063.97
C5131154126,0,0.00
C4333918610,2,8771750.66
C3458817896,2,4379313.71
C2440376372,2,7980889.96
C6888688874,1,2946213.53
C4789690341,0,0.00
C5839842227,2,3515309.97
C7225663630,1,3688137.03
C5155147901,0,0.00
C2582096370,1,570142.69
C7388202508,1,4565169.45
C9941154080,2,6065053.68
C8468418219,0,0.00
C0479906683,0,0.00
C0566088095,0,0.00
C8177337105,0,0.00
C6147596416,0,0.00
C3195282057,0,0.00
C1519830760,1,9623240.40
C0821913907,1,3201245.04
C2392314474,0,0.00
C1160941205,1,6682792.98
C5413900727,1,3849929.23
C8233595869,1,2826963.47
C4683029806,1,4129909.98
C3083897143,0,0.00
C9560736749,1,3508536.71
C3279907542,0,0.00
C1084901546,2,12102950.41
C3606959436,3,10103609.35
C2904650806,1,3906046.40
C2041047802,3,9578133.80
C3973601514,1,3308412.63
C9637829442,1,4036908.65
C3521934551,1,3410521.13
C7881328547,1,4387516.21
C4797004791,0,0.00
C5432656599,1,4151393.36
C4582486404,1,4408985.88
C4823520637,1,5733172.78
C1679994310,0,0.00
C7306414379,0,0.00
C9740629144,0,0.00
C9675694555,0,0.00
C5332476278,1,2130585.33
C0608510212,2,6489463.30
C6335399226,0,0.00
C8879414579,1,2655989.83
C5995048494,2,9306566.26
C4669624902,0,0.00
C7560184743,0,0.00
C8034411967,1,4005287.92
C5804431836,0,0.00
C4040696941,0,0.00
C0350561127,2,7812677.67
C1955935382,0,0.00
C9075090354,0,0.00
C6093831905,0,0.00
C5961123766,0,0.00
C3168333462,0,0.00
C6150339949,1,3086475.21
C6928139750,1,4703438.78
C9101970258,0,0.00
C9082882335,1,2670881.70
C8960992535,1,1686046.88
C1460344079,1,2171654.32
C9202508191,2,16264738.48
C0010079827,0,0.00
C2835473172,1,5015878.74
C5775317370,0,0.00
C0421165206,1,1765516.82
C3512877191,1,3410226.29
C9326110052,2,5774034.67
C2044532846,2,5392894.48
C6809998440,1,3779908.73
C7206499088,0,0.00
C2153319453,2,7109530.16
C8789901687,1,6445718.57
C1847966102,1,3975594.76
C7686449586,0,0.00
C7421197631,0,0.00
C3967217490,2,13954582.06
C9591367471,1,3961051.58
C0873740198,1,6987404.91
C0168536797,1,5569979.36
C9641174573,1,2457710.51
C7444795983,2,4293191.29
C3451752762,1,100194.64
C9495361070,1,3397743.87
C3111127344,0,0.00
C0655962830,2,12416219.89
C4299056060,0,0.00
C5419979327,0,0.00
C2953446428,1,3407218.69
C4565525158,0,0.00
C1615518921,0,0.00
C5979540684,0,0.00
C7508930312,0,0.00
C2311248357,0,0.00
C1665888226,1,3029076.46
C7237554245,0,0.00
C7873501874,2,4023916.52
C7314391647,1,3361004.74
C4912763341,1,4514043.31
C6707487819,1,4194378.39
C7895834783,0,0.00
C4938854392,0,0.00
C3800764147,1,3297205.56
C3838028829,1,5488441.83
C0458765788,0,0.00
C4227372855,1,3654603.57
C0520074876,2,6427981.04
C9457829586,0,0.00
C5774492087,0,0.00
C9589441940,0,0.00
C6226720640,3,10950097.86
C3382706620,0,0.00
C5374363054,2,3568977.32
C6147309281,0,0.00
C5029783948,1,3003115.10
C8762063067,0,0.00
C0681220259,1,5520521.64
C1530420639,2,15050730.16
C2886727144,1,4668005.18
C5998869363,0,0.00
C0549484206,0,0.00
C9349921517,2,9816507.11
C9561673234,1,13863478.56
C6609887426,1,3921606.35
C7397094671,1,177055.48
C5471211533,0,0.00
C6478068780,0,0.00
C3403829811,2,7692475.46
C8918881033,1,9641091.09
C7584967315,0,0.00
C5918274479,0,0.00
C1978541830,0,0.00
C2242426145,1,4366964.87
C1515163010,3,12690975.86
C5913633993,0,0.00
C9879990984,0,0.00
C6735684644,0,0.00
C7254891621,1,4259092.29
C9708041851,0,0.00
C9986635553,0,0.00
C1920067411,0,0.00
C6263199476,4,22113961.92
C5450430583,0,0.00
C0206646740,3,6311373.48
C0804776941,1,4263915.92
C4238454478,0,0.00
C3065810815,2,14596560.78
C9012619299,2,7300303.55
C6700079623,2,5259371.67
C9237380831,0,0.00
C3080635784,0,0.00
C8535424350,1,2349722.26
C5593891324,1,3330392.34
C3141728638,1,4792159.91
C5547200208,0,0.00
C9860427127,0,0.00
C6352446699,1,3373035.39
C6359466173,0,0.00
C0541542387,0,0.00
C9640223234,0,0.00
C6513957027,0,0.00
C4408836286,0,0.00
C0824941973,0,0.00
C3649050336,0,0.00
C0169782823,1,3521200.71
C8829309509,1,278719.89
C8184889870,0,0.00
C5892139610,0,0.00
C3031276324,0,0.00
C6587377330,1,3893528.47
C6220631092,0,0.00
C2855652647,0,0.00
C7208968417,1,2253449.03
C6072734364,1,87.49
C1978376108,1,3948917.97
C3503875752,0,0.00
C2124265624,0,0.00
C0820197967,1,5623047.35
C0354828594,0,0.00
C0059893264,1,3254773.81
C5801986836,0,0.00
C2864723360,2,6219331.65
C8011932789,0,0.00
C1720558880,2,7502524.29
C9935882912,0,0.00
C2805557801,1,16026410.88
C3429954733,0,0.00
C9207180653,1,3166962.16
C2816496803,0,0.00
C6486549429,1,2977758.58
C8394326993,1,7915900.84
C2283224887,0,0.00
C1421325124,0,0.00
C3911488530,0,0.00
C5091838192,1,4627931.72
C0353900066,4,16575598.49
C7670546486,2,5688470.94
C2263895773,0,0.00
C1568589677,2,13418704.78
C4362666203,0,0.00
C4054134815,2,4297880.41
C7267757399,0,0.00
C6741365589,0,0.00
C6190485731,1,3282600.15
C7659747073,0,0.00
C4593708356,0,0.00
C1685061558,1,4615625.51
C0828496608,1,2348969.48
C2698022271,0,0.00
C3392814659,1,2172266.57
C3441952873,2,9797502.66
C4922119409,1,4883306.28
C6855461975,1,2200640.88
C9621598819,0,0.00
C6139269869,0,0.00
C1493943477,3,6661925.77
C9126221291,0,0.00
C5569014908,0,0.00
C1066340917,1,5566427.54
C4960726365,2,5428950.66
C5345025986,0,0.00
C4452973187,2,4784154.56
C4413600046,0,0.00
C7950117232,0,0.00
C8150551088,2,7594003.18
C4875251246,2,7055016.10
C3594027741,1,2892450.51
C0635228295,0,0.00
C1635236073,0,0.00
C4926087243,0,0.00
C5418951254,1,1719596.37
C9296757525,0,0.00
C2824657714,0,0.00
C9253479078,0,0.00
C1207590000,1,2917414.67
C7995603085,2,9275331.62
C0299222334,0,0.00
C3420164231,0,0.00
C2792638173,0,0.00
C9943933066,1,1417660.57
