action,month,day,hour,count,sum,avg,std,step
CASH_IN,0,0,16,21787,2992787030.20,137365.72,529.53,16
PAYMENT,0,0,16,4894,36193004.14,7395.38,58.88,16
DEBIT,0,0,16,702,5662719.99,8066.55,217.70,16
TRANSFER,0,0,16,1302,566105065.49,434796.52,7535.80,16
CASH_OUT,0,0,16,5365,692604253.07,129096.79,892.55,16
CASH_IN,0,0,17,22480,3068585014.12,136502.89,516.70,17
PAYMENT,0,0,17,5666,41255503.43,7281.24,54.24,17
DEBIT,0,0,17,844,6897090.53,8171.91,204.42,17
TRANSFER,0,0,17,1509,581347552.64,385253.51,5951.63,17
CASH_OUT,0,0,17,6162,767659672.03,124579.63,878.51,17
CASH_IN,0,0,18,27105,3676041854.25,135622.28,468.07,18
PAYMENT,0,0,18,8011,56038232.85,6995.16,44.04,18
DEBIT,0,0,18,1035,7083976.05,6844.42,159.41,18
TRANSFER,0,0,18,2013,737210477.08,366224.78,4759.23,18
CASH_OUT,0,0,18,8791,1078486809.19,122680.79,658.42,18
CASH_IN,0,0,19,23892,3248075963.17,135948.27,495.53,19
PAYMENT,0,0,19,8190,62381155.52,7616.75,48.20,19
DEBIT,0,0,19,1109,9571520.92,8630.77,188.95,19
TRANSFER,0,0,19,1960,829351958.97,423138.75,5772.99,19
CASH_OUT,0,0,19,8395,1055916355.32,125779.20,692.20,19
CASH_IN,0,0,20,18493,2506038779.53,135512.83,561.42,20
PAYMENT,0,0,20,6829,55314823.30,8099.99,55.93,20
DEBIT,0,0,20,779,9180997.34,11785.62,314.25,20
TRANSFER,0,0,20,1705,862538969.22,505887.96,7639.61,20
CASH_OUT,0,0,20,7026,912281657.78,129843.67,920.86,20
CASH_IN,0,0,21,14497,1942590166.84,133999.46,627.61,21
PAYMENT,0,0,21,5899,47929255.84,8124.98,60.52,21
DEBIT,0,0,21,687,6433857.70,9365.15,253.20,21
TRANSFER,0,0,21,1380,659886420.73,478178.57,8291.78,21
CASH_OUT,0,0,21,5622,751408126.28,133654.95,1220.08,21
CASH_IN,0,0,22,11266,1526047852.65,135456.05,719.64,22
PAYMENT,0,0,22,4991,41221220.20,8259.11,65.93,22
DEBIT,0,0,22,601,4422731.48,7358.95,213.69,22
TRANSFER,0,0,22,1110,482818053.90,434971.22,7469.17,22
CASH_OUT,0,0,22,4552,599765685.50,131758.72,995.14,22
CASH_IN,0,0,23,6145,835837087.78,136019.05,977.81,23
PAYMENT,0,0,23,2920,24283392.84,8316.23,86.39,23
DEBIT,0,0,23,330,2282096.93,6915.45,274.21,23
TRANSFER,0,0,23,626,276007099.89,440905.91,10877.33,23
CASH_OUT,0,0,23,2476,333310418.40,134616.49,1843.65,23
CASH_IN,0,1,0,2623,368311169.53,140416.00,1551.46,24
PAYMENT,0,1,0,1325,11113707.81,8387.70,129.85,24
DEBIT,0,1,0,157,1258381.13,8015.17,540.93,24
TRANSFER,0,1,0,254,106864441.92,420726.15,20571.38,24
CASH_OUT,0,1,0,1199,167932270.40,140060.28,3809.34,24
CASH_IN,0,1,1,1446,198704870.34,137416.92,2127.89,25
PAYMENT,0,1,1,700,5533300.40,7904.71,173.14,25
DEBIT,0,1,1,89,458535.30,5152.08,377.58,25
TRANSFER,0,1,1,123,60656802.19,493144.73,26108.32,25
CASH_OUT,0,1,1,659,89406580.97,135670.08,3734.62,25
CASH_IN,0,1,2,296,39329352.87,132869.44,4365.18,26
PAYMENT,0,1,2,156,1228699.90,7876.28,369.55,26
DEBIT,0,1,2,24,93729.44,3905.39,680.84,26
TRANSFER,0,1,2,13,8563608.78,658739.14,319600.65,26
CASH_OUT,0,1,2,126,20911266.91,165962.44,32687.23,26
CASH_IN,0,1,3,12,1804042.39,150336.87,29545.57,27
PAYMENT,0,1,3,4,35661.90,8915.48,3255.74,27
DEBIT,0,1,3,1,10581.60,10581.60,0.00,27
TRANSFER,0,1,3,1,1515864.02,1515864.02,0.00,27
CASH_OUT,0,1,3,6,2001392.46,333565.41,260186.60,27
TRANSFER,0,1,4,1,20.00,20.00,0.00,28
TRANSFER,0,1,5,1,708459.41,708459.41,0.00,29
CASH_OUT,0,1,5,1,708459.41,708459.41,0.00,29
TRANSFER,0,1,6,1,2987189.18,2987189.18,0.00,30
CASH_OUT,0,1,6,1,2987189.18,2987189.18,0.00,30
TRANSFER,0,1,9,1,3352363.68,3352363.68,0.00,33
CASH_OUT,0,1,9,1,3352363.68,3352363.68,0.00,33
CASH_IN,0,1,10,1728,240332380.32,139081.24,1877.09,34
PAYMENT,0,1,10,807,7209106.79,8933.22,178.82,34
DEBIT,0,1,10,97,580768.44,5987.30,462.69,34
TRANSFER,0,1,10,168,81134111.40,482941.14,34517.32,34
CASH_OUT,0,1,10,829,117524997.65,141767.19,6700.17,34
CASH_IN,0,1,11,9186,1272604773.13,138537.42,817.98,35
PAYMENT,0,1,11,3769,33127515.71,8789.47,83.32,35
DEBIT,0,1,11,395,4261555.71,10788.75,399.05,35
TRANSFER,0,1,11,962,446053306.01,463672.88,8899.10,35
CASH_OUT,0,1,11,4174,569165766.35,136359.79,1050.56,35
CASH_IN,0,1,12,18724,2601677314.56,138948.80,571.32,36
PAYMENT,0,1,12,8075,71840342.80,8896.64,56.23,36
DEBIT,0,1,12,862,10508118.64,12190.39,316.32,36
TRANSFER,0,1,12,2245,967556609.66,430982.90,5417.70,36
CASH_OUT,0,1,12,8531,1169838203.85,137127.91,833.79,36
CASH_IN,0,1,13,11006,1544361883.14,140320.00,744.84,37
PAYMENT,0,1,13,4754,39861515.49,8384.84,70.19,37
DEBIT,0,1,13,572,5927271.22,10362.36,309.11,37
TRANSFER,0,1,13,1241,518269379.88,417622.39,7150.20,37
CASH_OUT,0,1,13,5472,737451125.50,134768.12,986.07,37
CASH_IN,0,1,14,9925,1393925051.25,140445.85,793.21,38
PAYMENT,0,1,14,4498,32798103.41,7291.71,59.49,38
DEBIT,0,1,14,576,2916951.85,5064.15,154.17,38
TRANSFER,0,1,14,1093,459922143.91,420788.79,8010.70,38
CASH_OUT,0,1,14,5073,683050405.17,134644.27,1149.22,38
CASH_IN,0,1,15,5269,733171496.86,139148.13,1086.20,39
PAYMENT,0,1,15,2596,18847321.79,7260.14,80.26,39
DEBIT,0,1,15,334,3162050.09,9467.22,383.51,39
TRANSFER,0,1,15,659,300566898.87,456095.45,12498.36,39
CASH_OUT,0,1,15,2729,367190748.12,134551.39,1570.02,39
CASH_IN,0,1,16,15757,2199431813.58,139584.43,627.73,40
PAYMENT,0,1,16,7681,54607883.04,7109.48,45.61,40
DEBIT,0,1,16,881,9517493.33,10803.06,269.48,40
TRANSFER,0,1,16,2078,849518635.39,408815.51,5369.44,40
CASH_OUT,0,1,16,8280,1075573095.95,129900.13,714.14,40
CASH_IN,0,1,17,13963,1940802771.33,138996.12,656.56,41
PAYMENT,0,1,17,7058,48012726.79,6802.60,45.83,41
DEBIT,0,1,17,830,8804431.35,10607.75,270.48,41
TRANSFER,0,1,17,1916,764322288.66,398915.60,5516.54,41
CASH_OUT,0,1,17,7575,956220658.93,126233.75,752.71,41
CASH_IN,0,1,18,16583,2250417623.66,135706.30,600.75,42
PAYMENT,0,1,18,8566,58463087.60,6825.02,41.63,42
DEBIT,0,1,18,940,11752647.10,12502.82,299.30,42
TRANSFER,0,1,18,2290,944520371.41,412454.31,5411.93,42
CASH_OUT,0,1,18,9169,1108461175.94,120892.26,766.93,42
CASH_IN,0,1,19,16705,2295399635.19,137407.94,602.33,43
PAYMENT,0,1,19,9063,73690151.79,8130.88,49.29,43
DEBIT,0,1,19,1014,5696394.92,5617.75,124.19,43
TRANSFER,0,1,19,2483,1124347551.38,452818.18,5543.65,43
CASH_OUT,0,1,19,9702,1213003773.13,125026.16,625.80,43
CASH_IN,0,1,20,13893,1902044307.15,136906.67,656.56,44
PAYMENT,0,1,20,7845,72830711.85,9283.71,60.64,44
DEBIT,0,1,20,921,4737321.59,5143.67,124.63,44
TRANSFER,0,1,20,2058,1125905581.85,547087.26,7174.50,44
CASH_OUT,0,1,20,7985,1045658872.75,130952.90,730.54,44
CASH_IN,0,1,21,11252,1551663841.48,137901.16,731.57,45
PAYMENT,0,1,21,6661,61527604.63,9236.99,65.16,45
DEBIT,0,1,21,788,4016360.14,5096.90,135.51,45
TRANSFER,0,1,21,1543,765336147.00,496005.28,8172.29,45
CASH_OUT,0,1,21,6245,830492529.85,132985.19,1111.74,45
CASH_IN,0,1,22,9338,1286083929.75,137725.84,798.80,46
PAYMENT,0,1,22,5982,54773437.52,9156.38,67.72,46
DEBIT,0,1,22,701,3033432.39,4327.29,123.11,46
TRANSFER,0,1,22,1275,626109708.35,491066.44,8456.99,46
CASH_OUT,0,1,22,5442,732153087.15,134537.50,887.71,46
CASH_IN,0,1,23,6419,892213262.33,138995.68,971.93,47
PAYMENT,0,1,23,4372,37749571.73,8634.39,75.47,47
DEBIT,0,1,23,439,2643837.78,6022.41,182.57,47
TRANSFER,0,1,23,874,370854204.68,424318.31,8562.50,47
CASH_OUT,0,1,23,3842,514450207.40,133901.67,1065.85,47
CASH_IN,0,2,0,4442,612064799.13,137790.36,1176.16,48
PAYMENT,0,2,0,3251,27496186.66,8457.76,87.27,48
DEBIT,0,2,0,343,1895921.51,5527.47,212.14,48
TRANSFER,0,2,0,651,283978227.84,436218.48,11091.09,48
CASH_OUT,0,2,0,2798,374356655.13,133794.37,1605.91,48
CASH_IN,0,2,1,422,58007131.68,137457.66,3616.48,49
PAYMENT,0,2,1,377,3251031.02,8623.42,253.12,49
DEBIT,0,2,1,32,143436.35,4482.39,600.98,49
TRANSFER,0,2,1,91,44636175.67,490507.42,43396.45,49
CASH_OUT,0,2,1,304,44332925.88,145831.99,11540.26,49
TRANSFER,0,2,2,3,3360945.35,1120315.12,1372075.70,50
CASH_OUT,0,2,2,1,3360905.35,3360905.35,0.00,50
TRANSFER,0,2,3,1,3660036.01,3660036.01,0.00,51
CASH_OUT,0,2,3,1,3660036.01,3660036.01,0.00,51
TRANSFER,0,2,4,1,1520859.88,1520859.88,0.00,52
CASH_OUT,0,2,4,1,1520859.88,1520859.88,0.00,52
TRANSFER,0,2,6,3,7001295.64,2333765.21,445119.44,54
CASH_OUT,0,2,6,3,7001295.64,2333765.21,445119.44,54
TRANSFER,0,2,7,1,2347514.80,2347514.80,0.00,55
CASH_OUT,0,2,7,1,2347514.80,2347514.80,0.00,55
TRANSFER,0,2,8,1,1456973.29,1456973.29,0.00,56
CASH_OUT,0,2,8,1,1456973.29,1456973.29,0.00,56
TRANSFER,0,2,9,1,692053.23,692053.23,0.00,57
CASH_OUT,0,2,9,1,692053.23,692053.23,0.00,57
TRANSFER,0,2,10,1,3506043.98,3506043.98,0.00,58
CASH_OUT,0,2,10,1,3506043.98,3506043.98,0.00,58
TRANSFER,0,2,11,2,2363701.47,1181850.73,1671361.05,59
CASH_OUT,0,2,11,1,2363681.47,2363681.47,0.00,59
TRANSFER,0,2,12,1,20.00,20.00,0.00,60
TRANSFER,0,2,13,4,11443982.09,2860995.52,614806.92,61
CASH_OUT,0,2,13,4,11443982.09,2860995.52,614806.92,61
TRANSFER,0,2,16,1,3223160.52,3223160.52,0.00,64
CASH_OUT,0,2,16,1,3223160.52,3223160.52,0.00,64
TRANSFER,0,2,17,1,484832.80,484832.80,0.00,65
CASH_OUT,0,2,17,1,484832.80,484832.80,0.00,65
TRANSFER,0,2,20,2,874213.09,437106.55,271632.45,68
CASH_OUT,0,2,20,2,874213.09,437106.55,271632.45,68
TRANSFER,0,2,21,1,2352778.96,2352778.96,0.00,69
CASH_OUT,0,2,21,1,2352778.96,2352778.96,0.00,69
TRANSFER,0,2,22,2,2664990.34,1332495.17,270344.18,70
CASH_OUT,0,2,22,2,2664990.34,1332495.17,270344.18,70
TRANSFER,0,3,0,2,1461250.12,730625.06,1033189.16,72
CASH_OUT,0,3,0,1,1461200.12,1461200.12,0.00,72
TRANSFER,0,3,2,3,7467951.83,2489317.28,1159731.63,74
CASH_OUT,0,3,2,3,7467951.83,2489317.28,1159731.63,74
TRANSFER,0,3,3,2,6937832.13,3468916.07,1789840.77,75
CASH_OUT,0,3,3,2,6937832.13,3468916.07,1789840.77,75
TRANSFER,0,3,4,1,2957847.74,2957847.74,0.00,76
CASH_OUT,0,3,4,1,2957847.74,2957847.74,0.00,76
TRANSFER,0,3,5,2,4373388.04,2186694.02,1248921.78,77
CASH_OUT,0,3,5,2,4373388.04,2186694.02,1248921.78,77
TRANSFER,0,3,6,1,4537808.62,4537808.62,0.00,78
CASH_OUT,0,3,6,1,4537808.62,4537808.62,0.00,78
TRANSFER,0,3,7,2,1372039.57,686019.79,970164.34,79
CASH_OUT,0,3,7,1,1372029.57,1372029.57,0.00,79
TRANSFER,0,3,8,4,8772664.37,2193166.09,1055344.57,80
CASH_OUT,0,3,8,3,8772644.37,2924214.79,950076.71,80
TRANSFER,0,3,9,3,7246437.51,2415479.17,889878.53,81
CASH_OUT,0,3,9,3,7246437.51,2415479.17,889878.53,81
TRANSFER,0,3,10,3,10328902.31,3442967.44,403612.51,82
CASH_OUT,0,3,10,3,10328902.31,3442967.44,403612.51,82
TRANSFER,0,3,11,2,6850546.54,3425273.27,455210.51,83
CASH_OUT,0,3,11,2,6850546.54,3425273.27,455210.51,83
TRANSFER,0,3,12,2,5391599.99,2695800.00,1353915.63,84
CASH_OUT,0,3,12,2,5391599.99,2695800.00,1353915.63,84
TRANSFER,0,3,14,1,1938497.95,1938497.95,0.00,86
CASH_OUT,0,3,14,1,1938497.95,1938497.95,0.00,86
TRANSFER,0,3,16,2,7391841.30,3695920.65,888584.86,88
CASH_OUT,0,3,16,2,7391841.30,3695920.65,888584.86,88
TRANSFER,0,3,17,1,20.00,20.00,0.00,89
TRANSFER,0,3,19,1,309356.49,309356.49,0.00,91
CASH_OUT,0,3,19,1,309356.49,309356.49,0.00,91
CASH_IN,0,3,21,2755,375377258.50,136253.09,1474.75,93
PAYMENT,0,3,21,1842,16671628.73,9050.83,119.76,93
DEBIT,0,3,21,224,1243995.62,5553.55,274.07,93
TRANSFER,0,3,21,447,194494148.07,435109.95,15500.03,93
CASH_OUT,0,3,21,1913,255236722.72,133422.23,2984.96,93
CASH_IN,0,3,22,7197,989529796.33,137491.98,911.38,94
PAYMENT,0,3,22,4774,42712911.96,8946.99,75.15,94
DEBIT,0,3,22,486,2393797.96,4925.51,161.06,94
TRANSFER,0,3,22,985,421234756.02,427649.50,8749.22,94
CASH_OUT,0,3,22,4480,592495533.19,132253.47,1328.36,94
CASH_IN,0,3,23,5416,755414545.68,139478.31,1057.22,95
PAYMENT,0,3,23,3823,34806398.71,9104.47,82.80,95
DEBIT,0,3,23,436,1999682.75,4586.43,164.58,95
TRANSFER,0,3,23,899,389750304.73,433537.60,10519.81,95
CASH_OUT,0,3,23,3314,454061603.81,137013.16,2192.48,95
CASH_IN,0,4,0,4866,672743410.30,138253.89,1134.34,96
PAYMENT,0,4,0,3465,30244546.37,8728.58,90.51,96
DEBIT,0,4,0,375,1345949.40,3589.20,143.23,96
TRANSFER,0,4,0,682,286236215.88,419701.20,11270.97,96
CASH_OUT,0,4,0,2886,391401948.17,135620.91,1934.05,96
CASH_IN,0,4,1,345,48295261.45,139986.27,4097.68,97
PAYMENT,0,4,1,269,2409624.82,8957.71,328.20,97
DEBIT,0,4,1,32,124203.90,3881.37,519.92,97
TRANSFER,0,4,1,58,27793958.51,479206.18,60136.30,97
CASH_OUT,0,4,1,212,30162103.53,142274.07,16215.41,97
TRANSFER,0,4,2,1,4349849.02,4349849.02,0.00,98
CASH_OUT,0,4,2,1,4349849.02,4349849.02,0.00,98
TRANSFER,0,4,3,2,4089264.20,2044632.10,764791.18,99
CASH_OUT,0,4,3,2,4089264.20,2044632.10,764791.18,99
TRANSFER,0,4,7,2,5082901.82,2541450.91,301291.03,103
CASH_OUT,0,4,7,2,5082901.82,2541450.91,301291.03,103
TRANSFER,0,4,8,3,3717739.98,1239246.66,1517718.13,104
CASH_OUT,0,4,8,1,3717669.98,3717669.98,0.00,104
TRANSFER,0,4,10,4,6856116.94,1714029.24,1243285.43,106
CASH_OUT,0,4,10,2,6856086.94,3428043.47,1469846.53,106
TRANSFER,0,4,11,1,4703187.93,4703187.93,0.00,107
CASH_OUT,0,4,11,1,4703187.93,4703187.93,0.00,107
TRANSFER,0,4,12,1,4021747.49,4021747.49,0.00,108
CASH_OUT,0,4,12,1,4021747.49,4021747.49,0.00,108
TRANSFER,0,4,14,2,4459128.98,2229564.49,779858.55,110
CASH_OUT,0,4,14,2,4459128.98,2229564.49,779858.55,110
TRANSFER,0,4,16,1,1220949.61,1220949.61,0.00,112
CASH_OUT,0,4,16,1,1220949.61,1220949.61,0.00,112
TRANSFER,0,4,17,1,3007963.99,3007963.99,0.00,113
CASH_OUT,0,4,17,1,3007963.99,3007963.99,0.00,113
TRANSFER,0,4,18,2,3870973.40,1935486.70,281810.63,114
CASH_OUT,0,4,18,2,3870973.40,1935486.70,281810.63,114
TRANSFER,0,4,21,1,20.00,20.00,0.00,117
CASH_IN,0,4,23,4528,625336204.93,138104.29,1182.22,119
PAYMENT,0,4,23,3119,27907799.83,8947.68,92.23,119
DEBIT,0,4,23,322,1268329.72,3938.91,182.23,119
TRANSFER,0,4,23,629,249969392.41,397407.62,9195.97,119
CASH_OUT,0,4,23,2687,353735331.98,131646.94,1270.95,119
CASH_IN,0,5,0,2136,293208268.88,137269.79,1684.11,120
PAYMENT,0,5,0,1645,14226714.67,8648.46,123.62,120
DEBIT,0,5,0,192,1129300.98,5881.78,285.62,120
TRANSFER,0,5,0,308,123696569.60,401612.24,15503.88,120
CASH_OUT,0,5,0,1522,201326098.31,132277.33,2516.82,120
CASH_IN,0,5,1,665,94590458.30,142241.29,2954.31,121
PAYMENT,0,5,1,562,5434181.77,9669.36,221.17,121
DEBIT,0,5,1,71,224524.96,3162.32,280.90,121
TRANSFER,0,5,1,111,42909647.75,386573.40,34640.05,121
CASH_OUT,0,5,1,603,81804592.20,135662.67,6169.38,121
CASH_IN,0,5,2,209,29893268.19,143029.99,5607.59,122
PAYMENT,0,5,2,164,1500335.02,9148.38,391.35,122
DEBIT,0,5,2,14,58100.39,4150.03,1034.01,122
TRANSFER,0,5,2,8,2887896.93,360987.12,56765.13,122
CASH_OUT,0,5,2,130,17398852.49,133837.33,5840.38,122
CASH_IN,0,5,3,9,1732250.94,192472.33,36339.68,123
PAYMENT,0,5,3,5,61330.50,12266.10,3142.86,123
DEBIT,0,5,3,2,7263.51,3631.75,2998.00,123
TRANSFER,0,5,3,1,10.00,10.00,0.00,123
CASH_OUT,0,5,3,1,106941.65,106941.65,0.00,123
TRANSFER,0,5,4,3,5766836.94,1922278.98,1204260.88,124
CASH_OUT,0,5,4,3,5766836.94,1922278.98,1204260.88,124
TRANSFER,0,5,5,2,6933276.06,3466638.03,735326.25,125
CASH_OUT,0,5,5,2,6933276.06,3466638.03,735326.25,125
TRANSFER,0,5,6,2,2798155.38,1399077.69,1978566.36,126
CASH_OUT,0,5,6,1,2798135.38,2798135.38,0.00,126
TRANSFER,0,5,7,1,3397109.28,3397109.28,0.00,127
CASH_OUT,0,5,7,1,3397109.28,3397109.28,0.00,127
TRANSFER,0,5,8,4,7440025.63,1860006.41,901447.10,128
CASH_OUT,0,5,8,3,7440015.63,2480005.21,821687.24,128
TRANSFER,0,5,9,2,3208789.98,1604394.99,1954433.72,129
CASH_OUT,0,5,9,2,3208789.98,1604394.99,1954433.72,129
TRANSFER,0,5,10,1,690324.52,690324.52,0.00,130
CASH_OUT,0,5,10,1,690324.52,690324.52,0.00,130
CASH_IN,0,5,12,4,895389.19,223847.30,106146.83,132
DEBIT,0,5,12,1,8741.89,8741.89,0.00,132
TRANSFER,0,5,12,3,2000316.16,666772.05,816582.79,132
CASH_OUT,0,5,12,2,2255284.60,1127642.30,1234048.22,132
CASH_IN,0,5,13,2655,386600306.55,145612.17,1556.46,133
PAYMENT,0,5,13,1653,16191041.11,9794.94,139.18,133
DEBIT,0,5,13,199,1001903.86,5034.69,274.56,133
TRANSFER,0,5,13,397,157975392.71,397922.90,11821.89,133
CASH_OUT,0,5,13,2058,279057949.50,135596.67,1520.21,133
CASH_IN,0,5,14,6043,863935665.15,142964.70,1030.53,134
PAYMENT,0,5,14,3564,33937272.78,9522.24,90.95,134
DEBIT,0,5,14,443,2240957.74,5058.60,172.26,134
TRANSFER,0,5,14,910,413608897.53,454515.27,9528.98,134
CASH_OUT,0,5,14,4110,546450669.29,132956.37,1304.05,134
CASH_IN,0,5,15,5382,767737147.84,142649.04,1094.51,135
PAYMENT,0,5,15,3181,28012536.62,8806.20,87.69,135
DEBIT,0,5,15,403,2170824.70,5386.66,202.98,135
TRANSFER,0,5,15,905,444203638.20,490832.75,10073.18,135
CASH_OUT,0,5,15,3476,457973111.32,131752.91,1101.04,135
CASH_IN,0,5,16,9467,1352802829.76,142896.68,824.69,136
PAYMENT,0,5,16,5669,48349050.07,8528.67,65.05,136
DEBIT,0,5,16,671,3163340.16,4714.37,131.56,136
TRANSFER,0,5,16,1546,647387130.57,418749.76,6746.17,136
CASH_OUT,0,5,16,6251,807814024.12,129229.57,967.09,136
CASH_IN,0,5,17,10084,1405579097.07,139387.06,785.50,137
PAYMENT,0,5,17,6049,52458027.47,8672.18,63.22,137
DEBIT,0,5,17,741,3732295.60,5036.84,132.69,137
TRANSFER,0,5,17,1686,690246824.23,409399.07,6102.99,137
CASH_OUT,0,5,17,6921,851810993.72,123076.29,733.87,137
CASH_IN,0,5,18,8357,1148158909.29,137388.88,844.60,138
PAYMENT,0,5,18,5405,45259934.32,8373.72,64.76,138
DEBIT,0,5,18,622,2770140.29,4453.60,137.28,138
TRANSFER,0,5,18,1412,641448637.72,454283.74,7193.67,138
CASH_OUT,0,5,18,5860,713464171.23,121751.57,790.37,138
CASH_IN,0,5,19,17618,2434822176.77,138200.83,591.48,139
PAYMENT,0,5,19,11302,88785296.08,7855.72,41.86,139
DEBIT,0,5,19,1311,6482858.58,4944.97,98.73,139
TRANSFER,0,5,19,2862,1352193452.87,472464.52,5634.11,139
CASH_OUT,0,5,19,12167,1517266419.60,124703.41,641.69,139
CASH_IN,0,5,20,13162,1816888719.07,138040.47,679.29,140
PAYMENT,0,5,20,8943,69803206.45,7805.35,46.24,140
DEBIT,0,5,20,1000,4474918.26,4474.92,111.63,140
TRANSFER,0,5,20,2334,1111011611.61,476011.83,6049.60,140
CASH_OUT,0,5,20,8993,1165829501.30,129637.44,770.87,140
CASH_IN,0,5,21,10571,1459013487.35,138020.38,758.67,141
PAYMENT,0,5,21,7341,57161307.19,7786.58,51.24,141
DEBIT,0,5,21,865,4169981.44,4820.79,125.75,141
TRANSFER,0,5,21,1872,919379993.51,491121.79,7394.17,141
CASH_OUT,0,5,21,7101,938820645.13,132209.64,980.47,141
CASH_IN,0,5,22,8352,1133385668.70,135702.31,852.40,142
PAYMENT,0,5,22,6012,46925583.11,7805.32,55.82,142
DEBIT,0,5,22,650,3423846.85,5267.46,156.63,142
TRANSFER,0,5,22,1482,645306767.58,435429.67,6780.76,142
CASH_OUT,0,5,22,5671,748053249.45,131908.53,861.29,142
CASH_IN,0,5,23,5188,725304416.97,139804.24,1091.90,143
PAYMENT,0,5,23,4184,30721369.41,7342.58,63.27,143
DEBIT,0,5,23,456,2014555.30,4417.88,161.92,143
TRANSFER,0,5,23,913,373433144.91,409017.68,8479.91,143
